ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps_ttm,total_mv,circ_mv,mom_1d,mom_5d,mom_10d,mom_20d,mom_60d,ma_5_ratio,ma_5_slope,ma_10_ratio,ma_10_slope,ma_20_ratio,ma_20_slope,ma_60_ratio,ma_60_slope,macd,macd_signal,macd_hist,rsi_14,kdj_k,kdj_d,kdj_j,boll_upper,boll_lower,boll_width,boll_position,amplitude,body_ratio,upper_shadow,lower_shadow,close_to_high_20d,close_to_low_20d,close_to_high_60d,close_to_low_60d,bbi,bbi_bull,vol_ma5_ratio,amt_ma5_ratio,fwd_ret_1d,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d
920128.BJ,2024-12-13,34.81,35.41,34.5,34.55,34.82,-0.27,-0.7754,16194.91,56515.669,9.4707,9.4707,0.4,59.7605,57.9655,5.2789,4.519,271182.95,59080.5,-0.007754164273406139,-0.12287382584412299,-0.25119202427394893,,,0.9891777370590927,-0.11695403751832911,0.9277409306946645,,,,,,-0.7624796458383543,-0.561309006736846,-0.20117063910150823,,4.647473998916981,3.5798036613145348,6.782814674121873,,,,,0.026338639652677184,-0.0075253256150508,0.01736613603473211,0.001447178002894274,,,,,,0,0.540925816296497,0.5294785697371589,0.035890014471780196,-0.05730824891461639,-0.12590448625180894,-0.19652677279305342
920128.BJ,2024-12-16,34.4,36.05,34.33,35.79,34.55,1.24,3.589,26166.31,92369.871,15.3019,15.3019,0.87,61.9053,60.0459,5.4684,4.6812,280915.71,61200.9,0.035890014471780196,0.0044905978108333855,-0.1478571428571429,,,1.0237414187643021,-0.0867293625914316,0.9773347897323865,,,,,,-0.709211946162938,-0.5930723553157927,-0.11613959084714531,,13.575062874985852,7.731680565454926,25.2618274940477,,,,,0.04805811679240008,0.03883766415199778,0.007264599050013915,0.0019558535903883845,,,,,,0,1.0678840711016429,1.0697493658393677,0.03576417993853043,-0.1254540374406259,-0.1950265437272981,-0.1659681475272422
920128.BJ,2024-12-17,36.03,41.49,35.98,37.07,35.79,1.28,3.5764,67317.93,260895.303,39.3672,39.3672,2.75,64.1193,62.1934,5.6639,4.8486,290962.43,63389.7,0.03576417993853043,0.04393128696141946,-0.08874139626352018,,,1.0509752778407804,-0.05299897975621548,1.022366860641496,,,,,,-0.5879943324457741,-0.5919976692505414,0.004003336804767277,,23.884790444975167,13.93263743863568,43.78909645765414,,,,,0.14863771243593216,0.02805503102239005,0.11923388184515786,0.0013487995683842532,,,,,,0,2.1246882542725314,2.2539001939717758,-0.07256541677906658,-0.15295387105476133,-0.22363096843809005,-0.21742649042352302
920128.BJ,2024-12-18,34.0,35.0,33.51,34.38,37.07,-2.69,-7.2565,43189.77,147916.022,25.2572,25.2572,1.36,59.4665,57.6803,5.2529,4.4968,269848.62,58789.8,-0.07256541677906658,0.007324934075593426,-0.11185740118832344,,,0.9733310684559198,-0.027745664739884268,0.9596382515491543,,,,,,-0.6455266146136438,-0.6031959645592915,-0.042330650054352326,24.412532488348376,19.14079651843673,15.835769252758471,25.750851049793248,,,,,0.04333915066899366,0.011052937754508508,0.018033740546829477,0.01425247236765567,,,,,,0,1.228159460591995,1.1595556233817326,-0.036940081442699335,-0.13554392088423517,-0.1567771960442118,-0.15415939499709141
920128.BJ,2024-12-19,33.53,33.65,31.69,33.11,34.38,-1.27,-3.694,35207.25,115672.465,20.589,20.589,1.0,57.2698,55.5496,5.0589,4.3307,259880.39,56618.1,-0.036940081442699335,-0.04910970706490525,-0.10489321438226551,,,0.9465408805031446,-0.025518163583686082,0.9343078051808792,-0.07713541666666657,,,,,-0.7560421406686686,-0.6348799820415311,-0.12116215862713753,23.134020484999482,17.49408479030209,16.422904768479356,19.636444833947557,,,,,0.05919661733615214,-0.012684989429175527,0.0036242826940500587,0.04288734521292655,,,,,,0,0.9359838091130844,0.8589080304563322,-0.016309272123225638,-0.0851706433101782,-0.10178193899124133,-0.12050739957716694
920128.BJ,2024-12-20,32.6,33.28,32.35,32.57,33.11,-0.54,-1.6309,18206.45,59536.36,10.647,10.647,0.48,56.3358,54.6436,4.9764,4.26,255641.93,55694.7,-0.016309272123225638,-0.05730824891461639,-0.17314039096217315,,,0.9417649780245201,-0.009848831882730447,0.9371043848544136,-0.06672753148411692,,,,,-0.8631488340784514,-0.6818560100889764,-0.181292823989475,27.16707003373415,14.540683345497797,15.770023205900344,12.082003624692703,,,,,0.02855388394227816,-0.0009210930303961049,0.02087810868897758,0.006754682222904478,,,,,,0,0.4788960317318779,0.44010377261316813,-0.038992938286766976,-0.07276634940128957,-0.11789990789069693,-0.10162726435369973
920128.BJ,2024-12-23,32.57,32.85,31.3,31.3,32.57,-1.27,-3.8993,16038.46,51264.662,9.3792,9.3792,0.42,54.1391,52.5129,4.7823,4.0939,245673.7,53523.0,-0.038992938286766976,-0.1254540374406259,-0.12152680325568344,,,0.9291693878762691,-0.03644164759725388,0.9119249482854065,-0.06272528672856392,,,,,-1.012714392128217,-0.7495520661613342,-0.2631623259668827,27.233009523659163,9.564342860921561,13.646218044802552,1.4005924931595786,,,,,0.04952076677316296,-0.04057507987220446,0.008945686900958502,0.0,,,,,,0,0.4456121492870688,0.4034777869048127,0.0031948881789136685,-0.07955271565495214,-0.011821086261980862,-0.07156549520766775
920128.BJ,2024-12-24,31.4,31.8,30.51,31.4,31.3,0.1,0.3195,14475.61,44924.834,8.4653,8.4653,0.4,54.312,52.6807,4.7976,4.107,246458.6,53694.0,0.0031948881789136685,-0.15295387105476133,-0.11574204449450853,,,0.9646104694028014,-0.07711499206169181,0.9259259259259259,-0.06472875699826253,,,,,-1.1085201422195112,-0.8226627259333947,-0.2858574162861165,30.485851347142585,9.069529968997864,12.093732885025496,3.0211241369426034,,,,,0.04108280254777068,0.0,0.012738853503184782,0.028343949044585894,,,,,,0,0.569378938579208,0.5356939817343668,-0.053503184713375784,-0.08343949044585974,-0.004140127388534975,-0.1066878980891719
920128.BJ,2024-12-25,31.7,31.7,29.66,29.72,31.4,-1.68,-5.3503,13844.08,42048.224,8.096,8.096,0.54,51.4062,49.8621,4.5409,3.8873,233272.28,50821.2,-0.053503184713375784,-0.13554392088423517,-0.1292118370934663,,,0.9399114484503479,-0.10480720231017515,0.887932837381614,-0.06573438285044397,,,,,-1.2764346074172508,-0.9147441351915184,-0.36169047222573236,30.55109661438449,6.182032605437531,10.100117902590476,-1.65413798886836,,,,,0.06864064602960966,-0.06662180349932707,0.0,0.002018842530282595,,,,,,0,0.7079788303074965,0.6707399502521236,0.019179004037685132,-0.024562584118438813,0.07705248990578739,-0.059892328398384875
920128.BJ,2024-12-26,29.85,31.0,29.8,30.29,29.72,0.57,1.9179,15367.6,46849.88,8.9869,8.9869,0.79,52.3921,50.8184,4.628,3.9618,237746.21,51795.9,0.019179004037685132,-0.0851706433101782,-0.13009764503159105,,,0.9753348789283873,-0.11217838765008581,0.917378399660791,-0.06828827811953275,0.8482455403399703,,,,-1.3532960733938069,-1.0034775494466959,-0.349818523947111,23.01304844473151,5.894285229013459,8.68728448115641,0.30828672472755514,1.4521707921670102,0.9056370652116624,0.5465337269553477,0.17265711167912193,0.03961703532518981,0.014526246285902863,0.02344007923407068,0.0016507098052162665,0.5048333333333334,1.02124072825354,,,,0,0.9859595905158588,0.957589763488417,-0.0029712776493892035,-0.01815780785737875,-0.0442390227797953,-0.08220534829976889
920128.BJ,2024-12-27,30.05,30.58,30.05,30.2,30.29,-0.09,-0.2971,10257.21,31075.55,5.9984,5.9984,0.66,52.2364,50.6674,4.6143,3.9501,237039.8,51642.0,-0.0029712776493892035,-0.07276634940128957,-0.12590448625180894,-0.34547030775899434,,0.9875089922176443,-0.11571825121443435,0.9268637019304545,-0.06252157900794109,0.865032080659945,,,,-1.4024158384978804,-1.0840079692793332,-0.31840786921854725,29.41622410020686,5.448789793938752,7.60221089324366,1.1419475953289364,1.3885729365476371,0.9234800435848132,0.465092892962824,0.16452617857315743,0.017549668874172107,0.004966887417218496,0.01258278145695361,0.0,0.67591763652641,1.0182063385030344,,,,0,0.7328362504243889,0.718798509366652,-0.04602649006622517,-0.048675496688741715,-0.08079470198675487,-0.0804635761589404
920128.BJ,2024-12-30,30.16,30.2,28.81,28.81,30.2,-1.39,-4.6026,14847.89,43487.685,8.683,8.683,1.06,49.8322,48.3354,4.4019,3.7682,226129.69,49265.1,-0.04602649006622517,-0.07955271565495214,-0.1950265437272981,-0.31404761904761913,,0.9576519079909588,-0.10692869441310937,0.9035596675552768,-0.07103108702619221,0.8411064885774759,,,,-1.5169706142440624,-1.1712441879522058,-0.3457264262918567,26.83264151061067,3.626283557158791,6.272346346980699,-1.665842022485025,1.4211101607434384,0.9567100405755484,0.46440012016789,0.09321694270114657,0.048247136410968436,-0.04685872960777513,0.0013884068031933062,0.0,0.6610830656264342,1.0,,,,0,1.0791811419838735,1.0434397919481921,-0.0010413051023948627,0.07358556056924681,0.03609857688302687,-0.041305102395001625
920128.BJ,2024-12-31,28.97,29.59,28.51,28.78,28.81,-0.03,-0.1041,12409.19,36137.094,7.2568,7.2568,0.9,51.4927,49.946,4.3547,3.8938,233664.82,49213.8,-0.0010413051023948627,-0.08343949044585974,-0.22363096843809005,-0.29252704031465093,,0.9736129905277402,-0.0919144753010569,0.9267130345182896,-0.08421797593772107,0.8550843051325857,,,,-1.5898674763583642,-1.2554660034819174,-0.33440147287644684,29.59572813551472,4.169736190774503,5.5698720837579545,1.3694644048075997,1.3916040316742069,0.9473466285064741,0.4442574031677328,0.1185199640499066,0.03752605976372475,-0.006601806810284841,0.021542738012508722,0.009381514940931188,0.6936611231622077,1.009470361276745,,,,0,0.9298620911767937,0.9052449324589636,0.007296733842946379,0.08651841556636541,0.007991660875608098,-0.00972897845726206
920128.BJ,2025-01-02,28.66,29.33,27.88,28.99,28.78,0.21,0.7297,10330.51,29640.11,6.0412,6.0412,0.77,51.8684,50.3104,4.3864,3.9222,235369.81,49572.9,0.007296733842946379,-0.024562584118438813,-0.1567771960442118,-0.25109790751743744,,0.9855850955327395,-0.06976597090449077,0.949962316086116,-0.08825550476531929,0.873942993232142,,,,-1.6132824546754563,-1.3273688452908068,-0.2859136093846495,26.9200313722245,9.640004114700725,6.928651419174578,15.06270950575302,1.3598968356768184,0.9285819501113844,0.431314885565434,0.16558215870030257,0.05001724732666434,0.011383235598482177,0.011728182131769571,0.026905829596412596,0.6987225837551216,1.0398134863701578,,,31.083333333333332,0,0.8171268611854636,0.7917105478088322,0.025870989996550575,0.10417385305277671,0.0031045187995859536,0.006898930665746983
920128.BJ,2025-01-03,29.05,30.18,28.5,29.74,28.99,0.75,2.5871,22940.94,67969.246,13.4158,13.4158,1.81,53.2103,51.612,4.4999,4.0237,241459.06,50855.4,0.025870989996550575,-0.01815780785737875,-0.10178193899124133,-0.19599891862665597,,1.014878514878515,-0.05641421947449787,0.9854208084824387,-0.08595311648191906,0.9064585936785636,-0.0812120193788678,,,-1.5603921913668835,-1.3741502496548141,-0.18624194171206931,31.65522468102735,18.91092808909726,10.926801601900623,34.879181063490535,1.3103140522019538,0.8960746498827807,0.41423940231917317,0.2508823386935697,0.05648957632817753,0.023201075991929984,0.014794889038332256,0.01849361129791529,0.7167992287298144,1.0667144906743184,,,30.838124999999998,0,1.6204492599780689,1.6314470928224005,-0.03396099529253527,-0.026563550773369138,-0.020847343644922578,-0.009414929388029458
