ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps_ttm,total_mv,circ_mv,mom_1d,mom_5d,mom_10d,mom_20d,mom_60d,ma_5_ratio,ma_5_slope,ma_10_ratio,ma_10_slope,ma_20_ratio,ma_20_slope,ma_60_ratio,ma_60_slope,macd,macd_signal,macd_hist,rsi_14,kdj_k,kdj_d,kdj_j,boll_upper,boll_lower,boll_width,boll_position,amplitude,body_ratio,upper_shadow,lower_shadow,close_to_high_20d,close_to_low_20d,close_to_high_60d,close_to_low_60d,bbi,bbi_bull,vol_ma5_ratio,amt_ma5_ratio,fwd_ret_1d,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d
920128.BJ,2025-04-03,33.3,33.78,32.88,33.37,33.5,-0.13,-0.3881,8605.17,28681.165,4.1571,4.1571,0.49,59.705,56.9661,5.1671,4.2737,270931.03,69075.9,-0.003880597014925491,-0.03247318063206739,-0.0639551192145863,-0.06657342657342669,0.15948575399583031,0.9952281538920371,-0.06736760124610608,0.9605365418381738,-0.07092236514855721,0.9183603263935711,-0.023448628020102724,1.0296522570890803,0.01031334916272253,-0.0701809869821588,0.6117820341784748,-0.6819630211606336,35.896130090353466,24.250848789924667,25.50044522560097,21.751655918572055,1.2392723768354674,0.9385220492957885,0.30075032753967884,0.20441524086068813,0.026970332634102447,0.00209769253820798,0.0122864848666468,0.012586155229247666,0.8023563356576099,1.0421611492816987,0.8023563356576099,1.2134545454545453,34.77010416666666,0,0.5534825294648853,0.5458710831248715,-0.21276595744680848,-0.0916991309559484,-0.04734791729097987,-0.05633802816901401
920128.BJ,2025-04-07,30.01,31.0,23.61,26.27,33.37,-7.1,-21.2766,24527.55,68372.175,11.8491,11.8491,1.58,47.0018,44.8457,4.0677,3.3644,213286.13,54378.9,-0.21276595744680848,-0.19761759315821636,-0.25538548752834467,-0.24511494252873556,-0.09382545705415657,0.8149274103486783,-0.09050897189933416,0.7763002364066195,-0.07983467478790529,0.7315510999721526,-0.032831479436559285,0.8117127231154277,0.007319565702310182,-0.7485681924536394,0.3397119868830796,-1.088280179336719,18.871034089742693,22.265352650803813,24.422081034001874,17.951895884407698,1.623026192943442,1.110890822663714,0.512135370279728,-0.21652638934257196,0.2813094784925771,-0.14236771983250865,0.03768557289684044,0.10125618576322802,0.6316422216879057,1.1126641253706058,0.6316422216879057,1.1126641253706058,33.375729166666666,0,1.458826472476457,1.2641927002233098,0.03273696231442713,0.16977540921202894,0.2535211267605635,0.2028930338789494
920128.BJ,2025-04-08,26.21,27.76,26.21,27.13,26.27,0.86,3.2737,18725.3,50284.791,9.046,9.046,1.11,48.5405,46.3138,4.2009,3.4746,220268.47,56159.1,0.03273696231442713,-0.18869617224880375,-0.23706411698537688,-0.245760355852099,-0.0877605917955615,0.875895912700975,-0.11553398058252418,0.822195957208231,-0.08295814573953642,0.7649148528250816,-0.03733358665707642,0.8394139881704406,0.004324497892131074,-1.2030141675319612,0.03116675421371665,-1.2341809217456778,21.77742181549884,22.91326122978645,23.919141099263385,20.901501490832572,1.594406829622932,1.0202632772698073,0.5741435523531244,-0.03529305027244414,0.05713232583855513,0.03391079985256167,0.02322152598599346,0.0,0.6523202692955037,1.1490893689114783,0.6523202692955037,1.1490893689114783,32.32458333333334,0,1.0447198778470044,0.9082085277264671,0.07261334316255086,0.15775893844452638,0.1603391079985257,0.16918540361223733
920128.BJ,2025-04-09,26.4,29.6,25.55,29.1,27.13,1.97,7.2613,22634.18,63253.367,10.9344,10.9344,1.26,52.0652,49.6768,4.5059,3.7269,236262.9,60237.0,0.07261334316255086,-0.15895953757225434,-0.23421052631578942,-0.24020887728459517,0.012878524190741425,0.9740911829684675,-0.13005241700640635,0.906344410876133,-0.09094255216738878,0.8312385740402195,-0.045934566067559746,0.9001948875529755,0.002232258197864656,-1.388387404647034,-0.25274407887341854,-1.1356433257736154,32.61443641874908,29.69631125766643,25.84486448539777,37.399204802203755,1.4834976473975268,0.9225504625681086,0.5609471848294181,0.1380692148548656,0.13917525773195877,0.09278350515463926,0.017182130584192438,0.029209621993127072,0.6996874248617456,1.2325285895806863,0.6996874248617456,1.2325285895806863,31.56375,0,1.2688403124975125,1.214562708444109,0.038831615120274776,0.0281786941580755,0.10137457044673526,0.12714776632302383
920128.BJ,2025-04-10,29.57,31.35,29.45,30.23,29.1,1.13,3.8832,25275.77,77173.491,12.2105,12.2105,1.42,54.087,51.6058,4.6809,3.8716,245437.37,62576.1,0.038831615120274776,-0.0976119402985075,-0.17018940433708485,-0.1871470825490723,-0.022631749110895494,1.034565366187543,-0.1343248207619837,0.9600787626639565,-0.09957390831879664,0.8721869590305827,-0.04925182757059965,0.9354885294603069,-0.0005515606072321599,-1.4277567130086197,-0.48774660657122465,-0.9400101064373951,37.955555319387656,37.79645327618318,29.828727415659625,53.731904997230295,1.423127213262846,0.8699591248119141,0.553168088450932,0.23508383405572372,0.06285147204763487,0.021832616606020514,0.03704928878597423,0.003969566655640125,0.7268574176484731,1.2803896653960187,0.7268574176484731,1.2803896653960187,31.543125000000003,0,1.2667276882550582,1.3409117500391956,0.0026463777704266445,0.017201455507773744,0.011908699966920233,0.05755871650678124
920128.BJ,2025-04-11,29.83,31.0,29.51,30.31,30.23,0.08,0.2646,16047.43,48849.438,7.7524,7.7524,0.8,54.2301,51.7424,4.6933,3.8818,246086.89,62741.7,0.0026463777704266445,-0.0916991309559484,-0.12119454914467975,-0.2206222679352019,-0.030700351774864076,1.0594938478747205,-0.14679391589621227,0.9755705043612604,-0.10569643936559114,0.8854547047997429,-0.05794449107646582,0.9384288309114929,-0.0034044041264258418,-1.4359526644075054,-0.6773878187006299,-0.7585648457068754,38.81134599578619,43.4140574710582,34.35717076745919,61.52783087825624,1.4041138578098251,0.8546126350968065,0.5495012227130186,0.2645806029294891,0.049158693500494836,0.015836357637743333,0.022764764104256065,0.010557571758495438,0.7287809569608078,1.2837780601440067,0.7287809569608078,1.2837780601440067,31.468229166666667,0,0.7484094568214247,0.7931822253095867,0.01385681293302543,0.048828769383041815,-0.0003299241174529177,0.05080831408775999
920128.BJ,2025-04-14,30.9,31.55,30.4,30.73,30.31,0.42,1.3857,15857.12,49165.8,7.6604,7.6604,0.74,54.9816,52.4593,4.7583,3.9356,249496.87,63611.1,0.01385681293302543,0.16977540921202894,-0.06139279169211975,-0.21022873297352862,-0.03998750390502959,1.0416949152542374,-0.08487405385283542,0.9955293507839836,-0.08782505910165495,0.9085802140618534,-0.05814536340852139,0.9520613020489095,-0.0026676004985014545,-1.3925358787646864,-0.8204174310526248,-0.5721184477120617,39.194630626968745,48.30105189259375,39.00513114250407,66.89289339277309,1.3662203637800927,0.8350162128551167,0.531204150924976,0.310584521518763,0.03742271396029945,-0.005532053368044196,0.021151968760169285,0.01073869183208597,0.738879538350565,1.3015671325709446,0.738879538350565,1.3015671325709446,31.320729166666666,0,0.8046048398718082,0.8514239964080657,0.022128213472176972,0.0715912788805726,-0.06475756589651815,0.054344288968434684
920128.BJ,2025-04-15,30.3,31.65,30.3,31.41,30.73,0.68,2.2128,16851.24,52496.345,8.1407,8.1407,0.86,56.1982,53.6202,4.8636,4.0227,255017.79,65018.7,0.022128213472176972,0.15775893844452638,-0.06070574162679421,-0.24093765103914944,0.08497409326424865,1.034721307155093,-0.019952217989281262,1.0242947986303603,-0.07067309149316603,0.9425780605278556,-0.06046295252058198,0.9718941777113094,-5.6724129929075495e-05,-1.288453020160862,-0.9140245490518577,-0.37442847110900424,33.99708573289985,55.96669758369813,44.658986622902106,78.58211950529017,1.2965352486496242,0.8253049296375456,0.47123031901207857,0.3707212019181432,0.04297994269340968,0.0353390639923591,0.007640878701050571,0.0,0.7552296225054099,1.3303684879288438,0.7552296225054099,1.3303684879288438,31.497291666666662,0,0.8716242176390521,0.9021899069019894,-0.047437121935689275,0.0022285896211398093,-0.05475963069086276,0.0983763132760267
920128.BJ,2025-04-16,31.46,31.46,29.56,29.92,31.41,-1.49,-4.7437,15440.19,46668.27,7.459,7.459,0.8,53.5323,51.0766,4.6329,3.8319,242920.48,61934.4,-0.047437121935689275,0.0281786941580755,-0.1352601156069364,-0.2743148193063303,0.0778097982708934,0.9803407601572739,0.02162415478342372,0.9908269033347683,-0.05948858504375987,0.9133646742780391,-0.06427102376599636,0.92476020728805,0.0008661669021130525,-1.3109823511552392,-0.9934161095930274,-0.3175662415622118,34.12969259979732,57.992875392722645,49.1036162128423,75.77139375248333,1.3132568461875245,0.8764490361654161,0.4368078100221084,0.28284971308959683,0.06350267379679152,-0.05147058823529409,0.0,0.012032085561497425,0.7387654320987654,1.2672596357475647,0.7194037028131762,1.2672596357475647,31.4465625,0,0.8628527999061157,0.8505139634820706,0.027740641711229808,0.07118983957219238,0.017045454545454586,0.24331550802139046
920128.BJ,2025-04-17,29.91,31.13,29.65,30.75,29.92,0.83,2.7741,15048.92,46236.011,7.27,7.27,0.84,55.0174,52.4935,4.7614,3.9382,249659.25,63652.5,0.027740641711229808,0.017201455507773744,-0.08208955223880599,-0.16891891891891897,0.03015075376884413,1.004114420062696,0.04804928131416841,1.027671947062362,-0.049703052053228225,0.947743138493782,-0.06389209463358358,0.9499732256868643,0.001691698300049449,-1.2475324121808455,-1.044239370172299,-0.2032930420085466,40.360824451004355,68.26390694141463,55.490379789033085,93.81096124617773,1.2591392385281621,0.8511371842360652,0.408002054292097,0.36485800519697353,0.048130081300813025,0.027317073170731704,0.01235772357723574,0.008455284552845579,0.8060288335517694,1.3024142312579416,0.7393604231786487,1.3024142312579416,31.376145833333332,0,0.949519779821793,0.9497329023715558,0.033821138211381996,-0.005203252032520367,0.021138211382113692,0.3408130081300813
920128.BJ,2025-04-18,31.0,32.08,30.5,31.79,30.75,1.04,3.3821,17398.72,54915.813,8.4052,8.4052,1.1,56.8781,54.2689,4.9225,4.0714,258103.01,65805.3,0.033821138211381996,0.048828769383041815,-0.04734791729097987,-0.10827489481065922,0.09582902447431918,1.028137128072445,0.0808165548098434,1.06806880795592,-0.04200328301522416,0.9856600263545462,-0.05779848675177479,0.980698633376865,0.0036224405548217486,-1.1006999014522236,-1.0555314764392523,-0.04516842501297136,47.45853361989327,77.36225746295486,62.78100568034035,106.52476102818387,1.206207587179639,0.8228896131978382,0.3833179739818008,0.4620456088115181,0.04970116388801505,0.024850581944007525,0.00912236552374958,0.015728216420257943,0.8332896461336828,1.3464633629817875,0.7643664342389996,1.3464633629817875,31.340104166666666,1,1.079376084651148,1.1005956420007916,0.035860333438188174,-0.04687008493236866,-0.00943692985215483,0.132431582258572
920128.BJ,2025-04-21,31.95,32.98,31.3,32.93,31.79,1.14,3.586,19087.85,61090.573,9.2212,9.2212,1.18,58.9178,56.215,5.099,4.2174,267358.67,68165.1,0.035860333438188174,0.0715912788805726,0.2535211267605635,-0.0666099773242631,0.13239339752407164,1.050063775510204,0.06305084745762723,1.082155767334867,-0.0141894518595308,1.0247393807375134,-0.049878777127313256,1.0138598822859313,0.006273752478519468,-0.8822370017195773,-1.0208725814683848,0.13863557974880747,48.66701480327329,84.6838557607106,70.08195570713045,113.8876558678709,1.1561074319735714,0.7956083287309538,0.36049910324261747,0.5669685978644885,0.05101730944427562,0.029760097175827525,0.0015183723048890726,0.019738839963559022,0.8631716906946265,1.3947479881406184,0.7917768694397691,1.3947479881406184,31.600208333333335,1,1.1385274563350292,1.1684953003479492,-0.044032796841785626,-0.1272395991497115,-0.04038870331005162,0.06286061342241123
920128.BJ,2025-04-22,31.6,32.54,31.48,31.48,32.93,-1.45,-4.4033,18501.97,59134.538,8.9381,8.9381,1.1,53.2772,54.4375,4.7822,4.0073,255586.12,65163.6,-0.044032796841785626,0.0022285896211398093,0.1603391079985257,-0.11473565804274466,0.08104395604395598,1.0033785937400395,0.03353538015548829,1.0199254819374697,0.006522093592042921,0.9858757946822837,-0.04178732726154222,0.9680444865848347,0.006214223093187421,-0.8166207547354603,-0.980022216096405,0.1634014613609448,41.96704398169999,75.6249311704954,71.92961419491876,83.01556512164868,1.1959143649511788,0.832738748136496,0.3631756168146827,0.46055198634811545,0.0336721728081321,-0.0038119440914866896,0.029860228716645416,0.0,0.8251638269986894,1.3333333333333335,0.7569127194037027,1.3333333333333335,31.55135416666667,0,1.0822694587415542,1.103070245184949,0.018106734434561567,-0.056861499364675994,0.007623888182973326,0.11149936467598476
920128.BJ,2025-04-23,31.49,32.58,31.43,32.05,31.48,0.57,1.8107,16259.7,52301.368,7.8549,8.3106,0.95,54.2418,55.4232,4.8688,4.0799,260213.95,66343.5,0.018106734434561567,0.07118983957219238,0.10137457044673526,-0.15657894736842115,0.09535201640464774,1.0078616352201257,0.04193971166448218,1.0285622593068033,0.03189058515746601,1.0131664216732261,-0.03432749252091083,0.984165327492144,0.006531840145060253,-0.710461346036972,-0.9261100420577066,0.21564869602073466,46.16199012902706,74.81623646409697,72.89182161797815,78.66506615633463,1.1416102687176297,0.8323990916567852,0.3092111770608445,0.5420273282718888,0.035881435257410256,0.01747269890795628,0.016536661466458696,0.00187207488299528,0.8401048492791612,1.3574756459127488,0.7706179370040874,1.3574756459127488,31.66854166666667,1,0.9420761934691709,0.9555263867592746,-0.04555382215288606,-0.050546021840873534,0.023400936037441422,0.2246489859594385
920128.BJ,2025-04-24,32.31,32.5,30.06,30.59,32.05,-1.46,-4.5554,15071.86,46670.732,7.2811,7.7035,0.87,51.7709,52.8984,4.647,3.894,248360.21,63321.3,-0.04555382215288606,-0.005203252032520367,0.011908699966920233,-0.16030743892396382,0.052649690295939466,0.9629186602870813,0.03735632183908044,0.9805744326195667,0.04257736782300636,0.9760222069779684,-0.03402629024055703,0.9385978818391486,0.00685319438151355,-0.7355967618451658,-0.888007386000039,0.15241062415487328,43.1256179012074,59.91647730148674,68.56670684581435,42.616018212831506,1.1692192354732505,0.879914468351529,0.28930476712172154,0.41508314124064877,0.07976462896371367,-0.056227525335076904,0.006211180124223528,0.017325923504413244,0.8426997245179064,1.2956374417619654,0.7355133445539792,1.2956374417619654,31.520833333333332,0,0.873021463135469,0.851304533417573,-0.009480222294867557,0.026479241582216373,0.045112781954887105,0.28473357306309244
920128.BJ,2025-04-25,30.67,31.32,30.23,30.3,30.59,-0.29,-0.948,11510.74,35331.767,5.5607,5.8833,0.67,51.2801,52.397,4.603,3.8571,246005.7,62721.0,-0.009480222294867557,-0.04687008493236866,-0.0003299241174529177,-0.12148448825746594,0.0802139037433156,0.9628217349857006,0.017787839586028698,0.9713095047283219,0.04807821529364342,0.9732750867274831,-0.034741492907526594,0.9286312649408496,0.006570896788590019,-0.7700285946401131,-0.8644116277205437,0.09438303308043061,65.02609924655826,47.15679381343034,61.430069168353015,18.610243103584992,1.1656653155834777,0.8892521761656969,0.27641313941778084,0.40066048935062976,0.035973597359735966,-0.012211221122112243,0.021452145214521406,0.0023102310231023194,0.8447170337329245,1.2833545108005082,0.728540514546766,1.2833545108005082,31.376875000000002,0,0.7155561733297593,0.6940617779088397,-0.05148514851485153,0.03927392739273916,0.051155115511551275,0.30429042904290426
920128.BJ,2025-04-28,30.31,30.7,28.5,28.74,30.3,-1.56,-5.1485,12473.14,36373.334,6.0257,6.3752,0.78,48.64,49.6993,4.366,3.6585,233340.06,59491.8,-0.05148514851485153,-0.1272395991497115,-0.06475756589651815,-0.12217470983506429,0.02863278453829632,0.9382345259858971,-0.023214285714285854,0.9272164150212929,0.018600065724613923,0.9291348765032975,-0.03743581764431325,0.8804607560811224,0.004992841712036844,-0.9126167347070293,-0.8740526491202958,-0.03856408558673352,55.70517308301033,33.223576824015204,52.02790505357374,-4.38507963510186,1.224007375126449,0.9285326387914354,0.29547473633501375,0.24187300075419904,0.0765483646485734,-0.05462769659011831,0.013569937369519853,0.008350730688935227,0.80122665179816,1.2172808132147395,0.6910314979562394,1.2172808132147395,30.871875,0,0.8448643754908225,0.791372411136926,0.03305497564370219,0.09951287404314546,0.12734864300626314,0.5615866388308979
920128.BJ,2025-04-29,28.25,29.73,28.25,29.69,28.74,0.95,3.3055,10268.23,29830.231,4.9605,5.2483,0.7,50.2478,51.3421,4.5103,3.7794,241053.11,61458.3,0.03305497564370219,-0.056861499364675994,-0.05475963069086276,-0.11214114832535871,0.0679856115107913,0.9807095197198916,-0.035060878434372444,0.9632104853361018,-0.0013283654624979269,0.965701182325294,-0.03715824747110963,0.9086874684377246,0.0047459190733671885,-0.9381780893959615,-0.8868777371780413,-0.051300352217920175,52.25362816535463,32.297042737896,45.45095094834783,5.989226316992344,1.1739010570580164,0.8971329611299252,0.27676809592809126,0.37167231432490283,0.049848433816099706,0.04850117884809704,0.0013472549680026656,0.0,0.8277111792584333,1.2575180008470987,0.7138735272902139,1.2575180008470987,30.562395833333333,0,0.7828343549545184,0.743868461693729,0.02492421690804969,0.06837318962613659,0.16200740990232387,0.2842707982485686
920128.BJ,2025-04-30,30.3,30.68,29.71,30.43,29.69,0.74,2.4924,10961.7,33216.455,5.2955,5.6027,0.84,51.5001,52.6218,4.6227,3.8736,247061.17,62990.1,0.02492421690804969,-0.050546021840873534,0.017045454545454586,-0.1205202312138729,0.09578682030968677,1.016026711185309,-0.05817610062893086,0.9855870445344129,-0.009146341463414753,0.9965286874508776,-0.03469423238022973,0.9300738129562369,0.004672610213210193,-0.8885042594690304,-0.8872030416362922,-0.0013012178327382884,50.787401014942034,36.894293434785645,42.59873177716043,25.485416750036066,1.1246250811194276,0.8823417279505694,0.24228335316885818,0.4856225999474363,0.031876437725928325,0.004272099901413046,0.00821557673348669,0.019388761091028585,0.8807525325615051,1.2888606522659891,0.7316662659293098,1.2888606522659891,30.460729166666667,0,0.9091464024535183,0.9154446532626964,0.03187643772592841,0.07788366743345376,0.22247781794281973,0.24581005586592175
920128.BJ,2025-05-06,31.72,31.72,30.46,31.4,30.43,0.97,3.1876,13050.28,40500.102,6.3045,6.6702,1.08,53.1418,54.2992,4.7701,3.9971,254936.6,64998.0,0.03187643772592841,0.026479241582216373,0.021138211382113692,-0.0626865671641792,0.13685734974656039,1.0427736450584484,-0.05212792747418782,1.0148674854557207,-0.008206180279523023,1.0318425290000328,-0.02905093885104426,0.9578768080941606,0.005819572788127614,-0.7621092907644602,-0.8621842914586642,0.10007500069420394,54.010301136023394,46.79492707731574,43.997463543878865,52.389854144189485,1.0787715971848049,0.8595086575922652,0.21926293959253965,0.6407436772705587,0.04012738853503178,-0.01019108280254778,0.0,0.029936305732484004,0.9295441089402012,1.3299449385853452,0.7549891800913681,1.3299449385853452,30.62291666666667,1,1.1199248113203177,1.15548260937718,0.0028662420382166154,0.018152866242038268,0.3130573248407642,0.18312101910828016
920128.BJ,2025-05-07,31.97,32.16,31.01,31.49,31.4,0.09,0.2866,12179.87,38440.667,5.884,6.2253,1.05,53.2941,54.4548,4.7837,4.0086,255667.31,65184.3,0.0028662420382166154,0.03927392739273916,-0.00943692985215483,-0.05633802816901401,0.1049122807017544,1.0375617792421745,-0.03558945027009863,1.0187641539954706,-0.009136079499919791,1.038006394831394,-0.02553642554284974,0.9591641960768387,0.006190875099605586,-0.6472197659565673,-0.8191913863537608,0.1719716203971935,52.86576113113072,56.138881273386176,48.04460278704797,72.32743824606258,1.0649588111241373,0.8618115921784988,0.20314721894563845,0.6802377523192329,0.03651953000952668,-0.015242934264845997,0.006033661479834796,0.015242934264845884,0.9548211036992117,1.3337568826768318,0.7571531618177445,1.3337568826768318,30.83010416666667,1,1.0333619985468299,1.0776098046976006,0.0034931724356939142,0.011432200698634487,0.1432200698634487,0.1679898380438236
920128.BJ,2025-05-08,31.46,31.69,31.0,31.6,31.49,0.11,0.3493,10069.47,31708.182,4.8645,5.1467,0.85,53.4803,54.645,4.8005,4.0226,256560.4,65412.0,0.0034931724356939142,0.09951287404314546,-0.04038870331005162,0.2028930338789494,0.08256252141144227,1.0219261367311299,0.009467223818229398,1.0267407479611397,-0.007065427797135038,1.0325616351070954,-0.010620069830595935,0.9613385726961593,0.007010395604844177,-0.5410586679373459,-0.7635648426658365,0.22250617472849055,50.74862040151247,63.214989303606814,53.10139829256758,83.44217132568528,1.050897597266879,0.8860327824799568,0.1648648147869222,0.6912767739349388,0.021835443037974724,0.004430379746835461,0.00284810126582278,0.014556962025316481,0.9581564584596727,1.2367906066536203,0.7597980283722048,1.3384159254553156,30.9803125,1,0.8906377284093009,0.9127512512015483,0.0037974683544304,0.025316455696202445,0.10759493670886067,0.1471518987341771
920128.BJ,2025-05-09,31.5,32.58,31.08,31.72,31.6,0.12,0.3797,13476.08,42753.432,6.5102,6.8879,1.19,53.6834,54.8525,4.8187,4.0379,257534.68,65660.4,0.0037974683544304,0.06837318962613659,0.007623888182973326,0.16918540361223733,0.07671418873048186,1.0125127681307455,0.03481535310827777,1.0298366936138437,-0.000746171814170915,1.02876787857166,0.0028785636455304076,0.9638847106370695,0.00719237302400999,-0.44214823217125954,-0.6992815205626303,0.25713328839137073,57.95052931863302,68.85618218382213,58.352992922985756,89.86256070549489,1.0373030090389845,0.9067701309357952,0.13053287810318934,0.7142251836762444,0.04728877679697352,0.00693568726355608,0.0271122320302648,0.01324085750315264,0.9617950272892662,1.2414872798434442,0.7626833373407068,1.3434985175772978,31.099687499999998,1,1.1279432985031153,1.145474713544192,0.03404791929382078,0.08764186633039106,0.10308953341740246,0.16393442622950838
920128.BJ,2025-05-12,32.0,32.97,31.65,32.8,31.72,1.08,3.4048,21561.74,70275.645,10.4163,11.0206,1.8,55.5112,56.7201,4.9828,4.1753,266303.2,67896.0,0.03404791929382078,0.07788366743345376,0.023400936037441422,0.12714776632302383,0.09369789929976657,1.0313816741085466,0.06183639398998331,1.0623137712138877,3.238866396748641e-05,1.0574505126055838,0.01578464762902798,0.995286549471001,0.007259038139241225,-0.27348470026819527,-0.6141221564991957,0.3406374562310004,58.859117697469614,78.03688974938542,64.91429186511898,104.28208551791832,1.0090685768236696,0.8822728865909649,0.1267956902327046,0.928478822189469,0.040243902439024405,0.02439024390243894,0.005182926829268345,0.010670731707317117,0.9945421467556095,1.1610619469026549,0.7886511180572252,1.3892418466751375,31.3284375,1,1.5327356241569212,1.5709107780581824,-0.025304878048780455,0.13414634146341475,0.19664634146341475,0.18932926829268304
920128.BJ,2025-05-13,33.38,33.38,31.75,31.97,32.8,-0.83,-2.5305,15400.27,50198.704,7.4397,7.8713,1.09,54.1065,55.2848,4.8567,4.0697,259564.43,66177.9,-0.025304878048780455,0.018152866242038268,0.045112781954887105,0.05755871650678124,0.04306688417618276,1.0016919413460335,0.05990967056323049,1.0308247888050557,0.0023917259211376773,1.0278090339173767,0.02214846702375861,0.9694537662232644,0.005994356458296268,-0.20441908843869427,-0.532181542883595,0.3277624544449007,50.7922528951659,76.19613308015256,68.67490560346351,91.23858803353068,1.0381989507546587,0.9076878180911345,0.13051113266352415,0.7073127004852262,0.05098529871754778,-0.04410384735689721,0.0,0.006881451360650575,0.9577591372079088,1.1316814159292035,0.7686943976917527,1.3540872511647606,31.4190625,1,1.0593489135604326,1.0754869500000916,-0.003753518923991117,0.28964654363465736,0.22927744760713153,0.2033156083828589
920128.BJ,2025-05-14,31.82,32.39,31.38,31.85,31.97,-0.12,-0.3754,10241.7,32554.83,4.9477,5.2347,0.7,53.9034,55.0773,4.8384,4.0544,258590.15,65929.5,-0.003753518923991117,0.011432200698634487,0.051155115511551275,0.05080831408775999,0.08333333333333348,0.9956858822058272,0.05397034596375616,1.0218486316532451,0.008379165318666892,1.0214226156115709,0.027853775917196844,0.9646204867017653,0.005711123746090951,-0.15754883250660257,-0.4572550008056358,0.29970616829903324,44.77756225639664,74.18923487333404,70.51301536008702,81.54167389982808,1.044217542978735,0.9138358322174972,0.13038171076123775,0.6608608452208438,0.031711145996860333,0.000941915227629549,0.016954474097331213,0.013814756671899568,0.9541641701617735,1.1274336283185842,0.7658090887232507,1.3490046590427787,31.502604166666668,1,0.7238026235186064,0.7155197265499882,0.017268445839874413,0.13029827315541587,0.24081632653061225,0.2499215070643641
920128.BJ,2025-05-15,31.85,32.45,31.5,32.4,31.85,0.55,1.7268,13507.26,43458.964,6.5252,6.9038,0.95,54.8342,56.0284,4.922,4.1244,263055.6,67068.0,0.017268445839874413,0.025316455696202445,0.12734864300626314,0.054344288968434684,0.11340206185566992,1.007838745800672,0.039648146950391094,1.0274298398604726,0.024628781232738373,1.036286002142937,0.02163151273547137,0.9796461381079324,0.0061554062618836,-0.07516635521920279,-0.3808372716862599,0.30567091646705713,54.87288054213948,73.89182409058144,71.6392849369185,78.3969023979073,1.0308280632376452,0.8991410725648241,0.13168699067282102,0.7658989447892642,0.029320987654321076,0.01697530864197522,0.0015432098765433416,0.010802469135802514,0.9706411024565607,1.1469026548672565,0.7790334214955518,1.372299872935197,31.59979166666667,1,0.9103516044916196,0.9082652962805479,0.06481481481481488,0.08024691358024705,0.3851851851851853,0.23209876543209895
920128.BJ,2025-05-16,32.45,34.99,32.13,34.5,32.4,2.1,6.4815,42991.55,145936.805,20.7689,21.9737,2.9,58.3883,59.6599,5.241,4.3917,280105.5,71415.0,0.06481481481481488,0.08764186633039106,0.16200740990232387,0.0983763132760267,0.17787640833048823,1.054916829745597,0.04392236976506614,1.0775862068965518,0.03944677120872697,1.0980267345639718,0.019038043654525882,1.040410132689988,0.007642402418827965,0.15772338937545172,-0.2731251394715617,0.4308485288470134,61.166817815555675,78.98895698078259,74.08917561820653,88.78851970593473,0.9854640690400629,0.8359852063222564,0.14947886271780655,1.0972440542937296,0.08289855072463767,0.05942028985507238,0.014202898550724695,0.009275362318840588,0.9859959988568162,1.2212389380530972,0.8295263284443375,1.4612452350698857,32.075208333333336,1,2.0728305348799623,2.13093125738023,0.07826086956521738,0.014202898550724763,0.10521739130434793,0.1507246376811595
920128.BJ,2025-05-19,34.6,37.86,33.88,37.2,34.5,2.7,7.8261,64023.76,231126.698,30.9294,32.7236,3.09,62.9578,64.3289,5.6512,4.7354,302026.8,77004.0,0.07826086956521738,0.13414634146341475,0.22247781794281973,0.24331550802139046,0.2504201680672269,1.107670319199619,0.05603421168479983,1.1378582571192613,0.05884829641145228,1.1704002013591746,0.024695338190728,1.1176485315840867,0.009978152246474803,0.5537345808349343,-0.10775319540736883,0.6614877762423031,77.06797618431479,82.78564085872436,76.98799736504581,94.38092784608145,0.9500202765116212,0.758796927789454,0.1912233487221672,1.2613683082284999,0.10698924731182786,0.0698924731182796,0.017741935483870874,0.01935483870967739,0.9825673534072901,1.3168141592920355,0.8944457802356336,1.5756035578144856,32.99822916666667,1,2.190126278234105,2.2962221280247377,0.10833333333333317,0.05510752688172027,0.019086021505376083,0.01693548387096766
920128.BJ,2025-05-20,36.77,43.98,35.1,41.23,37.2,4.03,10.8333,101355.87,407267.915,48.9642,51.8047,3.47,69.7782,71.2979,6.2634,5.2484,334746.37,85346.1,0.10833333333333317,0.28964654363465736,0.3130573248407642,0.3408130081300813,0.3743333333333332,1.1635060390563268,0.11028950996365472,1.2243140515500652,0.08583220481073073,1.2761545128141636,0.03867545410705664,1.2318003465652199,0.014979986253184085,1.1791161289635639,0.1496206694704205,1.0294954594931434,84.26332214439718,81.4616136595878,78.47920279655982,87.42643538564377,0.9165691381367596,0.6506392053024838,0.2659299328342758,1.31373249583227,0.21537715255881631,0.10817365995634233,0.06669900557846228,0.04050448702401169,0.9374715779899955,1.4594690265486725,0.9374715779899955,1.7462939432443878,34.439479166666665,1,2.1832631584661284,2.366886624807531,-0.12684938151831182,-0.04681057482415718,-0.09895707009459132,-0.10016977928692694
