ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps_ttm,total_mv,circ_mv,mom_1d,mom_5d,mom_10d,mom_20d,mom_60d,ma_5_ratio,ma_5_slope,ma_10_ratio,ma_10_slope,ma_20_ratio,ma_20_slope,ma_60_ratio,ma_60_slope,macd,macd_signal,macd_hist,rsi_14,kdj_k,kdj_d,kdj_j,boll_upper,boll_lower,boll_width,boll_position,amplitude,body_ratio,upper_shadow,lower_shadow,close_to_high_20d,close_to_low_20d,close_to_high_60d,close_to_low_60d,bbi,bbi_bull,vol_ma5_ratio,amt_ma5_ratio,fwd_ret_1d,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d
920509.BJ,2023-01-17,13.22,13.39,13.01,13.37,13.21,0.16,1.2112,471.32,621.411,0.0874,0.1286,2.4,34.6035,30.4122,4.5037,8.5405,145396.2284,72094.4681,0.012112036336108911,-0.013284132841328566,-0.008160237388724179,,,0.9989539748953974,-0.011813349084465408,0.9930184194890078,,,,,,-0.025192072961909062,-0.010093439624140168,-0.015098633337768895,,21.63131379063246,11.081833670355675,42.730274031186035,,,,,0.028421839940164607,0.01121914734480169,0.0014958863126403404,0.015706806282722578,,,,,,0,1.8167941285308993,1.7975513930342786,0.0007479431563202077,0.03365744203440557,0.012715033657441976,-0.005983545250560995
920509.BJ,2023-01-18,13.45,13.45,13.1,13.38,13.37,0.01,0.0748,157.48,210.527,0.0292,0.043,0.61,34.6294,30.435,4.5071,8.5469,145504.9765,72148.3906,0.0007479431563202077,-0.013274336283185861,-0.008888888888888835,,,1.0023973629008092,-0.015343759221009279,0.9946476360392505,,,,,,-0.02430187369862402,-0.013144815384622173,-0.011157058314001848,,31.38896295559443,19.517102758070234,55.13268335064283,,,,,0.026158445440956624,-0.0052316890881912185,0.0,0.020926756352765405,,,,,,0,0.5597895634864212,0.561694418727505,0.0,0.023168908819132916,0.008221225710014934,0.03139013452914807
920509.BJ,2023-01-19,13.34,13.38,13.15,13.38,13.38,0.0,0.0,219.75,293.096,0.0408,0.06,0.78,34.6294,30.435,4.5071,8.5469,145504.9765,72148.3906,0.0,-0.014001473839351464,-0.012546125461254554,,,1.0052592036063108,-0.018436578171091234,0.995906215109788,,,,,,-0.023319303488042564,-0.015298090559960547,-0.008021212928082017,,38.27755986230942,26.71898439524262,61.39471079644301,,,,,0.01718983557548583,0.0029895366218236864,0.0,0.014200298953662144,,,,,,0,0.7484265162661435,0.7505805490708655,0.01195814648729443,0.012705530642750373,0.00523168908819116,0.017937219730941534
920509.BJ,2023-01-20,13.14,13.58,13.14,13.54,13.38,0.16,1.1958,490.52,656.745,0.091,0.1338,1.67,35.0435,30.7989,4.561,8.6491,147244.9464,73011.1517,0.01195814648729443,0.024981074943224657,0.0007390983000739038,,,1.0122607655502391,-0.00889152341434507,1.0077403989282523,,,,,,-0.013007980151668264,-0.014818997753858365,0.0018110176021901014,53.333325037038264,50.11297749313468,35.26746608364528,79.80400031211347,,,,,0.03249630723781385,0.02954209748892161,0.0029542097488922396,0.0,,,,,,0,1.6000052189683407,1.609564969325514,0.002954209748892156,0.0007385524372232055,-0.013293943870014702,-0.01698670605612984
920509.BJ,2023-01-30,13.8,13.8,13.37,13.58,13.54,0.04,0.2954,206.21,278.901,0.0382,0.0563,0.67,35.1471,30.8899,4.5745,8.6746,147679.9388,73226.8419,0.002954209748892156,0.028009084027251996,-0.0007358351729211954,,,1.0096654275092938,0.002235469448583993,1.0107927056196502,-0.0029684601113173503,,,,,-0.0026920590406351863,-0.01230516228884251,0.009613103248207324,55.31914069714923,57.91597551106243,43.28629239378958,87.17534174560814,,,,,0.03166421207658332,-0.01620029455081006,0.0,0.015463917525773259,,,,,,0,0.6672253572168153,0.6767207911951395,0.01767304860088359,-0.0022091310751104487,-0.005154639175257714,-0.02356406480117823
920509.BJ,2023-01-31,13.55,13.98,13.3,13.82,13.58,0.24,1.7673,1872.58,2581.228,0.3473,0.5109,6.06,35.7682,31.4358,4.6553,8.8279,150289.8935,74520.9834,0.01767304860088359,0.03365744203440557,0.019926199261992572,,,1.020679468242245,0.011655708308428103,1.026593373941465,-0.00014854426619126393,,,,,0.019725355193452643,-0.0057135205725249326,0.025438875765977576,63.79309574910914,66.79203147782577,51.43967088336724,97.49675266674282,,,,,0.049204052098408085,0.019536903039073773,0.011577424023154858,0.01808972503617945,,,,,,0,3.177591344424308,3.2100857182582154,-0.00940665701881338,-0.02026049204052105,-0.02315484804630974,-0.0354558610709117
920509.BJ,2023-02-01,13.83,13.97,13.61,13.69,13.82,-0.13,-0.9407,624.29,858.844,0.1158,0.1703,1.06,35.4318,31.1401,4.6115,8.7449,148876.1681,73819.9901,-0.00940665701881338,0.023168908819132916,0.009587020648967437,,,1.006469636818115,0.019029068025172347,1.0159554730983302,0.0017097829319059343,,,,,0.028531976800309167,0.0012933598217042877,0.027238616978604878,55.64515500780504,67.92519450974099,57.081605081512265,89.61237336619843,,,,,0.026296566837107467,-0.010226442658875134,0.010226442658875134,0.0058436815193572,,,,,,0,0.9144828394392607,0.9197667758878378,-0.010226442658874957,-0.014609203798392922,-0.014609203798392922,-0.019722425127830512
920509.BJ,2023-02-02,13.55,13.74,13.5,13.55,13.69,-0.14,-1.0226,478.5,649.291,0.0887,0.1305,0.7,35.0694,30.8217,4.5644,8.6555,147353.6945,73065.0742,-0.010226442658874957,0.012705530642750373,-0.0014738393515106862,,,0.9936931651510706,0.024492862509391422,1.0057151339716468,0.0028284331968742027,,,,,0.026099179747154366,0.006345535716706878,0.01975364403044749,50.73528889489678,63.76807299907468,59.34976101466833,72.60469696788738,,,,,0.01771217712177123,0.0,0.014022140221402177,0.003690036900369056,,,,,,0,0.6515345442662238,0.6460595393958499,0.0,-0.0073800738007381295,-0.012546125461254554,0.002952029520295163
920509.BJ,2023-02-03,13.64,13.64,13.41,13.55,13.55,0.0,0.0,203.56,274.386,0.0378,0.0555,0.28,35.0694,30.8217,4.5644,8.6555,147353.6945,73065.0742,0.0,0.0007385524372232055,0.025738077214231714,,,0.9935474409737499,0.019587320574162792,1.0031835344636115,0.0052843108067874844,,,,,0.023912102282960035,0.009910221567134074,0.01400188071582596,48.46153324260414,61.03717756914132,59.91881200939175,63.273908688640475,,,,,0.016974169741697447,-0.006642066420664196,0.0,0.010332103321033253,,,,,,0,0.3006670329735255,0.2955057994895157,0.0,-0.014022140221402357,-0.01623616236162362,-0.0007380073800739018
920509.BJ,2023-02-06,13.6,13.6,13.41,13.55,13.55,0.0,0.0,199.07,269.568,0.0369,0.0543,0.29,35.0694,30.8217,4.5644,8.6555,147353.6945,73065.0742,0.0,-0.0022091310751104487,0.025738077214231714,,,0.9939847417840375,0.013531598513011334,1.0006646481057528,0.007889839970227186,1.0031092685815812,,,,0.021937864929222783,0.012343807575980914,0.00959405735324187,49.99999444444506,57.711272158662425,59.17724991638405,54.77931664321916,1.0180342267947604,0.9757665112126198,0.042267715582140555,0.5733332883146266,0.014022140221402177,-0.0036900369003689247,0.0,0.010332103321033253,0.969241773962804,1.0415065334358187,,,,0,0.29465660153937245,0.29090174490543164,-0.0007380073800739018,-0.002952029520295274,-0.021402214022140265,0.10553505535055341
920509.BJ,2023-02-07,13.39,13.57,13.39,13.54,13.55,-0.01,-0.0738,344.77,463.923,0.0639,0.0941,0.51,35.0435,30.7989,4.561,8.6491,147244.9464,73011.1517,-0.0007380073800739018,-0.02026049204052105,0.012715033657441976,0.004451038575667532,,0.997348261638185,0.0026587887740028293,0.998672370556129,0.0071311840736889565,1.0021463992302568,,,,0.01948798788330386,0.013785945007504722,0.005702042875799137,49.20634373897762,54.32982245316652,57.553095481170445,47.88327639715868,1.0190092930093844,0.976707102854722,0.042302190154662446,0.5506309875078866,0.01329394387001475,0.011078286558345538,0.002215657311669213,0.0,0.9685264663805435,1.0407378939277478,,,,0,0.9317151211497197,0.9219411513140636,-0.0036927621861151394,-0.002954209748892156,-0.01846381093057603,0.0553914327917282
920509.BJ,2023-02-08,13.67,13.67,13.45,13.49,13.54,-0.05,-0.3693,171.88,232.176,0.0319,0.0469,0.46,34.9141,30.6852,4.5441,8.6171,146701.2058,72741.5388,-0.0036927621861151394,-0.014609203798392922,0.008221225710014934,-0.0007407407407407085,,0.9966016548463356,-0.004852227613586169,0.9941779055199352,0.006975881261595429,0.9984826616335444,,,,0.014005246367663204,0.013830131316953202,0.00017511505071000216,46.92307186982302,50.09426149834569,55.0582714988017,40.166241497433646,1.022757715674881,0.9802815726868682,0.04247614298801286,0.46422357544498133,0.016308376575240965,-0.013343217197924367,0.0,0.002965159377316599,0.9649499284692418,1.0368946963873944,,,,0,0.614832090886978,0.6144354866027573,-0.002965159377316562,0.0,0.022979985174203188,0.05040770941438111
920509.BJ,2023-02-09,13.3,13.56,13.3,13.45,13.49,-0.04,-0.2965,272.14,366.647,0.0505,0.0742,0.97,34.8106,30.5942,4.5307,8.5916,146266.2133,72525.8486,-0.002965159377316562,-0.0073800738007381295,0.00523168908819116,-0.0073800738007381295,,0.9951168984906776,-0.008800234672924678,0.9907189157336477,0.00764491946856638,0.9958905631039208,,,,0.00686956792484672,0.012429752259627372,-0.005560184334780652,62.24488906705658,40.72772543311166,50.270489151531436,21.642197996272103,1.0254712889535496,0.9827814991505395,0.04268978980301006,0.4033400171102598,0.019330855018587344,0.011152416356877219,0.008178438661710127,0.0,0.9620886981402003,1.0338201383551113,,,,0,1.1420825569488509,1.1409939627808552,-0.006691449814126393,-0.00520446096654259,0.01263940520446094,0.13977695167286242
920509.BJ,2023-02-10,13.56,13.56,13.34,13.36,13.45,-0.09,-0.6691,164.89,222.165,0.0306,0.045,0.69,34.5777,30.3895,4.5004,8.5341,145287.4803,72040.5455,-0.006691449814126393,-0.014022140221402357,-0.013293943870014702,-0.012564671101256475,,0.9912449918385516,-0.011731925502273088,0.9853960761174213,0.0037758199452138097,0.9898495962065644,,,,-0.00494086005039307,0.008939145875027761,-0.013880005925420831,57.00933833522669,30.07677796663389,43.52898856756767,3.1723567647663202,1.0322617921658856,0.9882471898700425,0.04401460229584328,0.26702070033702585,0.016467065868263523,-0.0149700598802396,0.0,0.0014970059880239203,0.9556509298998569,1.026902382782475,,,13.491249999999999,0,0.7152027759705052,0.7145963374223776,0.011227544910179743,-0.002245508982035904,-0.0037425149700598404,0.1347305389221558
920509.BJ,2023-02-13,13.56,13.72,13.44,13.51,13.36,0.15,1.1228,552.5,746.86,0.1025,0.1507,2.4,34.9659,30.7307,4.5509,8.6299,146918.702,72849.384,0.011227544910179743,-0.002952029520295274,-0.005154639175257714,-0.005886681383370118,,1.0029695619896066,-0.0118838028169016,0.9969743930337246,0.0007384978952809096,1.0012599125472468,-0.0011104530648504696,,,-0.0036411384476267017,0.006413547569868488,-0.01005468601749519,56.60376610893657,30.499375268212837,39.18137148037172,13.135382843895059,1.0202701653720643,0.9772131802978099,0.043056985074254366,0.5292246837804527,0.020725388601036353,-0.003700962250185101,0.011843079200592164,0.005181347150259088,0.9663805436337625,1.0384319754035358,,,13.494270833333333,1,1.8341101329190403,1.8379531945283205,-0.0007401924500369805,-0.01850481125092529,-0.01850481125092529,0.12435233160621761
920509.BJ,2023-02-14,13.62,13.62,13.35,13.5,13.51,-0.01,-0.074,336.25,453.181,0.0624,0.0917,1.12,34.94,30.7079,4.5475,8.6235,146809.9539,72795.4614,-0.0007401924500369805,-0.002954209748892156,-0.02315484804630974,-0.0036900369003690647,,1.002822760362502,-0.0083971714790807,0.9985945706043347,-0.002876530461720095,1.000704199251325,-0.0015172822144917664,,,-0.0032888648727098513,0.0044671825540477696,-0.007756047426757621,55.660370007120896,35.487807022528926,37.949349693170355,30.56472168124607,1.020751412199308,0.9778411803932847,0.042910231806023304,0.5163994294965978,0.01999999999999997,-0.008888888888888832,0.0,0.011111111111111138,0.9656652360515021,1.037663335895465,,,13.495520833333332,1,1.1225845652551314,1.1211640209022236,-0.0007407407407407085,-0.015555555555555656,-0.0125925925925926,0.16518518518518532
920509.BJ,2023-02-15,13.53,13.53,13.36,13.49,13.5,-0.01,-0.0741,244.16,327.114,0.0453,0.0666,0.82,34.9141,30.6852,4.5441,8.6171,146701.2058,72741.5388,-0.0007407407407407085,0.0,-0.014609203798392922,-0.005162241887905594,,1.0020799286881592,-0.005466903073286122,0.999333283946959,-0.005158817893728296,1.0002224364202565,-0.0017393878834979226,,,-0.0036847839145153216,0.002832837656846387,-0.006517621571361709,55.14017970128487,38.73936949238767,38.2128084706504,39.7924915358622,1.021111474115807,0.9784437519775957,0.042667722138211205,0.5052120565065511,0.012601927353595251,-0.0029651593773164673,0.0,0.009636767976278783,0.9649499284692418,1.0368946963873944,,,13.501770833333333,0,0.7776093353886137,0.7729657409590981,-0.008154188287620379,0.022979985174203188,-0.005189028910303928,0.194959229058562
920509.BJ,2023-02-16,13.53,13.53,13.35,13.38,13.49,-0.11,-0.8154,429.34,575.389,0.0796,0.1171,1.37,34.6294,30.435,4.5071,8.5469,145504.9765,72148.3906,-0.008154188287620379,-0.00520446096654259,-0.012546125461254554,-0.014001473839351464,,0.9949434860202262,-0.005031074282332182,0.9924343569203383,-0.0069239835002945505,0.9927657206455203,-0.0020732294250488392,,,-0.011816058855874445,-0.00010261964589884255,-0.011713439209975602,42.15685695886286,32.17347797453653,36.19909272324114,24.12224847712733,1.028871427042807,0.9857025639885831,0.043168863054223836,0.3311978762546045,0.013452914798206256,-0.011210762331838459,0.0,0.002242152466367798,0.9570815450643777,1.0284396617986165,,,13.475625,0,1.2429218245191471,1.2375505923537098,-0.0037369207772796065,0.017937219730941534,0.015695067264573925,0.20553064275037358
920509.BJ,2023-02-17,13.23,13.44,13.23,13.33,13.38,-0.05,-0.3737,261.79,348.123,0.0485,0.0714,0.76,34.5,30.3212,4.4903,8.5149,144961.236,71878.7778,-0.0037369207772796065,-0.002245508982035904,-0.01623616236162362,0.009084027252081794,,0.9916679065615237,-0.0026710194390859865,0.9903417533432393,-0.0072282047499633295,0.9886157155041349,-0.0010002222716161135,,,-0.021627260730653575,-0.0044142197408384275,-0.017213040989815145,37.86407252332996,28.250919848863195,33.549170493407956,17.654418559773674,1.031752301298312,0.9912784563911099,0.04047384490720227,0.21548591361240566,0.015753938484621085,0.00750187546886719,0.008252063015753895,0.0,0.9535050071530758,1.024596464258263,,,13.446250000000001,0,0.7176103594219425,0.7102617369067278,-0.005251312828207122,-0.0015003750937734317,0.015753938484621033,0.22280570142535638
920509.BJ,2023-02-20,13.33,13.33,13.24,13.26,13.33,-0.07,-0.5251,475.46,630.27,0.0882,0.1297,1.3,34.3189,30.162,4.4667,8.4702,144199.9992,71501.3199,-0.005251312828207122,-0.01850481125092529,-0.021402214022140265,0.0037850113550339515,,0.9901433691756273,-0.005790645879732659,0.9872682599955327,-0.008855435023245373,0.983241880468634,-0.0005187875194545555,,,-0.0341195823530942,-0.010362656070793572,-0.023756926282300632,17.441857625744134,20.873776842643576,29.323474481865002,3.974381564200719,1.0366387559482941,0.9974487251980108,0.03919003075028324,0.06510009571441029,0.006787330316742071,-0.005279034690799418,0.0,0.0015082956259426527,0.9484978540772532,1.019215987701768,,,13.413854166666667,0,1.3607899255867202,1.3501482598903118,0.002262443438914019,0.0,0.12971342383107087,0.2224736048265461
920509.BJ,2023-02-21,13.28,13.4,13.26,13.29,13.26,0.03,0.2262,174.34,231.967,0.0323,0.0476,0.5,34.3965,30.2302,4.4768,8.4894,144526.2435,71663.0876,0.002262443438914019,-0.015555555555555656,-0.01846381093057603,-0.005983545250560995,,0.995505617977528,-0.008319714752637042,0.9913471579889601,-0.008358606405799218,0.9857587894971073,-0.0006300730143435906,,,-0.041287024749218304,-0.016553661080866824,-0.02473336366835148,23.684206163435675,17.997227483870503,25.547722378275747,2.896237695060016,1.034734945316025,0.9941589598758485,0.04057598544017661,0.14395312775450358,0.010534236267870622,0.0007524454477050254,0.008276899924755547,0.0015048908954100508,0.9506437768240342,1.0145038167938931,,,13.388958333333333,0,0.5499372275391303,0.5489399927965042,0.038374717832957206,0.003009781790820343,0.07524454477050413,0.2257336343115124
920509.BJ,2023-02-22,13.59,14.24,13.53,13.8,13.29,0.51,3.8375,2789.93,3857.078,0.5174,0.7612,8.8,35.7165,26.2544,4.5049,7.862,150072.3973,74413.1383,0.038374717832957206,0.022979985174203188,0.022979985174203188,0.03139013452914807,,1.0289293170295257,-0.00371415837171285,1.0270149586961375,-0.004592932809837746,1.0219951121972894,0.0011863275747014956,,,-0.008868397179170984,-0.015015389556264233,0.006146992377093249,61.06193933745882,30.810793824518598,27.302183747629055,37.82801397829768,1.0002102708908474,0.956746250848283,0.04346402004256421,0.9951621683458325,0.0514492753623189,0.015217391304347887,0.03188405797101446,0.004347826086956557,0.9691011235955056,1.0502283105022832,,,13.448229166666668,1,3.3769360375321362,3.4176823071130835,-0.013043478260869712,-0.02753623188405807,0.02681159420289858,0.14492753623188404
920509.BJ,2023-02-23,13.94,13.94,13.55,13.62,13.8,-0.18,-1.3043,1044.34,1427.243,0.1937,0.2849,1.26,35.2506,25.9119,4.4461,7.7595,148114.9313,73442.5322,-0.013043478260869712,0.017937219730941534,0.01263940520446094,0.017937219730941534,,1.011887072808321,0.0008923259964306318,1.0123383380407314,-0.0020768431983385627,1.0077691453940065,0.0027824151363382565,,,0.0032437118489543337,-0.011361253191142241,0.014604965040096575,52.67175009614878,33.411919227721356,29.33884289702957,41.55807188910493,1.0141983553263998,0.9703831424709574,0.04381521285544237,0.6759491761563425,0.02863436123348009,-0.02349486049926581,0.0,0.005139500734214281,0.9564606741573033,1.0365296803652968,,,13.489583333333332,1,1.1002642302975647,1.0987783695611841,-0.022760646108663685,-0.0022026431718060735,0.12555066079295152,0.15491923641703398
920509.BJ,2023-02-24,13.56,13.67,13.29,13.31,13.62,-0.31,-2.2761,1335.46,1786.534,0.2477,0.3644,1.41,34.4483,25.3222,4.3449,7.5829,144743.7397,71770.9327,-0.022760646108663685,-0.0015003750937734317,-0.0037425149700598404,-0.01698670605612984,,0.9891498216409037,0.0010415116798097035,0.9896646590824596,-0.0008172362555718404,0.985670381752879,0.0014832943968554613,,,-0.010407109218977695,-0.01117032758592611,0.0007632183669484156,42.59258891175159,24.914652478845124,27.864073821638918,19.01580979325753,1.0379604772024065,0.9911154055924843,0.046845071609922226,0.18965910307500025,0.02854996243426001,-0.018782870022539443,0.008264462809917312,0.0015026296018032569,0.9346910112359551,1.0060468631897204,,,13.485625000000002,0,1.1473950645498865,1.126001059864174,-0.0037565740045079066,0.01728024042073617,0.13899323816679177,0.1510142749812171
920509.BJ,2023-02-27,13.53,13.53,13.18,13.26,13.31,-0.05,-0.3757,545.0,723.673,0.1011,0.1487,0.47,34.3189,25.227,4.3286,7.5544,144199.9992,71501.3199,-0.0037565740045079066,0.0,-0.01850481125092529,-0.02356406480117823,,0.9854340071343639,0.004778972520907976,0.987783075089392,-0.0005211823393641568,0.9831325301204819,0.0001112264570666266,,,-0.02470497769700586,-0.013878356115018968,-0.01082662158198689,41.56626155465268,19.12538966943619,24.95112783363357,7.473913341041424,1.0418675096159993,0.9924462158741969,0.04942129374180238,0.15284472417900893,0.026395173453996956,-0.020361990950226214,0.0,0.0060331825037707445,0.9311797752808989,1.0060698027314112,,,13.432604166666666,0,0.46272161818419555,0.4508026230627441,0.005279034690799378,0.12971342383107087,0.145550527903469,0.15384615384615397
920509.BJ,2023-02-28,13.32,13.45,13.3,13.33,13.26,0.07,0.5279,208.15,277.801,0.0386,0.0568,0.18,34.5,25.3602,4.3514,7.5943,144961.236,71878.7778,0.005279034690799378,0.003009781790820343,-0.0125925925925926,-0.0354558610709117,,0.9900475341651813,0.008539325842696455,0.9942567315581413,7.459346561233815e-05,0.990121072569264,-0.0014092864560154572,,,-0.030340590545707258,-0.0171718718081058,-0.013168718737601458,45.23809146825429,17.46722141031335,22.456463086887506,7.488738057165037,1.0320772552851758,0.9878777334620109,0.04419952182316482,0.2742623863837281,0.011252813203300719,0.0007501875468867057,0.009002250562640602,0.0015003750937734113,0.9360955056179775,1.0113808801213962,,,13.410208333333333,0,0.1757168809768221,0.172069919350413,0.006751687921980443,0.07201800450112517,0.18004501125281314,0.15753938484621144
920509.BJ,2023-03-01,13.28,13.42,13.24,13.42,13.33,0.09,0.6752,1115.51,1483.429,0.2069,0.3043,0.94,34.733,25.5314,4.3808,7.6455,145939.969,72364.0809,0.006751687921980443,-0.02753623188405807,-0.005189028910303928,-0.019722425127830512,,1.002390200179265,-0.001789442290486165,1.001492537313433,-0.0027535908312867896,0.9978066099111491,-0.003962082500185149,,,-0.027602873986342757,-0.01925861399299775,-0.008344259993345007,49.13294400080224,19.191997505970196,21.368299380932665,14.839393756045261,1.0226807785857364,0.9817156446631461,0.04096513392259021,0.446339441702113,0.013412816691505194,0.010432190760059655,0.0,0.0029806259314455403,0.9424157303370786,1.0182094081942337,,,13.423333333333332,0,1.3128404174689179,1.3015549214905908,0.012667660208643738,0.05588673621460516,0.20119225037257826,0.15424739195230996
920509.BJ,2023-03-02,13.43,13.62,13.32,13.59,13.42,0.17,1.2668,1044.38,1411.638,0.1937,0.2849,1.23,35.1729,25.8549,4.4363,7.7424,147788.6869,73280.7645,0.012667660208643738,-0.0022026431718060735,0.015695067264573925,0.002952029520295163,,1.0155432670751756,-0.005794947994056443,1.0125922062439463,-0.0024528021406273748,1.0102962494889047,-0.00469848316685173,,,-0.012250682692428683,-0.017856736574335258,0.005606053881906575,56.35358680138003,25.687780519479414,22.808133935988977,31.447073686460286,1.0103026466968696,0.9693147190132112,0.040987927683658366,0.7486419092162527,0.02207505518763789,0.01177336276674026,0.00220750551876375,0.00809418690213388,0.9543539325842696,1.0311077389984826,,,13.444479166666666,1,1.2291161586442274,1.241966716962208,-0.003679175864606421,0.1280353200883002,0.1869021339220014,0.14422369389256806
