ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
300346.SZ,20260709,173.3105,159.0631,5541696.0242,5259727.82
300346.SZ,20260708,160.2333,147.061,5123546.0997,4862853.87
300346.SZ,20260707,167.0853,153.3497,5342642.837,5070802.7
300346.SZ,20260706,168.0364,154.2226,5373053.7406,5099666.26
300346.SZ,20260703,173.3105,159.0631,5541696.0242,5259727.82
300346.SZ,20260702,191.8779,176.1042,6135399.8013,5823223.23
300346.SZ,20260701,191.8131,176.0447,6133326.3306,5821255.26
300346.SZ,20260630,200.2646,183.8014,6403568.6785,6077747.35
300346.SZ,20260629,194.5366,178.5443,6220412.1,5903910.0
300346.SZ,20260626,168.8577,154.9764,5399317.7028,5124593.88
300346.SZ,20260625,161.5086,148.2314,5164324.3568,4901557.28
300346.SZ,20260624,166.4368,152.7546,5321908.13,5051123.0
300346.SZ,20260623,154.3972,141.7046,4936933.7367,4685736.57
300346.SZ,20260622,153.0354,140.4548,4893390.852,4644409.2
300346.SZ,20260618,140.2825,128.7503,4485608.281,4257375.1
300346.SZ,20260617,141.2119,129.6033,4515328.0277,4285582.67
300346.SZ,20260616,136.8457,125.596,4375714.3339,4153072.69
300346.SZ,20260615,133.2143,122.2632,4259599.9747,4042866.37
300346.SZ,20260612,128.3725,117.8194,4104780.8291,3895924.61
300346.SZ,20260611,144.1948,132.341,4610707.6999,4376109.5635
300346.SZ,20260610,133.4089,122.4417,4265820.4053,4048770.5331
300346.SZ,20260609,135.5488,124.4057,4334244.9387,4113713.5471
300346.SZ,20260608,123.6172,113.455,3952726.3283,3751607.0445
300346.SZ,20260605,123.2713,113.1376,3941667.8178,3741111.2038
300346.SZ,20260604,113.6742,104.3294,3634794.1529,3449851.6256
300346.SZ,20260603,109.8483,100.818,3512459.381,3333741.3884
300346.SZ,20260602,106.6709,97.9018,3410859.3163,3237310.8523
300346.SZ,20260601,106.5844,97.8224,3408094.6887,3234686.8922
300346.SZ,20260529,111.4046,102.2464,3562222.6781,3380972.6713
300346.SZ,20260528,125.1735,114.8833,4002489.6253,3798838.3274
300346.SZ,20260527,121.5205,111.5307,3885684.1087,3687976.0105
300346.SZ,20260526,128.5671,117.9979,4111001.259,3901828.7639
300346.SZ,20260525,131.8526,121.0133,4216057.1083,4001539.2501
300346.SZ,20260522,122.4067,112.344,3914021.5417,3714871.6022
300346.SZ,20260521,120.5262,110.6181,3853890.8911,3657800.4686
300346.SZ,20260520,129.6478,118.9898,4145559.1042,3934628.2659
300346.SZ,20260519,125.2383,114.9428,4004563.096,3800806.2976
300346.SZ,20260518,122.6445,112.5623,3921624.2676,3722087.4926
300346.SZ,20260515,122.2122,112.1655,3907801.1296,3708967.6918
300346.SZ,20260514,119.9642,110.1023,3835920.8117,3640744.7276
300346.SZ,20260513,124.6115,114.3675,3984519.5458,3781782.5864
300346.SZ,20260512,120.0507,110.1817,3838685.4393,3643368.6877
300346.SZ,20260511,122.1906,112.1456,3907109.9727,3708311.7018
300346.SZ,20260508,116.9813,107.3646,3740541.159,3550218.1019
300346.SZ,20260507,120.6559,110.7371,3858037.8325,3661736.4089
300346.SZ,20260506,116.8732,107.2654,3737085.3745,3546938.1517
300346.SZ,20260430,111.3614,102.2067,3560840.3643,3379660.6912
300346.SZ,20260429,109.7619,100.7387,3509694.7534,3331117.4282
300346.SZ,20260428,110.0212,100.9767,3517988.6363,3338989.3087
300346.SZ,20260427,111.8153,102.6233,3575354.6592,3393436.4821
300346.SZ,20260424,115.7925,106.2735,3702527.5294,3514138.6496
300346.SZ,20260423,113.177,113.177,3618897.5441,3434763.8547
300346.SZ,20260422,111.2749,111.2749,3558075.7366,3377036.7311
300346.SZ,20260421,110.7778,110.7778,3542179.1279,3361948.9601
300346.SZ,20260420,109.3512,109.3512,3496562.7723,3318653.6174
300346.SZ,20260417,106.9951,106.9951,3421226.6699,3247150.703
300346.SZ,20260416,103.8393,103.8393,3320317.762,3151376.157
300346.SZ,20260415,102.3046,102.3046,3271245.6219,3104800.8641
300346.SZ,20260414,105.2227,105.2227,3364551.8038,3193359.5196
