ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
688072.SH,20260626,253.8034,143.0436,23520057.6,23520057.6
688072.SH,20260625,251.0579,141.4962,23265633.9,23265633.9
688072.SH,20260624,250.1427,140.9804,23180826.0,23180826.0
688072.SH,20260623,234.8901,132.3841,21767361.0,21767361.0
688072.SH,20260622,228.182,128.6034,21145719.093,21145719.093
688072.SH,20260618,223.9082,126.1947,20749666.2,20749666.2
688072.SH,20260617,225.7386,127.2263,20919282.0,20919282.0
688072.SH,20260616,200.0532,112.75,18539006.94,18539006.94
688072.SH,20260615,204.2903,115.138,18931667.517,18931667.517
688072.SH,20260612,196.8135,110.9241,18238786.974,18238786.974
688072.SH,20260611,199.8915,112.6589,18524024.9973,18524024.9973
688072.SH,20260610,188.5222,106.2511,17470428.1416,17470428.1416
688072.SH,20260609,182.1161,102.6406,16876772.8164,16876772.8164
688072.SH,20260608,173.413,97.7356,16070249.6532,16070249.6532
688072.SH,20260605,177.6319,100.1133,16461214.0888,16461214.0888
688072.SH,20260604,190.0536,107.1142,17612340.0336,17612340.0336
688072.SH,20260603,187.7565,105.8196,17399472.1956,17399472.1956
688072.SH,20260602,181.8111,102.4687,16848503.5152,16848503.5152
688072.SH,20260601,177.9522,100.2938,16490896.855,16490896.855
688072.SH,20260529,191.5697,107.9687,17752838.4606,17752838.4606
688072.SH,20260528,205.1811,115.6401,19014214.6801,19014214.6801
688072.SH,20260527,203.4698,114.6756,18855623.9004,18855623.9004
688072.SH,20260526,228.7891,128.9455,21201975.9,21201975.9
688072.SH,20260525,219.9426,123.9596,20382166.1652,20382166.1652
688072.SH,20260522,188.2111,106.0758,17441593.4544,17441593.4544
688072.SH,20260521,184.9226,104.2224,17136850.3874,17136850.3874
688072.SH,20260520,193.6715,109.1533,17947613.9459,17947613.9459
688072.SH,20260519,169.2826,95.4077,15687483.3149,15687483.3149
688072.SH,20260518,160.2164,90.298,14847319.6833,14847319.6833
