ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
688012.SH,20260709,213.9307,165.5292,45170885.0257,44433068.323
688012.SH,20260708,191.8885,148.474,40516729.29,39854933.1
688012.SH,20260707,190.5457,147.435,40233207.9692,39576042.788
688012.SH,20260706,189.5018,146.6273,40012791.0,39572274.0
688012.SH,20260703,186.6548,144.4244,39411646.4495,38977747.693
688012.SH,20260702,184.4935,142.7521,38955310.095,38526435.33
688012.SH,20260701,208.452,161.29,44014070.1,43529501.4
688012.SH,20260630,210.2256,162.6624,44388571.275,43897185.05
688012.SH,20260629,204.9262,158.5619,43269619.2435,42790619.937
688012.SH,20260626,185.3216,143.3929,39130159.95,38696984.9
688012.SH,20260625,179.0979,138.5772,37816030.8495,37397403.349
688012.SH,20260624,171.86,132.9769,36287775.45,35886065.9
688012.SH,20260623,166.7984,129.0605,35219038.878,34829160.356
688012.SH,20260622,165.4046,127.982,34924731.602,34924731.602
688012.SH,20260618,159.7512,123.6077,33731028.0,33731028.0
688012.SH,20260617,155.7574,120.5175,32887752.3,32887752.3
688012.SH,20260616,141.5573,109.5301,29889438.7,29889438.7
688012.SH,20260615,141.9922,109.8666,29981262.054,29981262.054
688012.SH,20260612,134.8655,104.3524,28476483.416,28476483.416
688012.SH,20260611,134.5105,104.0777,28401525.1819,28401525.1819
688012.SH,20260610,128.2935,99.2673,27088826.0272,27088826.0272
688012.SH,20260609,126.4874,97.8698,26707478.0214,26707478.0214
688012.SH,20260608,117.8032,91.1504,24873821.8859,24873821.8859
688012.SH,20260605,122.4759,94.7659,25860454.4412,25860454.4412
688012.SH,20260604,128.4178,99.3634,27115061.2708,27115061.2708
688012.SH,20260603,126.8779,98.172,26789931.6443,26789931.6443
688012.SH,20260602,125.4934,97.1007,26497596.0724,26497596.0724
688012.SH,20260601,121.1446,93.7358,25579362.5451,25579362.5451
688012.SH,20260529,132.0965,102.2098,27891811.877,27891811.877
688012.SH,20260528,134.9486,104.4167,28494040.2655,28494040.2655
688012.SH,20260527,135.5234,104.8614,28615406.5652,28615406.5652
688012.SH,20260526,138.043,106.811,29147405.9928,29147405.9928
688012.SH,20260525,144.5325,111.8322,30517650.3814,30517650.3814
688012.SH,20260522,139.8567,108.2143,29530370.1198,29530370.1198
688012.SH,20260521,141.7032,109.6431,29920251.497,29920251.497
688012.SH,20260520,146.0306,112.9913,30833957.3697,30833957.3697
688012.SH,20260519,142.8081,110.498,30153551.4824,30061335.9073
688012.SH,20260518,130.6689,101.1053,27590395.8476,27506018.9138
688012.SH,20260515,128.5324,99.4521,27139271.9949,27139271.9949
688012.SH,20260514,114.9547,88.9464,24272376.8498,24272376.8498
688012.SH,20260513,120.4268,93.1804,25427786.3736,25427786.3736
688012.SH,20260512,115.3348,89.2404,24352622.3295,24352622.3295
688012.SH,20260511,113.9066,88.1354,24051074.8628,24051074.8628
688012.SH,20260508,109.8568,85.0018,23195958.97,23195958.97
688012.SH,20260507,114.1917,88.3559,24111258.9726,24111258.9726
688012.SH,20260506,113.8057,88.0573,24029759.6573,24029759.6573
688012.SH,20260430,111.7273,86.4492,23590917.1903,23590917.1903
688012.SH,20260429,106.8164,82.6493,22553995.1326,22553995.1326
688012.SH,20260428,107.5616,83.226,22711351.5029,22711351.5029
688012.SH,20260427,104.5153,104.5153,22068133.8298,22068133.8298
688012.SH,20260424,96.0148,96.0148,20273268.1398,20273268.1398
688012.SH,20260423,93.5415,93.5415,19751045.6041,19751045.6041
688012.SH,20260422,95.0083,95.0083,20060743.0022,20060743.0022
688012.SH,20260421,91.7096,91.7096,19364237.3153,19364237.3153
688012.SH,20260420,93.0932,93.0932,19656381.0147,19656381.0147
688012.SH,20260417,93.2298,93.2298,19685219.234,19685219.234
688012.SH,20260416,94.5659,94.5659,19967332.2485,19967332.2485
688012.SH,20260415,95.1181,95.1181,20083938.9612,20083938.9612
688012.SH,20260414,96.3474,96.3474,20343482.9345,20343482.9345
688012.SH,20260413,93.9958,93.9958,19846964.029,19846964.029
688012.SH,20260410,96.1989,96.1989,20312137.044,20287107.9468
688012.SH,20260409,95.3972,95.3972,20142869.2353,20118048.7139
688012.SH,20260408,94.2092,94.2092,19892010.2581,19892010.2581
688012.SH,20260407,87.0654,87.0654,18383626.2135,18383626.2135
688012.SH,20260403,87.0358,87.0358,18377364.7605,18377364.7605
688012.SH,20260402,88.7231,88.7231,18733641.4401,18733641.4401
688012.SH,20260401,92.9785,92.9785,19632159.9557,19632159.9557
688012.SH,20260331,90.8552,90.8552,19183839.9159,19183839.9159
688012.SH,20260330,122.7507,93.9274,19832526.4539,19832526.4539
688012.SH,20260327,118.4373,90.6269,19135626.7272,19135626.7272
688012.SH,20260326,118.5884,90.7426,19160046.3942,19160046.3942
688012.SH,20260325,120.7509,92.3973,19509435.4755,19509435.4755
688012.SH,20260324,116.4376,89.0967,18812535.7488,18812535.7488
688012.SH,20260323,115.2943,88.2219,18627822.8833,18627822.8833
688012.SH,20260320,119.8673,91.7212,19366674.3455,19366674.3455
688012.SH,20260319,121.7275,93.1446,19667224.0929,19667224.0929
688012.SH,20260318,124.3745,95.17,20094881.3376,20094881.3376
688012.SH,20260317,121.3051,92.8213,19598974.2544,19598974.2544
688012.SH,20260316,124.3125,95.1225,20084863.0126,20084863.0126
688012.SH,20260313,121.2741,92.7976,19593965.092,19593965.092
688012.SH,20260312,122.2042,93.5093,19744239.9656,19744239.9656
688012.SH,20260311,124.1303,94.9831,20055434.1832,20055434.1832
688012.SH,20260310,126.8392,97.056,20493109.7528,20493109.7528
688012.SH,20260309,125.4518,95.9944,20268949.7329,20268949.7329
688012.SH,20260306,130.331,99.7279,21057266.6744,21057266.6744
688012.SH,20260305,131.9548,100.9704,21319621.558,21319621.558
688012.SH,20260304,128.9514,98.6722,20834358.9451,20834358.9451
688012.SH,20260303,129.2459,98.8975,20881945.9885,20881945.9885
688012.SH,20260302,135.3071,103.5355,21861237.2486,21861237.2486
688012.SH,20260227,136.6712,115.3758,22081640.3967,22081640.3967
688012.SH,20260226,142.3449,120.1654,22998317.1261,22998317.1261
688012.SH,20260225,143.0425,120.7543,23111023.2814,23111023.2814
688012.SH,20260224,136.4155,115.1599,22040314.8064,22040314.8064
688012.SH,20260213,133.5089,112.7062,21570705.8262,21570705.8262
688012.SH,20260212,133.7027,112.8698,21602013.0915,21602013.0915
688012.SH,20260211,134.4235,113.4783,21718476.1186,21718476.1186
688012.SH,20260210,135.8303,114.6659,21945766.865,21945766.865
688012.SH,20260209,136.4542,115.1926,22046576.2595,22046576.2595
688012.SH,20260206,135.3303,114.2438,21864994.1204,21864994.1204
688012.SH,20260205,138.3067,116.7564,22345873.7162,22345873.7162
688012.SH,20260204,135.3342,114.2471,21865620.2657,21865620.2657
688012.SH,20260203,134.2297,113.3147,21687168.8533,21687168.8533
688012.SH,20260202,128.9281,108.8392,20830602.0733,20830602.0733
688012.SH,20260130,134.8459,113.8349,21786725.9571,21786725.9571
688012.SH,20260129,134.6328,113.6549,21752287.9652,21752287.9652
688012.SH,20260128,142.8448,120.5874,23079089.8707,23079089.8707
688012.SH,20260127,138.3842,116.8218,22358396.6224,22358396.6224
688012.SH,20260126,136.8456,115.523,22109816.9355,22109816.9355
688012.SH,20260123,142.4418,120.2472,23013970.7588,23013970.7588
688012.SH,20260122,136.9813,115.6375,22131732.0212,22131732.0212
688012.SH,20260121,141.4535,119.4129,22854303.7055,22854303.7055
688012.SH,20260120,141.19,119.1905,22811725.8246,22811725.8246
688012.SH,20260119,146.8791,123.9932,23730907.1353,23730907.1353
688012.SH,20260116,146.1583,123.3846,23614444.1082,23614444.1082
688012.SH,20260115,143.7788,121.3759,23229990.8897,23229990.8897
688012.SH,20260114,136.5627,115.2842,22064108.3281,22064108.3281
688012.SH,20260113,134.0902,113.1969,21664627.6222,21664627.6222
688012.SH,20260112,136.6829,115.3856,22083518.8326,22083518.8326
688012.SH,20260109,130.4783,110.1478,21081060.1961,21081060.1961
688012.SH,20260108,134.0437,113.1577,21657113.8785,21657113.8785
688012.SH,20260107,136.5472,115.2711,22061603.7468,22061603.7468
688012.SH,20260106,127.7616,107.8544,20642132.3359,20642132.3359
688012.SH,20260105,120.654,101.8543,19493781.8428,19493781.8428
