ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
300724.SZ,20260709,8.5162,10.2269,2228720.508,1841084.4456
300724.SZ,20260708,8.3844,10.0687,2194239.6,1812600.72
300724.SZ,20260707,8.9074,10.6968,2331118.356,1925672.4792
300724.SZ,20260706,9.0485,10.8662,2368037.308,1956170.2056
300724.SZ,20260703,9.4637,11.3649,2476704.412,2045937.0984
300724.SZ,20260702,9.3333,11.2082,2442571.796,2017741.0872
300724.SZ,20260701,9.9974,12.0057,2616369.504,2161310.5728
300724.SZ,20260630,9.3959,11.2834,2458941.52,2031263.664
300724.SZ,20260629,8.809,10.5785,2305344.748,1904381.6136
300724.SZ,20260626,8.8848,10.6696,2325197.392,1920781.3344
300724.SZ,20260625,9.0698,10.8918,2373609.98,1960773.636
300724.SZ,20260624,9.2162,11.0676,2411922.1,1992422.22
300724.SZ,20260623,9.1137,10.9445,2385103.616,1970268.2112
300724.SZ,20260622,9.7286,11.6829,2546014.52,2103192.264
300724.SZ,20260618,9.6993,11.6477,2538352.096,2096862.5472
300724.SZ,20260617,9.8537,11.8331,2578753.968,2130237.4176
300724.SZ,20260616,9.8044,11.774,2565867.164,2119591.9848
300724.SZ,20260615,9.6381,11.5742,2522330.664,2083627.6848
300724.SZ,20260612,9.336,11.2114,2443268.38,2018316.516
300724.SZ,20260611,9.1763,11.0197,2401473.3814,1983791.1259
300724.SZ,20260610,9.3826,11.2674,2455458.6423,2028386.8655
300724.SZ,20260609,9.5636,11.4847,2502826.3551,2067516.0305
300724.SZ,20260608,9.3812,11.2658,2455110.3503,2028099.151
300724.SZ,20260605,9.9162,11.9083,2595123.7367,2143760.3595
300724.SZ,20260604,10.1651,12.2071,2660254.3418,2197562.9615
300724.SZ,20260603,9.9562,11.9562,2605572.4969,2152391.793
300724.SZ,20260602,10.0586,12.0793,2632390.9813,2174545.8055
300724.SZ,20260601,10.4632,12.5651,2738271.7512,2262010.998
300724.SZ,20260529,10.7414,12.8991,2811064.7804,2322143.3179
300724.SZ,20260528,11.5,13.8101,3009591.2238,2486140.5538
300724.SZ,20260527,11.6304,13.9668,3043723.8404,2514336.5698
300724.SZ,20260526,12.0217,14.4366,3146121.6902,2598924.6178
300724.SZ,20260525,11.858,14.24,3103281.7735,2563535.7406
300724.SZ,20260522,11.7023,14.0531,3062531.6088,2529873.1501
300724.SZ,20260521,11.5452,13.8645,3021433.1521,2495922.8451
300724.SZ,20260520,12.019,14.4334,3145425.1062,2598349.1889
300724.SZ,20260519,11.8447,14.2241,3099798.8534,2560658.5961
300724.SZ,20260518,11.7701,14.1346,3080294.5011,2544546.587
300724.SZ,20260515,12.0549,14.4766,3154828.9903,2606117.479
300724.SZ,20260514,12.1587,14.6012,3181995.7668,2628559.2061
300724.SZ,20260513,12.3437,14.8234,3230408.3557,2668551.5145
300724.SZ,20260512,12.3451,14.825,3230756.6477,2668839.2289
300724.SZ,20260511,12.6299,15.167,3305291.1369,2730410.121
300724.SZ,20260508,12.4954,15.0056,3270113.6443,2701350.9617
300724.SZ,20260507,12.4475,14.9481,3257575.1321,2690993.2415
300724.SZ,20260506,12.2945,14.7643,3217521.5514,2657906.0799
300724.SZ,20260430,12.4089,14.9017,3247474.6639,2682649.5225
300724.SZ,20260429,12.1135,14.5469,3170153.8386,2618776.9148
300724.SZ,20260428,11.6251,13.9604,3042330.6724,2513185.712
300724.SZ,20260427,11.9085,14.3008,3116516.8697,2574468.8897
300724.SZ,20260424,11.3174,11.9511,3127662.2139,2583675.752
300724.SZ,20260423,11.4623,12.1042,3167715.7946,2616762.9137
300724.SZ,20260422,11.8215,12.4835,3266979.0163,2698761.5316
300724.SZ,20260421,13.625,10.9808,3765384.8769,3110480.9081
300724.SZ,20260420,13.8354,11.1504,3823549.6419,3158529.2211
300724.SZ,20260417,13.8921,11.1961,3839222.7821,3171476.3713
300724.SZ,20260416,13.9123,11.2124,3844795.4542,3176079.8025
300724.SZ,20260415,13.8871,11.1921,3837829.6141,3170325.5135
300724.SZ,20260414,14.1278,11.3861,3904353.3873,3225278.9733
300724.SZ,20260413,13.8064,11.1271,3815538.9257,3151911.7888
300724.SZ,20260410,13.6111,10.9696,3761553.6648,3107316.0492
300724.SZ,20260409,13.3238,10.738,3682143.0874,3041717.1548
300724.SZ,20260408,13.6048,10.9645,3759812.2048,3105877.477
300724.SZ,20260407,12.8864,10.3856,3561285.7614,2941880.241
300724.SZ,20260403,13.0339,10.5044,3602035.9261,2975542.8316
300724.SZ,20260402,13.5204,10.8965,3736476.6404,3086600.6089
300724.SZ,20260401,13.8127,11.1321,3817280.3858,3153350.361
300724.SZ,20260331,13.2759,10.6994,3668907.9912,3030784.0058
300724.SZ,20260330,14.1215,11.381,3902611.9272,3223840.401
300724.SZ,20260327,15.1209,12.1864,4178807.488,3451997.9591
300724.SZ,20260326,15.3327,12.3571,4237320.545,3500333.9865
300724.SZ,20260325,16.0435,12.9299,4433757.2364,3662604.9358
300724.SZ,20260324,16.0724,12.9533,4441767.9525,3669222.3681
300724.SZ,20260323,16.1833,13.0427,4472417.649,3694541.2396
300724.SZ,20260320,16.2703,13.1128,4496449.7975,3714393.5366
300724.SZ,20260319,14.8714,11.9853,4109845.6708,3395030.4982
300724.SZ,20260318,15.0642,12.1407,4163134.3477,3439050.8089
300724.SZ,20260317,15.1461,12.2068,4185773.3281,3457752.2481
300724.SZ,20260316,15.1096,12.1773,4175672.8599,3449408.5291
300724.SZ,20260313,15.4347,12.4394,4265532.1975,3523638.8569
300724.SZ,20260312,14.889,11.9996,4114721.7589,3399058.5005
300724.SZ,20260311,15.1587,12.2169,4189256.2482,3460629.3926
300724.SZ,20260310,15.0604,12.1377,4162089.4717,3438187.6656
300724.SZ,20260309,14.6508,11.8076,4048894.5698,3344680.4696
300724.SZ,20260306,14.3572,11.5709,3967742.5324,3277643.003
300724.SZ,20260305,14.395,11.6014,3978191.2925,3286274.4365
300724.SZ,20260304,14.482,11.6715,4002223.4409,3306126.7335
300724.SZ,20260303,14.5777,11.7487,4028693.6334,3327993.0316
300724.SZ,20260302,15.039,12.1204,4156168.5076,3433296.5199
300724.SZ,20260227,15.5923,12.5663,4309068.6982,3559603.163
300724.SZ,20260226,15.315,12.3429,4232444.4569,3496305.9842
300724.SZ,20260225,15.5772,12.5541,4304889.1942,3556150.5896
300724.SZ,20260224,15.4587,12.4587,4272149.7456,3529105.4314
300724.SZ,20260213,15.4637,12.4627,4273542.9136,3530256.2892
300724.SZ,20260212,16.0296,12.9188,4429926.0243,3659440.0768
300724.SZ,20260211,16.0712,12.9523,4441419.6605,3668934.6536
300724.SZ,20260210,16.3812,13.2021,4527099.494,3739712.4081
300724.SZ,20260209,16.9672,13.6745,4689055.2768,3873499.6269
300724.SZ,20260206,16.7127,13.4693,4618700.2916,3815381.3082
300724.SZ,20260205,16.3081,13.1432,4506898.5576,3723024.9701
300724.SZ,20260204,18.6144,15.002,5144272.9286,4249542.4117
300724.SZ,20260203,17.9856,14.4951,4970475.2176,4105972.9017
300724.SZ,20260202,16.719,13.4744,4620441.7516,3816819.8804
300724.SZ,20260130,17.3542,13.9863,4795980.9226,3961827.9627
300724.SZ,20260129,17.1777,13.8441,4747220.0418,3921547.9399
300724.SZ,20260128,16.2035,13.0589,4477990.3211,3699144.6708
300724.SZ,20260127,17.2319,13.8877,4762196.598,3933919.6612
300724.SZ,20260126,16.5866,13.3677,4583871.091,3786609.8633
300724.SZ,20260123,16.9005,13.6206,4670595.8005,3858250.7611
300724.SZ,20260122,14.0837,11.3505,3892163.1671,3215208.9676
300724.SZ,20260121,13.5178,10.8945,3735780.0564,3086025.18
300724.SZ,20260120,13.9211,11.2195,3847233.4983,3178093.8037
300724.SZ,20260119,14.8411,11.961,4101486.6627,3388125.3514
300724.SZ,20260116,15.0604,12.1377,4162089.4717,3438187.6656
300724.SZ,20260115,14.6912,11.8401,4060039.9139,3353887.332
300724.SZ,20260114,14.5223,11.704,4013368.7851,3315333.5958
300724.SZ,20260113,14.8311,11.9528,4098700.3266,3385823.6358
300724.SZ,20260112,14.6886,11.8381,4059343.3299,3353311.9031
300724.SZ,20260109,13.0251,10.4973,3599597.882,2973528.8304
300724.SZ,20260108,13.1272,10.5796,3627809.5345,2996833.7008
300724.SZ,20260107,12.3508,9.9539,3413261.6588,2819601.6002
300724.SZ,20260106,12.5172,10.088,3459236.2036,2857579.9075
300724.SZ,20260105,12.1088,9.7589,3346389.5936,2764360.426
300724.SZ,20251231,12.0483,9.7101,3329671.5774,2750550.1324
300724.SZ,20251230,12.2374,9.8625,3381915.3783,2793707.2998
300724.SZ,20251229,12.6961,10.2322,3508693.6684,2898435.3592
300724.SZ,20251226,12.3004,9.9133,3399329.9786,2808093.0222
300724.SZ,20251225,11.6589,9.3963,3222049.3475,2661646.3677
300724.SZ,20251224,11.8442,9.5456,3273248.2724,2703940.3917
300724.SZ,20251223,11.3375,9.1373,3133234.886,2588279.1832
300724.SZ,20251222,11.0464,8.9027,3052779.4326,2521817.1455
300724.SZ,20251219,10.9267,8.8062,3019691.692,2494484.2728
300724.SZ,20251218,10.9607,8.8336,3029095.5762,2502252.563
300724.SZ,20251217,11.1309,8.9707,3076114.997,2541094.0136
300724.SZ,20251216,10.8523,8.7462,2999142.4637,2477509.1203
300724.SZ,20251215,11.185,9.0144,3091091.5533,2553465.7349
300724.SZ,20251212,11.4812,9.2531,3172940.1747,2621078.6304
300724.SZ,20251211,11.5757,9.3293,3199062.0751,2642657.2141
300724.SZ,20251210,11.2216,9.0438,3101192.0214,2561809.4539
300724.SZ,20251209,11.3754,9.1678,3143683.6462,2596910.6167
300724.SZ,20251208,11.6148,9.3607,3209859.1273,2651576.362
300724.SZ,20251205,10.6167,8.5563,2934011.8585,2423706.5184
300724.SZ,20251204,10.3344,8.3288,2855994.4492,2359258.4818
300724.SZ,20251203,10.4301,8.406,2882464.6417,2381124.7799
300724.SZ,20251202,10.4982,8.4608,2901272.41,2396661.3602
300724.SZ,20251201,10.7024,8.6254,2957695.715,2443271.1009
300724.SZ,20251128,10.7213,8.6406,2962920.095,2447586.8176
300724.SZ,20251127,10.6217,8.5604,2935405.0266,2424857.3762
300724.SZ,20251126,10.7099,8.6315,2959785.467,2444997.3876
300724.SZ,20251125,10.4604,8.4304,2890823.6498,2388029.9267
300724.SZ,20251124,10.3545,8.345,2861567.1213,2363861.913
300724.SZ,20251121,10.3684,8.3562,2865398.3334,2367026.7719
300724.SZ,20251120,11.2897,9.0987,3119999.7897,2577346.0341
300724.SZ,20251119,11.5556,9.313,3193489.403,2638053.7829
300724.SZ,20251118,11.5795,9.3323,3200106.9511,2643520.3574
300724.SZ,20251117,11.7282,9.4522,3241205.4078,2677470.6624
300724.SZ,20251114,12.3029,9.9153,3400026.5626,2808668.4511
300724.SZ,20251113,12.6886,10.2261,3506603.9164,2896709.0725
300724.SZ,20251112,13.0288,10.5004,3600642.758,2974391.9738
300724.SZ,20251111,12.3458,9.9499,3411868.4908,2818450.7424
300724.SZ,20251110,12.255,9.8767,3386791.4663,2797735.3021
300724.SZ,20251107,12.1492,9.7914,3357534.9378,2773567.2884
300724.SZ,20251106,11.9475,9.6289,3301808.2169,2727532.9765
300724.SZ,20251105,11.8202,9.5263,3266630.7243,2698473.8172
300724.SZ,20251104,11.5001,9.2683,3178164.5548,2625394.3471
300724.SZ,20251103,11.9286,9.6137,3296583.8368,2723217.2598
300724.SZ,20251031,11.911,9.5994,3291707.7487,2719189.2575
300724.SZ,20251030,11.9715,9.6482,3308425.765,2732999.5511
300724.SZ,20251029,12.5941,10.15,3480482.016,2875130.4889
300724.SZ,20251028,11.8946,9.5862,3287179.9526,2715448.9697
300724.SZ,20251027,11.8896,9.7572,3285786.7846,2714298.1119
300724.SZ,20251024,11.8278,9.7065,3268720.4763,2700200.1039
300724.SZ,20251023,11.3703,9.3311,3142290.4781,2595759.7589
300724.SZ,20251022,11.4472,9.3942,3163536.2905,2613310.3403
300724.SZ,20251021,11.6009,9.5204,3206027.9152,2648411.503
300724.SZ,20251020,11.6009,9.5204,3206027.9152,2648411.503
300724.SZ,20251017,11.4056,9.36,3152042.6543,2603815.7635
300724.SZ,20251016,12.1227,9.9485,3350220.8057,2767525.2849
300724.SZ,20251015,12.2875,10.0838,3395770.8809,2804170.4592
300724.SZ,20251014,12.1403,9.963,3355088.3913,2770575.5438
300724.SZ,20251013,12.2548,10.0569,3386730.3276,2796704.9225
300724.SZ,20251010,12.8801,10.5701,3559543.9799,2939411.5289
300724.SZ,20251009,13.6854,11.2309,3782080.6749,3123178.5874
300724.SZ,20250930,12.6725,10.3998,3502171.2382,2892034.0841
300724.SZ,20250929,12.0598,9.8969,3332834.7218,2752198.838
300724.SZ,20250926,11.9428,9.8009,3300497.3583,2725495.1873
300724.SZ,20250925,12.1856,10.0002,3367606.0804,2780912.4409
300724.SZ,20250924,12.09,9.9217,3341179.8479,2759090.1027
300724.SZ,20250923,11.5074,9.4436,3180188.4576,2626146.1212
300724.SZ,20250922,11.8472,9.7224,3274071.1258,2703672.8491
