ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
688120.SH,20260709,157.0394,155.0525,17018749.84,17018749.84
688120.SH,20260708,134.6704,132.9665,14594567.45,14594567.45
688120.SH,20260707,125.9967,124.4026,13654578.36,13654578.36
688120.SH,20260706,122.8012,121.2474,13308266.59,13308266.59
688120.SH,20260703,122.1164,120.5713,13234056.925,13234056.925
688120.SH,20260702,128.2793,126.6562,13901943.91,13901943.91
688120.SH,20260701,150.6483,148.7422,16326126.3,16326126.3
688120.SH,20260630,147.0784,145.2175,15939246.5798,15939246.5798
688120.SH,20260629,144.4032,142.5762,15649334.1552,15649334.1552
688120.SH,20260626,120.336,118.8135,13041111.796,13041111.796
688120.SH,20260625,115.2688,113.8103,12491960.275,12491960.275
688120.SH,20260624,110.6991,109.2985,11996734.4439,11996734.4439
688120.SH,20260623,105.4584,104.124,11428783.1411,11428783.1411
688120.SH,20260622,107.3255,105.9676,11631128.161,11631128.161
688120.SH,20260618,103.5638,102.2535,11223469.7346,11223469.7346
688120.SH,20260617,101.4867,100.2027,10998367.0841,10998367.0841
688120.SH,20260616,91.8407,90.6787,9953000.2698,9953000.2698
688120.SH,20260615,90.9961,89.8448,9861475.0163,9861475.0163
688120.SH,20260612,83.9978,82.935,9103052.24,9103052.24
688120.SH,20260611,85.2487,84.1701,9238609.0656,9238609.0656
688120.SH,20260610,83.1852,82.1327,9014990.5962,9014990.5962
688120.SH,20260609,83.2794,82.2257,9025198.8103,9025198.8103
688120.SH,20260608,78.4204,77.4282,8498610.9957,8498610.9957
688120.SH,20260605,80.9299,79.9059,8770569.3768,8770569.3768
688120.SH,20260604,83.2403,82.1871,9020954.9864,9020954.9864
688120.SH,20260603,80.8842,79.8608,8765618.2489,8765618.2489
688120.SH,20260602,79.8726,78.862,8655986.1317,8655986.1317
688120.SH,20260601,79.853,78.8426,8653864.2198,8653864.2198
688120.SH,20260529,85.2668,84.188,9240572.8728,9240572.8728
688120.SH,20260528,89.5776,88.4442,9707747.153,9707747.153
688120.SH,20260527,92.0186,90.8543,9972278.8422,9972278.8422
688120.SH,20260526,96.2086,94.9914,10426367.9987,10426367.9987
688120.SH,20260525,96.2674,95.0494,10432733.7345,10432733.7345
688120.SH,20260522,90.1585,89.0177,9770697.2073,9770697.2073
688120.SH,20260521,91.3724,90.2163,9902255.748,9902255.748
688120.SH,20260520,97.2464,96.016,10538829.3318,10538829.3318
688120.SH,20260519,90.5892,89.4431,9817379.2702,9817379.2702
688120.SH,20260518,89.0881,87.9609,9654699.3543,9654699.3543
688120.SH,20260515,87.2966,86.192,9460544.4112,9460544.4112
688120.SH,20260514,81.7457,80.7114,8858982.3746,8858982.3746
688120.SH,20260513,81.8142,80.7791,8866409.0664,8866409.0664
688120.SH,20260512,76.7333,75.7624,8315772.9164,8315772.9164
688120.SH,20260511,67.5144,66.6602,7316706.0418,7316706.0418
688120.SH,20260508,63.9411,63.1321,6929457.1117,6929457.1117
