ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920037.BJ,广信科技,电气设备,20250626,385,257,36.5,-0.17995955964951693,-0.5268956578094621,-0.6066810344827587,False,-0.6719396009347476,-0.6719396009347476,-0.3724724990877474,0.6250209440969016,-0.04057660536457697,-0.3112058673499193,-0.3036415860994739,-0.21568979045954284,22.1164,5.151,0.0,46.737545919999995,167.7176792852918,6.975517509727627,6679.0,58.10619469026549,8,0.889183215306514,29.0179,30.8453,71.26145,37.52115,38.9482,24.8981,18.314,4,1.513,True,,0.9299999999999999,0.9,0.9,0.0,0.13,0.3,0.7120000000000001,0.7120000000000001,B 中高 moat
920111.BJ,聚星科技,电气设备,20241111,612,408,27.41,-0.1418284283030683,0.08899483512117601,0.0885623510722795,False,-0.33631961259079746,-0.45883777239709267,0.08765046206767124,0.6803114978810195,-0.002445474018128335,0.30468462558071885,0.3916017994555643,-0.21568979045954284,22.6077,4.1471,0.0,42.52784845,112.70565322240198,8.114950245098038,6920.0,-0.14830769230769236,14,0.7037057185698232,13.4864,290.0377,74.23157499999999,45.6021,28.4399,17.2921,49.2508,3,1.51,True,,0.5,0.8200000000000001,0.9,0.45,0.55,0.3,0.6500000000000001,0.6500000000000001,B 中 moat
920735.BJ,德源药业,化学制药,20210219,1973,855,29.11,0.24189419795221845,-0.09201497192763575,-0.19762954796030874,True,-0.5118229079322487,-0.6203253395941639,0.14375257303591504,0.5314548655560426,0.3812771522371584,0.1236748185319071,0.10540990042297604,-0.21568979045954284,15.2707,2.8557,0.41169590643274856,37.56575316,58.188814856198825,1.8499093567251461,8528.0,0.3893776474421635,14,1.6639096577199517,19.6391,19.5305,28.298775000000003,20.073150000000002,83.0024,18.8705,20.4381,4,1.376,True,,0.8500000000000001,0.52,0.7000000000000001,0.6900000000000001,0.27,0.1,0.6260000000000001,0.6260000000000001,A 高 moat
920106.BJ,林泰新材,汽车配件,20241218,575,381,36.45,-0.1348207927842392,-0.4493125849826257,-0.5527607361963189,False,-0.7576462765957452,-0.772140957446809,-0.3280259798441848,0.6899538871821534,0.004562161500700768,-0.23362279452308288,-0.24972128781303415,-0.21568979045954284,16.37,3.4045,0.013123359580052493,20.62833075,93.48615016619422,5.755105774278216,4910.0,0.3082867039701571,10,0.7730495136718437,27.6947,-39.5784,83.41085000000001,36.336875,49.7435,30.9964,15.7256,3,0.788,True,,0.9299999999999999,0.52,1.0,0.0,0.0,0.3,0.624,0.624,B 中高 moat
920946.BJ,森萱医药,化学制药,20200727,2180,855,10.2,0.1208791208791209,-0.018286814244465988,-0.11535125758889853,True,-0.2735042735042721,-0.48970840480274425,0.02785561809991921,0.5222815789120034,0.26026207516406086,0.19740297621507685,0.18768819079438626,-0.21568979045954284,29.1278,3.314,0.495906432748538,43.54567068,45.34730892671345,1.0015948538011694,10377.0,-0.0798084596967279,14,1.4080898379005902,10.7045,62.0487,19.8036,8.07245,51.7321,31.2705,6.5063,3,0.931,True,,0.8300000000000001,0.47,0.6000000000000001,0.6900000000000001,0.6,0.1,0.6205000000000002,0.6205000000000002,A 高 moat
920982.BJ,锦波生物,医疗保健,20230720,1092,724,138.19,-0.09413307112422165,-0.2507996747085931,-0.4207812892949955,False,-0.7607099567099566,-0.805108225108225,0.0277561084054192,0.5772357391498669,0.04524988316071832,-0.03510988424905026,-0.1177418409117107,-0.21568979045954284,25.48,7.811,0.020718232044198894,159.00879335,170.24049246625688,1.572171685082873,11215.0,1.3989304812834225,13,1.2245142895156014,38.0198,-16.659,2.083874999999999,21.632900000000003,84.8199,37.5518,24.9085,2,4.318,True,,1.0,0.22,0.9,0.06999999999999999,0.19999999999999998,0.1,0.5670000000000001,0.5670000000000001,A 高 moat
920116.BJ,星图测控,软件服务,20250102,560,371,48.28,-0.23704171934260432,-0.5195063694267517,-0.6693150684931507,False,-0.6693150684931505,-0.6693150684931505,0.22973628007245273,0.9141788822506265,-0.09765876505766435,-0.3038165789672088,-0.3662756201098659,-0.21568979045954284,106.3483,17.9644,0.1078167115902965,107.99511799999999,357.0362106763881,10.619008625336926,15056.0,0.34212872169727215,12,0.995641270647948,18.9778,5.349,13.659750000000003,7.3235,56.2448,32.0502,28.172,4,3.182,True,,0.9299999999999999,0.35000000000000003,0.7,0.0,0.13,0.5,0.5445,0.5445,A 高 moat
920978.BJ,开特股份,汽车配件,20230928,1022,674,19.9,-0.1179078014184397,-0.3024886084822994,-0.4507314380347778,False,-0.5687973997833146,-0.5817984832069332,0.4250738044038769,0.6717989070750672,0.021475152866500258,-0.08679881802275657,-0.147691989651493,-0.21568979045954284,21.6137,4.3775,0.3916913946587537,35.825665130000004,90.17716544571218,4.393781008902078,6564.0,0.1301652892561984,13,0.8388268803690295,23.7335,-18.4508,21.091425,33.379975,29.2059,12.6389,39.5444,3,1.675,True,,0.6699999999999999,0.52,0.75,0.0,0.27999999999999997,0.2,0.519,0.519,B 中 moat
920239.BJ,长虹能源,电气设备,20210209,1983,855,21.35,-0.18666666666666665,-0.3198470850589359,-0.36096976953008075,False,-0.6328460877042135,-0.6882352941176471,-0.02578780472395792,0.6468338246475519,-0.047283712381726684,-0.10415729459939305,-0.05793032114679597,-0.21568979045954284,15.0845,3.3779,0.0,38.87284255,80.90331003899414,3.837043859649123,9721.0,-0.10873750802237092,14,0.805622766321117,24.9781,14.1501,22.016375,22.453325,16.2364,7.4494,73.3724,4,1.294,True,,0.24999999999999997,0.52,1.0,0.0,0.6799999999999999,0.2,0.48300000000000004,0.48300000000000004,C 低 moat
920077.BJ,吉林碳谷,化纤,20210831,1780,855,15.57,-0.09843659525188186,-0.14544456641053782,-0.12968138624930126,False,-0.7047221695429537,-0.8699032808647827,-0.2764780318001929,0.6275470315747756,0.0409463590330581,0.07024522404900502,0.17335806213398353,-0.21568979045954284,46.6213,3.4244,0.3707602339181287,91.50205891,81.20690300123977,1.700825380116959,16296.0,0.6059919187937322,14,0.9443540624339938,7.0377,75.2542,60.0075,55.0751,17.6634,6.0847,60.0623,4,3.881,True,,0.13,0.9,0.7,0.34,0.13,0.1,0.45600000000000007,0.45600000000000007,C 价格战赛道
