ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920037.BJ,广信科技,电气设备,20250626,411,275,43.35,0.1873459326211997,-0.15841584158415833,-0.4606196341918627,True,-0.6103721013841454,-0.6750853855833185,-0.2477636385741132,0.6158257551497128,0.22147606963543176,0.021197996490363247,-0.1827870145025532,-0.17961383807452158,26.267,6.1177,0.13818181818181818,55.508838780000005,160.17276310130907,6.629491999999999,6679.0,58.10619469026549,8,0.5644005557588866,29.0179,30.8453,71.26145,37.52115,38.9482,24.8981,18.314,4,1.804,True,,0.9299999999999999,0.9,0.9,0.43000000000000005,0.0,0.3,0.7420000000000001,0.7420000000000001,B 中高 moat
920106.BJ,林泰新材,汽车配件,20241218,601,399,37.55,0.07716580608146861,-0.27940894262137794,-0.49873181150714196,False,-0.7503324468085112,-0.7798537234042557,-0.30345843242194614,0.6786316102491101,0.11129594309570068,-0.09979510454685636,-0.22089919181783246,-0.17961383807452158,16.864,3.5072,0.06516290726817042,21.25085925,90.22163141350877,5.556347117794485,4910.0,0.3082867039701571,10,0.9007473504947151,27.6947,-39.5784,83.41085000000001,36.336875,49.7435,30.9964,15.7256,3,0.903,True,,0.9299999999999999,0.52,1.0,0.15000000000000002,0.13,0.3,0.652,0.652,B 中高 moat
920735.BJ,德源药业,化学制药,20210219,1999,873,25.13,-0.03346153846153854,-0.041205646699733034,-0.29231202478175156,True,-0.5785678349823913,-0.627201073285259,0.09535441950766943,0.5330016134651581,0.0006685985526935223,0.13840819137478855,-0.014479405092442055,-0.17961383807452158,13.1828,2.4652,0.14432989690721648,32.429659120000004,58.61664141898053,1.8702358533791523,8528.0,0.3893776474421635,14,1.278737341774153,19.6391,19.5305,28.298775000000003,20.073150000000002,83.0024,18.8705,20.4381,4,1.569,True,,0.8500000000000001,0.52,1.0,0.42000000000000004,0.19999999999999998,0.1,0.652,0.652,A 高 moat
920509.BJ,同惠电子,电器仪表,20210111,2038,873,20.3,-0.09737661182747881,-0.3666146645865834,-0.44138690148596593,False,-0.5750471006908101,-0.615658362989324,0.11927672102405618,0.7538831716483225,-0.06324647481324674,-0.18700082651206185,-0.16355428179665643,-0.17961383807452158,46.1232,8.5348,0.5085910652920962,32.542056290000005,82.15281495210766,3.8056549828178694,8229.0,-0.29127551459822587,14,0.8043399381386275,19.4341,15.4049,41.755849999999995,16.4074,58.877,25.7831,10.4513,4,1.048,True,,0.9299999999999999,0.62,0.55,0.0,0.8300000000000001,0.2,0.637,0.637,A 高 moat
920111.BJ,聚星科技,电气设备,20241111,638,426,26.87,-0.10193850267379678,-0.1842744383727989,0.10804123711340208,False,-0.3493946731234848,-0.45883777239709267,0.07167743272731286,0.6733290780523387,-0.06780836565956472,-0.0046606002982773065,0.3858738568027116,-0.17961383807452158,22.1623,4.0654,0.023474178403755867,41.69001415,110.50654452063381,7.901458920187794,6920.0,-0.14830769230769236,14,0.5425871568568539,13.4864,290.0377,74.23157499999999,45.6021,28.4399,17.2921,49.2508,3,1.389,True,,0.5,0.8200000000000001,0.9,0.10000000000000002,0.55,0.3,0.6150000000000001,0.6150000000000001,B 中 moat
920982.BJ,锦波生物,医疗保健,20230720,1118,742,139.31,0.22891672547635844,-0.12548650345260515,-0.3752914798206278,False,-0.7587705627705627,-0.805108225108225,0.029761570796639658,0.5753962657648127,0.2630468624905905,0.054127334621916434,-0.09745886013131833,-0.17961383807452158,25.6865,7.8743,0.0444743935309973,160.29752515,170.474459341186,1.594282614555256,11215.0,1.3989304812834225,13,1.3711430290532056,38.0198,-16.659,2.083874999999999,21.632900000000003,84.8199,37.5518,24.9085,2,5.264,True,,1.0,0.22,0.9,0.3,0.19999999999999998,0.1,0.5900000000000001,0.5900000000000001,A 高 moat
920946.BJ,森萱医药,化学制药,20200727,2206,873,9.41,-0.04077471967380231,-0.05899999999999994,-0.14995483288166211,False,-0.32977207977207856,-0.48970840480274425,0.004731175755046113,0.5192620227389968,-0.006644582659570242,0.12061383807452164,0.1278777868076474,-0.17961383807452158,26.8718,3.0573,0.4627720504009164,40.17301579,44.95379724854525,0.9946028636884308,10377.0,-0.0798084596967279,14,1.0507936652490277,10.7045,62.0487,19.8036,8.07245,51.7321,31.2705,6.5063,3,1.016,True,,0.8300000000000001,0.47,0.6000000000000001,0.29,0.53,0.1,0.5735000000000001,0.5735000000000001,A 高 moat
920116.BJ,星图测控,软件服务,20250102,586,389,48.31,-0.16964592643520104,-0.5242737567700639,-0.5745486569793042,False,-0.6691095890410956,-0.7036986301369861,0.21846293378883974,0.8991067683919064,-0.13551578942096898,-0.34465991869554236,-0.29671603728999474,-0.17961383807452158,106.4143,17.9756,0.13881748071979436,108.06222350000002,346.43785036107965,10.183670179948587,15056.0,0.34212872169727215,12,0.7726292230218602,18.9778,5.349,13.659750000000003,7.3235,56.2448,32.0502,28.172,4,2.585,True,,0.9299999999999999,0.35000000000000003,0.7,0.0,0.0,0.5,0.5315,0.5315,A 高 moat
920208.BJ,青矩技术,建筑工程,20230629,1139,757,12.54,0.01703163017031617,-0.4333483958427474,-0.4994011976047905,False,-0.7403189066059228,-0.7564713191136883,-0.27310438161424877,0.6447534001543982,0.051161767184548235,-0.25373455776822584,-0.221568577915481,-0.17961383807452158,12.1777,2.1309,0.24174372523117568,23.3548001,41.60947582836196,2.4409657859973577,5304.0,-0.02910488742449202,14,0.9751295824514848,18.3252,20.984,6.275625000000001,1.8101749999999999,36.5314,9.4758,26.4065,4,1.428,True,,0.71,0.35000000000000003,0.85,0.0,0.43,0.2,0.5235000000000001,0.5235000000000001,B 中 moat
920394.BJ,民士达,造纸,20230425,1204,799,45.0,-0.09819639278557113,-0.06034662768845267,-0.18196691510634422,False,-0.413375048885413,-0.4915254237288136,0.5255048922065382,0.6875639076716856,-0.06406625577133906,0.11926721038606891,0.09586570458296528,-0.17961383807452158,51.66,7.8056,0.6896120150187734,65.8125,85.90196815033792,4.964788235294117,4179.0,-0.1483594864479315,14,0.47012095557858014,16.6634,0.0957,24.492324999999997,13.94905,41.6339,26.9686,20.9763,4,2.199,True,,0.8600000000000001,0.45,0.35000000000000003,0.16999999999999998,0.44999999999999996,0.2,0.5125000000000001,0.5125000000000001,B 中高 moat
