ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920735.BJ,德源药业,化学制药,20210219,2015,885,27.4,0.18512110726643582,0.10796603315810738,-0.23888888888888893,True,-0.540499748448767,-0.627201073285259,0.119990879203417,0.5353006166962403,0.16044340151419223,0.24540304673020474,0.007928255378383375,-0.13743701357209737,13.2034,2.5463,0.15254237288135594,35.35903939,58.91455018520903,1.8822792090395482,8309.0,-0.13085774058577404,15,0.9025285746615063,19.6391,31.573,30.708,18.223300000000002,82.0636,21.5365,18.8222,4,1.569,True,,0.9299999999999999,0.72,1.0,0.7000000000000001,0.6799999999999999,0.1,0.802,0.802,A 高 moat
920037.BJ,广信科技,电气设备,20250626,427,287,42.55,0.06695085255767297,-0.052338530066815214,-0.4871640351934434,True,-0.6175624662951645,-0.6750853855833185,-0.25053073085368305,0.6087269728136102,0.042273146805429374,0.08509848350528215,-0.24034689092617112,-0.13743701357209737,24.5318,5.9814,0.07665505226480836,54.484454209999996,155.06409515891983,6.400789547038326,6440.0,-0.4777390317087017,9,0.5671494762014757,29.0179,25.1421,54.5592,34.26305,38.1472,24.8082,17.9073,4,1.804,True,,0.9299999999999999,0.8,0.9,0.42000000000000004,0.7,0.3,0.786,0.786,B 中高 moat
920946.BJ,森萱医药,化学制药,20200727,2222,885,10.07,0.10175054704595188,0.08396124865446719,-0.021379980563653977,True,-0.2827635327635315,-0.48970840480274425,0.023327795284182384,0.5254984774063214,0.07707284129370828,0.22139826222656456,0.22543716370361833,-0.13743701357209737,27.9256,3.3329,0.4824858757062147,42.99067684,46.07599333510734,1.019488813559322,10415.0,-0.1675325713372232,15,1.617245569788831,10.7045,33.072,28.70325,14.902775,50.7175,29.5149,6.6664,4,1.016,True,,0.8300000000000001,0.55,0.6000000000000001,0.6900000000000001,0.8200000000000001,0.1,0.6625000000000002,0.6625000000000002,A 高 moat
920111.BJ,聚星科技,电气设备,20241111,654,438,28.89,0.1396449704142011,-0.10112009956440571,0.1365066876475216,False,-0.30048426150120844,-0.45883777239709267,0.11308222076253771,0.6725477967564604,0.1149672646619575,0.03631691400769166,0.3833238319147939,-0.13743701357209737,17.9544,4.0673,0.0045662100456621,44.82413505,109.75712565378994,7.787098401826484,7069.0,-0.10109359104781279,15,0.6146425069331339,13.4864,239.9803,131.449675,76.78707500000002,22.7613,13.7361,53.8348,3,1.389,True,,0.3,0.8200000000000001,1.0,0.5,0.55,0.3,0.6150000000000001,0.6150000000000001,C 低 moat
920509.BJ,同惠电子,电器仪表,20210111,2054,885,20.22,0.10130718954248352,-0.3655475368685285,-0.4051191526919683,False,-0.5767217919196149,-0.615658362989324,0.11636852035930878,0.750265758874204,0.07662948379023993,-0.2281105232964311,-0.158302008424696,-0.13743701357209737,44.9637,9.144,0.5084745762711864,32.41381173,81.58118175636157,3.7857874576271184,7965.0,-0.054823780704877145,15,0.7447162871430344,19.4341,10.451,30.518499999999996,15.474850000000002,57.8495,28.3312,11.176,4,1.048,True,,0.9299999999999999,0.62,0.55,0.0,0.39999999999999997,0.2,0.594,0.594,A 高 moat
920208.BJ,青矩技术,建筑工程,20230629,1155,769,12.06,-0.02269043760129652,-0.42461832061068705,-0.5026804123711339,False,-0.7502588527645477,-0.7564713191136883,-0.27832841838896083,0.6403354631521163,-0.047368143353540115,-0.2871813070385897,-0.2558632681038616,-0.13743701357209737,11.3615,2.1454,0.13263979193758127,22.46083646,41.20260425280885,2.4151873862158646,5349.0,-0.0020522388059701635,15,0.9752957495481602,18.3252,13.652,9.54745,1.168425,46.9704,19.0812,25.3283,4,1.428,True,,0.78,0.35000000000000003,1.0,0.0,0.43,0.2,0.5745000000000001,0.5745000000000001,B 中高 moat
920106.BJ,林泰新材,汽车配件,20241218,617,411,35.22,-0.03980370774263908,-0.22542335605893993,-0.5023314963967782,False,-0.765824468085107,-0.7798537234042557,-0.32195504685745213,0.6714803597989994,-0.06448141349488268,-0.08798634248684256,-0.2555143521295059,-0.13743701357209737,17.8454,3.3289,0.1070559610705596,19.9322307,88.01169091520681,5.420952798053528,4705.0,0.26105601715357807,11,0.800349105327807,27.6947,-39.2508,31.646525000000004,14.522875000000003,48.0788,27.688,14.6213,2,0.903,True,,0.9299999999999999,0.14999999999999997,1.0,0.0,0.27999999999999997,0.3,0.5595,0.5595,B 中高 moat
920116.BJ,星图测控,软件服务,20250102,602,401,44.0,0.01710587147480358,-0.22548847033972896,-0.5806728295053846,False,-0.6986301369863013,-0.7060273972602737,0.14521581283155327,0.8897664790236383,-0.007571834277440015,-0.0880514567676316,-0.33385568523811227,-0.13743701357209737,102.3991,16.5656,0.1396508728179551,98.4214,339.51967093842893,9.91129476309227,12949.0,0.019044621074997936,13,0.7337804902816988,18.9778,-14.6212,3.6845000000000003,1.3079250000000004,52.7391,30.3439,27.0862,3,2.585,True,,0.9299999999999999,0.27,0.7,0.0,0.3,0.5,0.5415,0.5415,A 高 moat
920571.BJ,国航远洋,水运,20221215,1351,885,8.78,0.08395061728395059,-0.10681586978636837,-0.29703763010408335,True,-0.4590264941466424,-0.5268022181146027,0.2200686586367988,0.7008018158416703,0.059272911531706995,0.030621143785729,-0.050220485836811046,-0.13743701357209737,27.6615,3.584,0.2934306569343066,48.76477437,160.33870827040676,7.06027209039548,14955.0,-0.37505223568742163,15,1.0967508474775083,2.0435,603.8063,204.0075,18.794175,36.127,19.3123,72.0889,3,1.576,True,,0.15,0.74,0.75,0.42000000000000004,0.8300000000000001,0.3,0.5200000000000001,0.5200000000000001,B 中高 moat
920029.BJ,开发科技,电器仪表,20250328,517,346,33.96,-0.012790697674418539,-0.2176917760884588,-0.6030391583869081,False,-0.7213652773219561,-0.747620610436495,-0.4293228132468305,0.5145155069995516,-0.037468403426662134,-0.08025476251636143,-0.35622201411963583,-0.13743701357209737,14.2263,1.9032,0.1531791907514451,70.27720877,151.4993677849711,4.669398843930636,8023.0,-0.30428373222337846,14,0.9910257333262382,24.1759,-53.7845,-22.505325,-10.453525,36.2911,13.455,30.8542,2,1.839,True,,0.75,0.0,1.0,0.0,0.8300000000000001,0.2,0.518,0.518,B 中 moat
