ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920037.BJ,广信科技,电气设备,20250626,392,262,38.99,-0.044596912521440824,-0.4772757742324708,-0.5847710330138445,False,-0.6495595901492003,-0.6750853855833185,-0.32723421851168566,0.6218984033700048,0.11402392395103444,-0.26183135505558264,-0.29213539411974465,-0.21544441917688817,23.6252,5.5024,0.03435114503816794,49.92594288,165.33413004587783,6.870593511450381,6679.0,58.10619469026549,8,0.8111810827769832,29.0179,30.8453,71.26145,37.52115,38.9482,24.8981,18.314,4,1.513,True,,0.9299999999999999,0.9,0.9,0.0,0.13,0.3,0.7120000000000001,0.7120000000000001,B 中高 moat
920509.BJ,同惠电子,电器仪表,20210111,2019,860,18.78,-0.4427299703264095,-0.41165413533834583,-0.5282592313489073,False,-0.6068662340380993,-0.6072849068453005,0.09707020470421668,0.7573728431678823,-0.2841091338539342,-0.19620971616145766,-0.23562359245480746,-0.21544441917688817,42.6696,7.8958,0.5011627906976744,30.10540971,82.51101739151161,3.809823604651162,8229.0,-0.29127551459822587,14,0.8567885185377776,19.4341,15.4049,41.755849999999995,16.4074,58.877,25.7831,10.4513,4,1.271,True,,0.9299999999999999,0.62,0.55,0.0,0.8300000000000001,0.2,0.637,0.637,A 高 moat
920735.BJ,德源药业,化学制药,20210219,1980,860,23.62,-0.013778705636743105,-0.23658694246929546,-0.329358319136854,False,-0.6038906590642292,-0.6203253395941639,0.07803793945514315,0.5350914979256756,0.14484213083573216,-0.02114252329240729,-0.03672268024275416,-0.21544441917688817,12.3907,2.3171,0.06511627906976744,30.481040519999997,58.581389529406984,1.8646868604651161,8528.0,0.3893776474421635,14,1.6663925431150395,19.6391,19.5305,28.298775000000003,20.073150000000002,83.0024,18.8705,20.4381,4,1.376,True,,0.8500000000000001,0.52,1.0,0.15000000000000002,0.27,0.1,0.632,0.632,A 高 moat
920106.BJ,林泰新材,汽车配件,20241218,582,386,34.57,-0.14515331355093963,-0.4791321380141631,-0.5691137978312353,False,-0.7701462765957452,-0.7777260638297877,-0.34648110727686066,0.6870337336554128,0.013467522921535635,-0.26368771883727493,-0.27647815893713545,-0.21544441917688817,15.5257,3.2289,0.010362694300518135,19.56437295,92.54303412106215,5.698269170984456,4910.0,0.3082867039701571,10,0.7771637106481782,27.6947,-39.5784,83.41085000000001,36.336875,49.7435,30.9964,15.7256,3,0.788,True,,0.9299999999999999,0.52,1.0,0.0,0.0,0.3,0.624,0.624,B 中高 moat
920111.BJ,聚星科技,电气设备,20241111,619,413,27.06,-0.19320214669051883,-0.22308354866494406,0.07637231503579955,False,-0.344794188861984,-0.45883777239709267,0.07843830985748235,0.6774056739608254,-0.03458131021804356,-0.007639129488055896,0.3690079539298994,-0.21544441917688817,22.319,4.0941,0.007263922518159807,41.9848077,112.33231849087169,8.065437530266344,6920.0,-0.14830769230769236,14,0.7165066061151547,13.4864,290.0377,74.23157499999999,45.6021,28.4399,17.2921,49.2508,3,1.51,True,,0.5,0.8200000000000001,0.9,0.10000000000000002,0.55,0.3,0.6150000000000001,0.6150000000000001,B 中 moat
920946.BJ,森萱医药,化学制药,20200727,2187,860,9.08,-0.05711318795430953,-0.09290709290709287,-0.17454545454545456,False,-0.353276353276352,-0.48970840480274425,-0.0051691850892584545,0.5222012125527479,0.10150764851816574,0.1225373262697953,0.11809018434864527,-0.21544441917688817,25.9294,2.9501,0.4290697674418605,38.76418527,45.30605777439535,1.0013341860465115,10377.0,-0.0798084596967279,14,1.3894428943897692,10.7045,62.0487,19.8036,8.07245,51.7321,31.2705,6.5063,3,0.931,True,,0.8300000000000001,0.47,0.6000000000000001,0.49000000000000005,0.6,0.1,0.6005000000000001,0.6005000000000001,A 高 moat
920982.BJ,锦波生物,医疗保健,20230720,1099,729,128.88,-0.043136090281386874,-0.33529320748878233,-0.4447938655063973,False,-0.7768311688311687,-0.805108225108225,0.004204887297278637,0.5769556931599578,0.1154847461910884,-0.11984878831189416,-0.1521582266122975,-0.21544441917688817,23.7634,7.2847,0.01783264746227709,148.29621018999998,170.636648160535,1.5831570644718793,11215.0,1.3989304812834225,13,1.371626624556878,38.0198,-16.659,2.083874999999999,21.632900000000003,84.8199,37.5518,24.9085,2,4.318,True,,1.0,0.22,0.9,0.05,0.19999999999999998,0.1,0.5650000000000001,0.5650000000000001,A 高 moat
920208.BJ,青矩技术,建筑工程,20230629,1120,744,12.24,-0.06134969325153361,-0.48528174936921786,-0.5330026707363602,False,-0.7465313729550632,-0.7508800993994617,-0.2827816111154988,0.6486463369432539,0.09727114322094166,-0.2698373301923297,-0.24036703184226038,-0.21544441917688817,11.8864,2.0799,0.18951612903225806,22.796072820000003,41.939076164086025,2.463698924731183,5304.0,-0.02910488742449202,14,0.8520744549317077,18.3252,20.984,6.275625000000001,1.8101749999999999,36.5314,9.4758,26.4065,4,1.194,True,,0.71,0.35000000000000003,1.0,0.0,0.43,0.2,0.5535,0.5535,B 中 moat
920116.BJ,星图测控,软件服务,20250102,567,376,45.44,-0.23475917817446956,-0.5299958626396359,-0.572329411764706,False,-0.6887671232876711,-0.6923287671232875,0.17967933567883132,0.9093475428031691,-0.0761383417019943,-0.31455144346274777,-0.27969377287060615,-0.21544441917688817,100.0925,16.9077,0.10638297872340426,101.642464,354.1509581258511,10.49586143617021,15056.0,0.34212872169727215,12,1.029668981024554,18.9778,5.349,13.659750000000003,7.3235,56.2448,32.0502,28.172,4,3.182,True,,0.9299999999999999,0.35000000000000003,0.7,0.0,0.13,0.5,0.5445,0.5445,A 高 moat
920978.BJ,开特股份,汽车配件,20230928,1029,679,18.42,-0.10712554532234597,-0.3330919623461259,-0.4735638753929694,False,-0.6008667388949072,-0.6084507042253514,0.3829994129215264,0.6708478252406361,0.051495291150129296,-0.11764754316923776,-0.18092823649886958,-0.21544441917688817,20.0063,4.0519,0.33136966126656847,33.16124381,89.74266210609721,4.373599852724595,6564.0,0.1301652892561984,13,0.8205920996850101,23.7335,-18.4508,21.091425,33.379975,29.2059,12.6389,39.5444,3,1.675,True,,0.6699999999999999,0.52,0.75,0.0,0.27999999999999997,0.2,0.519,0.519,B 中 moat
