ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920037.BJ,广信科技,电气设备,20250626,393,263,36.81,-0.08841010401188709,-0.5161035887997896,-0.6162427022518766,False,-0.6691533345317277,-0.6750853855833185,-0.3608075088788544,0.6229418756000553,0.09722642400534165,-0.27390194679434743,-0.2904624236057175,-0.24220164200544214,22.3042,5.1948,0.022813688212927757,47.134494939999996,164.88684207988592,6.850614828897338,6679.0,58.10619469026549,8,0.7793243066865662,29.0179,30.8453,71.26145,37.52115,38.9482,24.8981,18.314,4,1.513,True,,0.9299999999999999,0.9,0.9,0.0,0.0,0.3,0.6990000000000001,0.6990000000000001,B 中高 moat
920509.BJ,同惠电子,电器仪表,20210111,2020,861,18.37,-0.3943290471480382,-0.4287935323383084,-0.5281274081685076,False,-0.6154490265857233,-0.6154490265857233,0.09021550128493394,0.7570326322854205,-0.20869251913080944,-0.18659189033286627,-0.20234712952234846,-0.24220164200544214,41.7381,7.7234,0.4959349593495935,29.44815636,82.45164479247386,3.807735540069686,8229.0,-0.29127551459822587,14,0.8000632707054467,19.4341,15.4049,41.755849999999995,16.4074,58.877,25.7831,10.4513,4,1.271,True,,0.9299999999999999,0.62,0.55,0.0,0.8300000000000001,0.2,0.637,0.637,A 高 moat
920735.BJ,德源药业,化学制药,20210219,1981,861,22.23,-0.01810954063604242,-0.27941653160453805,-0.36846590909090915,False,-0.627201073285259,-0.627201073285259,0.05985213955025159,0.5357111218143641,0.16752698738118632,-0.03721488959909591,-0.042685630444750045,-0.24220164200544214,11.6615,2.1807,0.0023228803716608595,28.68727903,58.60045504275262,1.8658655052264808,8528.0,0.3893776474421635,14,1.6699751145915085,19.6391,19.5305,28.298775000000003,20.073150000000002,83.0024,18.8705,20.4381,4,1.376,True,,0.8500000000000001,0.52,1.0,0.15000000000000002,0.27,0.1,0.632,0.632,A 高 moat
920106.BJ,林泰新材,汽车配件,20241218,583,387,33.11,-0.14156079854809445,-0.4979529946929492,-0.586641697877653,False,-0.7798537234042557,-0.7798537234042557,-0.3630801033245773,0.6869180227332702,0.044075729469134295,-0.25575135268750704,-0.26086141923149386,-0.24220164200544214,14.87,3.0925,0.0,18.73810785,92.33983581444444,5.685999741602067,4910.0,0.3082867039701571,10,0.7597316185188802,27.6947,-39.5784,83.41085000000001,36.336875,49.7435,30.9964,15.7256,3,0.788,True,,0.9299999999999999,0.52,1.0,0.0,0.0,0.3,0.624,0.624,B 中高 moat
920111.BJ,聚星科技,电气设备,20241111,620,414,24.35,-0.25375421391357644,-0.28276877761413843,-0.025999999999999912,False,-0.4104116222760277,-0.45883777239709267,0.014107829834863583,0.680982394341241,-0.0681176858963477,-0.04056713560869629,0.2997802786461592,-0.24220164200544214,20.0838,3.6841,0.0,37.78012075,112.32269413978261,8.059955072463767,6920.0,-0.14830769230769236,14,0.7304757154103081,13.4864,290.0377,74.23157499999999,45.6021,28.4399,17.2921,49.2508,3,1.51,True,,0.5,0.8200000000000001,0.9,0.01999999999999999,0.55,0.3,0.6070000000000001,0.6070000000000001,B 中 moat
920946.BJ,森萱医药,化学制药,20200727,2188,861,8.85,-0.0504291845493563,-0.11322645290581168,-0.2005420054200543,False,-0.36965811965811846,-0.48970840480274425,-0.012260800260323945,0.5220759281394574,0.13520734346787244,0.12897518909963046,0.1252382732261048,-0.24220164200544214,25.2726,2.8754,0.4181184668989547,37.782273090000004,45.27739909675958,1.0007997677119629,10377.0,-0.0798084596967279,14,1.3653648298283878,10.7045,62.0487,19.8036,8.07245,51.7321,31.2705,6.5063,3,0.931,True,,0.8300000000000001,0.47,0.6000000000000001,0.49000000000000005,0.6,0.1,0.6005000000000001,0.6005000000000001,A 高 moat
920982.BJ,锦波生物,医疗保健,20230720,1100,730,119.75,-0.05574830468380376,-0.3702009045966129,-0.47244371998766466,False,-0.7926406926406925,-0.805108225108225,-0.01980049385143079,0.5780194570397401,0.12988822333342498,-0.12799926259117078,-0.14666344134150555,-0.24220164200544214,22.08,6.7687,0.00684931506849315,137.79074465000002,170.6032325771507,1.5839065753424657,11215.0,1.3989304812834225,13,1.3694290353433127,38.0198,-16.659,2.083874999999999,21.632900000000003,84.8199,37.5518,24.9085,2,4.318,True,,1.0,0.22,0.9,0.05,0.19999999999999998,0.1,0.5650000000000001,0.5650000000000001,A 高 moat
920208.BJ,青矩技术,建筑工程,20230629,1121,745,11.76,-0.06518282988871227,-0.4987212276214834,-0.552851711026616,False,-0.7564713191136883,-0.7564713191136883,-0.29166143748698403,0.6485837081125191,0.12045369812851647,-0.25651958561604127,-0.2270714323804569,-0.24220164200544214,11.4202,1.9984,0.13557046979865772,21.90210918,41.90073180724833,2.461321610738255,5304.0,-0.02910488742449202,14,0.8551603088036027,18.3252,20.984,6.275625000000001,1.8101749999999999,36.5314,9.4758,26.4065,4,1.194,True,,0.71,0.35000000000000003,1.0,0.0,0.43,0.2,0.5535,0.5535,B 中 moat
920978.BJ,开特股份,汽车配件,20230928,1030,680,18.05,-0.11779081133919844,-0.33566433566433573,-0.47345390898483075,False,-0.6088840736728054,-0.6088840736728054,0.3724601810173567,0.6704845623946418,0.0678457166780303,-0.09346269365889359,-0.14767363033867165,-0.24220164200544214,19.6044,3.9705,0.3191176470588235,32.49513847,89.63675748776471,4.368584264705883,6564.0,0.1301652892561984,13,0.8030653512373597,23.7335,-18.4508,21.091425,33.379975,29.2059,12.6389,39.5444,3,1.675,True,,0.6699999999999999,0.52,0.85,0.06999999999999999,0.27999999999999997,0.2,0.546,0.546,B 中 moat
920116.BJ,星图测控,软件服务,20250102,568,377,43.5,-0.3001930501930502,-0.5618894148454023,-0.6141222389780893,False,-0.7020547945205478,-0.7020547945205478,0.14677432764220621,0.9088485889650508,-0.11455652217582146,-0.3196877728399602,-0.28834196033193016,-0.24220164200544214,95.8192,16.1859,0.09549071618037135,97.302975,353.43890973068966,10.470321220159148,15056.0,0.34212872169727215,12,0.9961925511035097,18.9778,5.349,13.659750000000003,7.3235,56.2448,32.0502,28.172,4,3.182,True,,0.9299999999999999,0.35000000000000003,0.7,0.0,0.13,0.5,0.5445,0.5445,A 高 moat
920394.BJ,民士达,造纸,20230425,1186,787,46.78,-0.32979942693409736,-0.08148439033968191,-0.17640845070422528,False,-0.39017077304132464,-0.4915254237288136,0.5536677443310869,0.689421329265347,-0.14416289891686862,0.16071725166576023,0.14937182794193382,-0.24220164200544214,53.7034,8.1143,0.758576874205845,68.41575,86.33382038252859,5.0272705209656925,4179.0,-0.1483594864479315,14,0.7128451720902972,16.6634,0.0957,24.492324999999997,13.94905,41.6339,26.9686,20.9763,4,3.003,True,,0.8600000000000001,0.45,0.35000000000000003,0.14,0.55,0.3,0.5245000000000001,0.5245000000000001,B 中高 moat
920418.BJ,苏轴股份,汽车配件,20200727,2188,861,17.01,-0.14736842105263148,-0.32122905027932946,-0.4229986431478968,False,-0.6451814768460564,-0.6451814768460564,0.17445453877387762,0.6540262899742239,0.03826810696459726,-0.07902740827388732,-0.09721836450173771,-0.24220164200544214,18.9566,2.9056,0.44831591173054586,27.639480959999997,82.80403434923345,3.119818931475029,9686.0,-0.10181750741839768,14,0.9384297484984445,17.3332,-14.0931,-0.44720000000000004,0.683125,39.5603,16.9965,13.7412,3,1.445,True,,0.78,0.06999999999999999,0.7000000000000001,0.06999999999999999,0.6799999999999999,0.2,0.47650000000000003,0.47650000000000003,B 中高 moat
920239.BJ,长虹能源,电气设备,20210209,1991,861,20.38,-0.16131687242798365,-0.33959818535320807,-0.37770992366412215,False,-0.6495270851246779,-0.6882352941176471,-0.03817231856692538,0.6455284317551346,0.024319655589245093,-0.09739654334776593,-0.051929645017963044,-0.24220164200544214,14.3992,3.2245,0.0017331022530329288,37.10672278,80.5097577304181,3.8148737514518003,9721.0,-0.10873750802237092,14,0.7738492560144625,24.9781,14.1501,22.016375,22.453325,16.2364,7.4494,73.3724,4,1.294,True,,0.24999999999999997,0.52,1.0,0.0,0.55,0.2,0.47000000000000003,0.47000000000000003,C 低 moat
920839.BJ,万通液压,工程机械,20201109,2083,861,22.92,-0.16533139111434814,-0.33584468270066636,-0.4529832935560859,False,-0.6108658743633268,-0.6108658743633268,0.4214619353398723,0.6362568385369504,0.020305136902880605,-0.09364304069522422,-0.1272030149099268,-0.24220164200544214,23.0297,3.9907,0.5563298490127758,27.09372535,40.61105843997677,2.1612675958188152,5340.0,0.024755325273460027,14,0.8930612027412533,20.1509,-23.3128,14.653075000000001,9.554425,28.1838,15.5615,36.9965,3,0.691,True,,0.6699999999999999,0.27,0.6000000000000001,0.0,0.43,0.2,0.44149999999999995,0.44149999999999995,B 中 moat
920599.BJ,同力股份,工程机械,20210222,1978,861,15.97,-0.033877797943133725,-0.16299790356394117,-0.23734479465138492,False,-0.37372549019607915,-0.3862745098039222,0.25434318932939926,0.4359954218180733,0.15175873007409502,0.07920373844150097,0.08843548399477419,-0.24220164200544214,8.7849,1.9364,0.49477351916376305,73.86524250000001,78.57753933938444,1.7278113821138212,12765.0,0.11895161290322576,14,0.9236081199371969,25.0141,0.7849,7.814774999999999,6.29825,20.9986,12.4082,54.6058,4,3.403,True,,0.47,0.35000000000000003,0.7000000000000001,0.35,0.27999999999999997,0.1,0.4365,0.4365,C 低 moat
920879.BJ,基康技术,电器仪表,20221220,1312,861,12.19,-0.10761346998535881,-0.42716165413533835,-0.45434198746642795,False,-0.680304222397063,-0.680304222397063,0.2387466562111582,0.589996053245321,0.07802305803186993,-0.1849600121298962,-0.12856170882026885,-0.24220164200544214,30.8933,3.7665,0.6155632984901278,24.48590843,33.84285633224158,1.6551728222996516,6495.0,0.5048656163113994,14,0.833577070695342,13.4432,-17.1362,5.1183000000000005,9.899725,52.6252,21.0774,16.2315,3,0.786,True,,0.8300000000000001,0.27,0.45,0.0,0.13,0.1,0.42450000000000004,0.42450000000000004,A 高 moat
920077.BJ,吉林碳谷,化纤,20210831,1788,861,13.15,-0.2810278840896664,-0.2888047593293671,-0.2930107526881721,False,-0.7506163474303046,-0.8699032808647827,-0.308234442116307,0.6294292896885237,-0.09539135607243765,-0.04660311732392497,0.03276952595798699,-0.24220164200544214,39.2785,2.885,0.3681765389082462,77.09054067000001,81.23647652360046,1.7029254355400698,16296.0,0.6059919187937322,14,0.8402707326007746,7.0377,75.2542,60.0075,55.0751,17.6634,6.0847,60.0623,4,3.881,True,,0.13,0.9,0.7,0.0,0.13,0.1,0.42200000000000004,0.42200000000000004,C 价格战赛道
920100.BJ,三协电机,电气设备,20250908,319,211,30.38,-0.18704843457318698,-0.37643678160919536,-0.5765853658536586,False,-0.6657865786578658,-0.6657865786578658,-0.6605927134787037,0.7593864719129426,-0.0014119065559582422,-0.13423513960375322,-0.2508050872074995,-0.24220164200544214,52.6399,6.5917,0.0,31.39257148,152.9809262772512,12.53297914691943,6075.0,318.7368421052632,12,0.7091934607211935,16.2725,-4.4989,9.028200000000002,29.275349999999996,24.5471,10.4154,32.2999,3,0.879,True,,0.5,0.33999999999999997,0.7999999999999999,0.0,0.0,0.3,0.41000000000000003,0.41000000000000003,C 低 moat
920015.BJ,锦华新材,化工原料,20250925,302,198,46.81,-0.12635311683463968,0.14449877750611262,-0.17442680776014108,False,-0.32840746054519343,-0.45224171539961,0.1316888915954486,0.8303334504506265,0.05928341118258906,0.38670041951155476,0.15135347088601803,-0.24220164200544214,36.5887,3.7179,0.6616161616161617,63.45875682,213.38947424914144,11.70790202020202,5674.0,-0.030085470085470134,27,1.153109319348937,15.4425,-41.9805,-16.88895,-17.90305,25.3669,13.5241,21.2881,0,1.612,True,,0.7,0.0,0.4,0.49000000000000005,0.43,0.5,0.40700000000000003,0.40700000000000003,C 价格战赛道
920261.BJ,一诺威,化工原料,20230403,1208,802,12.9,-0.04937361827560793,-0.16015625,-0.20419494139420113,False,-0.2872928176795585,-0.37572815533980675,0.07384586651618852,0.4796898611049174,0.1362629097416208,0.08204539200544214,0.12158533725195797,-0.24220164200544214,19.2604,2.2633,0.48129675810473815,37.55612449,33.255357736458855,1.527254488778055,6304.0,-0.04310868245294475,14,0.734255122622481,11.7244,15.8616,28.460774999999998,15.132125,6.8849,2.6444,48.8154,4,1.14,True,,0.18,0.52,0.7000000000000001,0.42,0.3,0.1,0.401,0.401,C 价格战赛道
920002.BJ,万达轴承,工程机械,20240530,785,523,47.0,-0.13602941176470584,-0.4365859506113642,-0.5607066080942145,False,-0.8458005249343832,-0.8458005249343832,-0.1560698013530657,0.9512313181768656,0.0496071162525229,-0.19438430860592204,-0.23492632944805536,-0.24220164200544214,50.3608,4.0247,0.30592734225621415,29.940952850000002,148.2025021740153,13.385015487571701,7743.0,0.2840796019900498,12,1.0164170567671302,8.855,-17.3945,0.8273999999999999,4.201075,30.8579,15.6918,7.937,3,1.193,True,,0.5,0.27,0.6499999999999999,0.0,0.27999999999999997,0.3,0.39049999999999996,0.39049999999999996,B 中 moat
920640.BJ,富士达,通信设备,20200727,2188,861,25.05,-0.22156619018023616,-0.3041666666666667,-0.45041684949539273,False,-0.5526785714285711,-0.5682142857142856,0.13168870686944745,0.6537796839820963,-0.035929662163007414,-0.061965024661224555,-0.12463657084923363,-0.24220164200544214,60.2901,5.0054,0.5156794425087108,47.025864,132.2675714162253,2.3726131242740998,13543.0,0.2836966824644549,14,0.7783788166013209,8.6435,2.2127,30.030874999999998,14.596975,30.4512,6.397,35.9126,4,2.195,True,,0.32999999999999996,0.55,0.5,0.0,0.14999999999999997,0.2,0.36150000000000004,0.36150000000000004,B 中 moat
920720.BJ,吉冈精密,机械基件,20211124,1703,861,8.79,-0.12884043607532214,-0.2747524752475248,-0.39211618257261416,False,-0.6814063066328382,-0.6814063066328382,-0.07758420969096602,0.802711036394412,0.0567960919419066,-0.03255083324208263,-0.06633590392645505,-0.24220164200544214,40.4952,4.261,0.39372822299651566,23.28394879,52.69468280667829,6.382938443670152,8423.0,-0.048678563361192695,14,0.8857556715451264,12.4253,-35.3009,0.49735000000000085,23.115175,20.7843,6.3153,43.9504,3,0.591,True,,0.32999999999999996,0.13999999999999996,0.7,0.06999999999999999,0.43,0.3,0.33899999999999997,0.33899999999999997,C 低 moat
