ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920037.BJ,广信科技,电气设备,20250626,424,284,42.35,0.12782956058588568,-0.07004830917874394,-0.49098557692307687,True,-0.6193600575229193,-0.6750853855833185,-0.2557979168184227,0.6105128094270171,0.1300016081567107,0.0830542222155124,-0.20495166290616862,-0.15310253139425634,25.6611,5.9766,0.13732394366197184,54.228358070000006,156.24613418436618,6.454732042253521,6679.0,58.10619469026549,8,0.5890098358416548,29.0179,30.8453,71.26145,37.52115,38.9482,24.8981,18.314,4,1.804,True,,0.9299999999999999,0.9,0.9,0.5,0.0,0.3,0.7490000000000001,0.7490000000000001,B 中高 moat
920106.BJ,林泰新材,汽车配件,20241218,614,408,34.73,0.036716417910447774,-0.22512271307452036,-0.5386556854410203,False,-0.7690824468085112,-0.7798537234042557,-0.3294568334867748,0.6738832873808013,0.03888846548127278,-0.07202018168026403,-0.252621771424112,-0.15310253139425634,15.5975,3.2438,0.0196078431372549,19.65492255,88.58372263139707,5.455878921568627,4910.0,0.3082867039701571,10,0.8762998877845652,27.6947,-39.5784,83.41085000000001,36.336875,49.7435,30.9964,15.7256,3,0.903,True,,0.9299999999999999,0.52,1.0,0.06999999999999999,0.13,0.3,0.644,0.644,B 中高 moat
920735.BJ,德源药业,化学制药,20210219,2012,882,23.94,0.05462555066079311,-0.08904109589041098,-0.3148254149971379,False,-0.5985242327687403,-0.627201073285259,0.07996877293586135,0.5316509837370594,0.05679759823161812,0.06406143550384535,-0.028791500980229645,-0.15310253139425634,12.5586,2.3485,0.09863945578231292,30.89399281,58.708446786598635,1.8752282312925173,8528.0,0.3893776474421635,14,0.821322793532808,19.6391,19.5305,28.298775000000003,20.073150000000002,83.0024,18.8705,20.4381,4,1.569,True,,0.8500000000000001,0.52,1.0,0.22000000000000003,0.13,0.1,0.625,0.625,A 高 moat
920111.BJ,聚星科技,电气设备,20241111,651,435,29.09,0.1825203252032519,0.0308291991495393,0.19123669123669118,False,-0.2956416464891021,-0.45883777239709267,0.11816459314787786,0.6746532345481773,0.1846923727740769,0.18393173054379564,0.47727060525359943,-0.15310253139425634,18.0787,4.0954,0.0,45.134444050000006,110.13190606314943,7.823112413793103,7069.0,-0.10109359104781279,15,0.572342824213155,13.4864,239.9803,131.449675,76.78707500000002,22.7613,13.7361,53.8348,3,1.389,True,,0.3,0.8200000000000001,1.0,0.5700000000000001,0.55,0.3,0.6220000000000001,0.6220000000000001,C 低 moat
920946.BJ,森萱医药,化学制药,20200727,2219,882,9.7,0.06828193832599116,0.007268951194184581,-0.09176029962546817,True,-0.30911680911680794,-0.48970840480274425,0.013024567211209703,0.5259627231564866,0.07045398589681617,0.16037148258844092,0.19427361439144009,-0.15310253139425634,27.6999,3.1516,0.47959183673469385,41.411078980000006,45.92476700766441,1.0157926303854874,10377.0,-0.0798084596967279,14,1.508830646778585,10.7045,62.0487,19.8036,8.07245,51.7321,31.2705,6.5063,3,1.016,True,,0.8300000000000001,0.47,0.6000000000000001,0.61,0.6699999999999999,0.1,0.6195,0.6195,A 高 moat
920509.BJ,同惠电子,电器仪表,20210111,2051,882,19.94,0.06631016042780757,-0.3709779179810725,-0.4330395223201592,False,-0.5825832112204312,-0.615658362989324,0.11255276176636131,0.7514118940816314,0.06848220799863258,-0.21787538658681616,-0.14700560830325093,-0.15310253139425634,44.341,9.0174,0.4988662131519274,31.96495578,81.74695698517006,3.79199693877551,7965.0,-0.054823780704877145,15,0.8818354903566092,19.4341,10.451,30.518499999999996,15.474850000000002,57.8495,28.3312,11.176,4,1.048,True,,0.9299999999999999,0.62,0.55,0.0,0.53,0.2,0.607,0.607,A 高 moat
920208.BJ,青矩技术,建筑工程,20230629,1152,766,11.98,0.002510460251046176,-0.4300666032350142,-0.5141930251419302,False,-0.7519155104576519,-0.7564713191136883,-0.28075433591166243,0.6415813146374132,0.004682507821871185,-0.2769640718407579,-0.22815911112502196,-0.15310253139425634,11.2862,2.1312,0.12402088772845953,22.31184252,41.30427408856398,2.4215787206266315,5349.0,-0.0020522388059701635,15,0.9619033556629728,18.3252,13.652,9.54745,1.168425,46.9704,19.0812,25.3283,4,1.428,True,,0.78,0.35000000000000003,1.0,0.0,0.43,0.2,0.5745000000000001,0.5745000000000001,B 中高 moat
920982.BJ,锦波生物,医疗保健,20230720,1131,751,118.18,-0.04230145867098867,-0.28505747126436787,-0.3886187273667874,False,-0.7953593073593073,-0.805108225108225,-0.023384568513681203,0.574026483098571,-0.04012941110016366,-0.13195493987011153,-0.10258481334987912,-0.15310253139425634,21.7905,6.6799,0.0039946737683089215,135.98421881,170.25268037438082,1.6008258322237017,11215.0,1.3989304812834225,13,1.0414222675479026,38.0198,-16.659,2.083874999999999,21.632900000000003,84.8199,37.5518,24.9085,2,5.264,True,,1.0,0.22,0.9,0.0,0.13,0.1,0.553,0.553,A 高 moat
920571.BJ,国航远洋,水运,20221215,1348,882,9.2,0.1400247831474597,-0.04166666666666674,-0.2634107285828664,True,-0.43314849044978476,-0.5268022181146027,0.23653577566523487,0.7017596729060409,0.1421968307182847,0.1114358647275896,0.022623185434041848,-0.15310253139425634,28.9848,3.7554,0.2991202346041056,51.09748568,160.2462046963152,7.0601642857142854,14955.0,-0.37505223568742163,15,1.0245622711305054,2.0435,603.8063,204.0075,18.794175,36.127,19.3123,72.0889,3,1.576,True,,0.15,0.74,0.75,0.62,0.8300000000000001,0.3,0.54,0.54,B 中高 moat
920116.BJ,星图测控,软件服务,20250102,599,398,42.92,-0.03982102908277407,-0.29174917491749175,-0.6109146949505937,False,-0.7060273972602737,-0.7060273972602737,0.1292955458618701,0.8929790187875492,-0.037648981511949065,-0.1386466435232354,-0.32488078093368544,-0.15310253139425634,94.5416,15.97,0.09045226130653267,96.005602,341.58799129263826,9.980997487437186,15056.0,0.34212872169727215,12,0.7226815325742901,18.9778,5.349,13.659750000000003,7.3235,56.2448,32.0502,28.172,4,2.585,True,,0.9299999999999999,0.35000000000000003,0.7,0.0,0.0,0.5,0.5315,0.5315,A 高 moat
