ts_code,name,industry,list_date,days_listed,n_days_data,close,ret_20d,ret_60d,ret_120d,above_ma60,dd_now,max_dd,ann_ret,vol_ann,rel_ret_20d,rel_ret_60d,rel_ret_120d,idx_ret_60d,pe_ttm,pb,pe_quantile,total_mv_yi,amount_mean_wan,turnover_mean,holder_latest,holder_change_4q,holder_n_quarters,attention_ratio,roe_ttm,netprofit_yoy_q,netprofit_yoy_mean_4q,or_yoy_mean_4q,gp_margin,np_margin,debt_ratio,n_positive_quarters,weight_idx,pass,reject_reason,s_quality,s_growth,s_value,s_momentum,s_attention,s_liquidity,total_score,sort_key,perilla_tag
920037.BJ,广信科技,电气设备,20250626,384,256,37.5,-0.15254237288135597,-0.48965704953728906,-0.5931872423519202,False,-0.6629516447959736,-0.6718497213733599,-0.357479372029296,0.6257546729464918,-0.0389984397375005,-0.3337913988249719,-0.31613531177409304,-0.15586565071231717,22.7223,5.2921,0.0078125,48.01802663,168.27405190570312,6.99933828125,6679.0,58.10619469026549,8,0.8899732510831947,29.0179,30.8453,71.26145,37.52115,38.9482,24.8981,18.314,4,1.513,True,,0.9299999999999999,0.9,0.9,0.0,0.13,0.3,0.7120000000000001,0.7120000000000001,B 中高 moat
920111.BJ,聚星科技,电气设备,20241111,611,407,29.38,-0.09096534653465349,0.206570841889117,0.14497272018706142,False,-0.28861985472154805,-0.45883777239709267,0.13343756406620844,0.6791121098045959,0.022578586609201978,0.3624364926014342,0.4220246507648886,-0.15586565071231717,24.2326,4.4451,0.007371007371007371,45.584392099999995,112.7271493285258,8.122841769041768,6920.0,-0.14830769230769236,14,0.702308751787536,13.4864,290.0377,74.23157499999999,45.6021,28.4399,17.2921,49.2508,3,1.51,True,,0.5,0.8200000000000001,0.9,0.5,0.55,0.3,0.6550000000000001,0.6550000000000001,B 中 moat
920735.BJ,德源药业,化学制药,20210219,1972,854,28.0,0.20793787748058667,-0.09996785599485691,-0.2393371366476501,True,-0.5304376991447256,-0.6203253395941639,0.13148796525371642,0.5313737131782906,0.32148181062444214,0.05589779471746026,0.03771479393017707,-0.15586565071231717,14.6884,2.7468,0.32201405152224827,36.13332492,57.94338800319673,1.8424074941451989,8528.0,0.3893776474421635,14,1.5835413854666152,19.6391,19.5305,28.298775000000003,20.073150000000002,83.0024,18.8705,20.4381,4,1.376,True,,0.8500000000000001,0.52,0.85,0.5499999999999999,0.27,0.1,0.6420000000000001,0.6420000000000001,A 高 moat
920509.BJ,同惠电子,电器仪表,20210111,2011,854,21.54,-0.33395176252319114,-0.27645280483708434,-0.44541709577754895,False,-0.5490893866443376,-0.6061349693251525,0.14096531631819187,0.7583569284729992,-0.22040782937933567,-0.12058715412476717,-0.16836516519972178,-0.15586565071231717,48.9406,9.0562,0.5058548009367682,34.52984692,82.80272879728336,3.819119320843091,8229.0,-0.29127551459822587,14,0.9761751117672917,19.4341,15.4049,41.755849999999995,16.4074,58.877,25.7831,10.4513,4,1.271,True,,0.9299999999999999,0.62,0.55,0.0,0.8300000000000001,0.2,0.637,0.637,A 高 moat
920106.BJ,林泰新材,汽车配件,20241218,574,380,35.66,-0.17890858853327196,-0.43584875810789436,-0.5660744706741301,False,-0.7628989361702133,-0.772140957446809,-0.33798037707257556,0.6906256118508648,-0.06536465538941649,-0.2799831073955772,-0.2890225400963029,-0.15586565071231717,16.0152,3.3307,0.005263157894736842,20.1812421,93.6591084276579,5.765684473684211,4910.0,0.3082867039701571,10,0.7859156256624867,27.6947,-39.5784,83.41085000000001,36.336875,49.7435,30.9964,15.7256,3,0.788,True,,0.9299999999999999,0.52,1.0,0.0,0.0,0.3,0.624,0.624,B 中高 moat
920946.BJ,森萱医药,化学制药,20200727,2179,854,10.22,0.11816192560175054,0.011881188118811892,-0.11515151515151512,True,-0.2720797720797705,-0.48970840480274425,0.028455398184531022,0.5225861364281185,0.231705858745606,0.16774683883112906,0.16190041542631206,-0.15586565071231717,29.1849,3.3205,0.49882903981264637,43.63105435,45.33117102035129,1.001176932084309,10377.0,-0.0798084596967279,14,1.3440612261572964,10.7045,62.0487,19.8036,8.07245,51.7321,31.2705,6.5063,3,0.931,True,,0.8300000000000001,0.47,0.6000000000000001,0.6900000000000001,0.6,0.1,0.6205000000000002,0.6205000000000002,A 高 moat
920208.BJ,青矩技术,建筑工程,20230629,1112,738,12.3,-0.1307420494699646,-0.46288209606986896,-0.532319391634981,False,-0.745288879685235,-0.7508800993994617,-0.28357979264385536,0.650881492330084,-0.017198116326109125,-0.3070164453575518,-0.2552674610571538,-0.15586565071231717,11.9446,2.0901,0.1897018970189702,22.90781828,42.12637343743903,2.475930487804878,5304.0,-0.02910488742449202,14,0.8752006720179205,18.3252,20.984,6.275625000000001,1.8101749999999999,36.5314,9.4758,26.4065,4,1.194,True,,0.71,0.35000000000000003,1.0,0.0,0.43,0.2,0.5535,0.5535,B 中 moat
920982.BJ,锦波生物,医疗保健,20230720,1091,723,126.8,-0.18277906676978606,-0.29205516163251644,-0.4745783781543944,False,-0.7804329004329003,-0.805108225108225,-0.0011769069324776282,0.5753453752140189,-0.06923513362593059,-0.13618951092019926,-0.19752644757656723,-0.15586565071231717,23.3799,7.1672,0.009681881051175657,145.90285112,169.88093711655603,1.566267358229599,11215.0,1.3989304812834225,13,1.1264987385825733,38.0198,-16.659,2.083874999999999,21.632900000000003,84.8199,37.5518,24.9085,2,4.318,True,,1.0,0.22,0.9,0.0,0.13,0.1,0.553,0.553,A 高 moat
920116.BJ,星图测控,软件服务,20250102,559,370,49.99,-0.18583061889250807,-0.46711438013005013,-0.6404890327220425,False,-0.6576027397260271,-0.6576027397260271,0.25859743539204216,0.9149363489527458,-0.0722866857486526,-0.31124872941773296,-0.3634371021442153,-0.15586565071231717,110.1149,18.6007,0.11621621621621622,111.82013149999999,357.5471197172432,10.643541891891891,15056.0,0.34212872169727215,12,0.997761425789748,18.9778,5.349,13.659750000000003,7.3235,56.2448,32.0502,28.172,4,3.182,True,,0.9299999999999999,0.35000000000000003,0.7,0.0,0.13,0.5,0.5445,0.5445,A 高 moat
920394.BJ,民士达,造纸,20230425,1177,780,49.26,-0.22229239027470804,0.06232477895190858,-0.02916830902640921,False,-0.3578412201798985,-0.4915254237288136,0.5848543621307203,0.6877700117165387,-0.10874845713085257,0.21819042966422575,0.24788362155141797,-0.15586565071231717,56.5504,8.5445,0.8461538461538461,72.04275,86.39199389082052,5.062113846153847,4179.0,-0.1483594864479315,14,1.0286979905241145,16.6634,0.0957,24.492324999999997,13.94905,41.6339,26.9686,20.9763,4,3.003,True,,0.8600000000000001,0.45,0.2,0.22000000000000003,0.6799999999999999,0.3,0.5155,0.5155,B 中高 moat
920978.BJ,开特股份,汽车配件,20230928,1021,673,20.45,-0.10267661254936378,-0.2242033383915023,-0.44804318488529016,False,-0.5568797399783307,-0.5817984832069332,0.43977602451580333,0.6720708442081034,0.010867320594491692,-0.06833768767918513,-0.17099125430746298,-0.15586565071231717,22.2111,4.4984,0.4160475482912333,36.81582171,90.27255463362556,4.398405943536405,6564.0,0.1301652892561984,13,0.8317482600384879,23.7335,-18.4508,21.091425,33.379975,29.2059,12.6389,39.5444,3,1.675,True,,0.6699999999999999,0.52,0.6000000000000001,0.0,0.27999999999999997,0.2,0.489,0.489,B 中 moat
920239.BJ,长虹能源,电气设备,20210209,1982,854,21.77,-0.1954915003695491,-0.27505827505827507,-0.35534498075214693,False,-0.6256233877901981,-0.6882352941176471,-0.020463283636117047,0.6471258201136971,-0.08194756722569363,-0.1191926243459579,-0.07829305017431976,-0.15586565071231717,15.3812,3.4444,0.0017543859649122807,39.637554210000005,80.9763780494145,3.8409752927400467,9721.0,-0.10873750802237092,14,0.8026564438417818,24.9781,14.1501,22.016375,22.453325,16.2364,7.4494,73.3724,4,1.294,True,,0.24999999999999997,0.52,1.0,0.0,0.6799999999999999,0.2,0.48300000000000004,0.48300000000000004,C 低 moat
