ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688028.SH,2025-05-13,23.3,23.78,23.0,23.12,23.3,-0.18,-0.7725,48190.51,112428.943,3.1963,1.27,35.434,1.7866,351418.9783
688028.SH,2025-05-14,23.11,23.35,22.65,22.93,23.12,-0.19,-0.8218,34701.82,79568.951,2.3016,0.84,35.1428,1.7719,348531.0196
688028.SH,2025-05-15,22.9,22.9,22.21,22.42,22.93,-0.51,-2.2242,29715.8,66621.347,1.9709,0.72,34.3612,1.7325,340779.1304
688028.SH,2025-05-16,22.29,23.1,22.29,22.5,22.42,0.08,0.3568,34211.75,77857.339,2.2691,0.87,34.4838,1.7387,341995.113
688028.SH,2025-05-19,22.43,22.55,21.69,22.24,22.5,-0.26,-1.1556,32281.59,70994.722,2.1411,0.81,34.0853,1.7186,338043.1695
688028.SH,2025-05-20,22.24,22.91,21.9,22.49,22.24,0.25,1.1241,28531.63,64153.369,1.8924,0.8,34.4685,1.7379,341843.1152
688028.SH,2025-05-21,22.25,22.48,21.82,22.0,22.49,-0.49,-2.1787,32266.06,71036.912,2.1401,1.01,33.7175,1.7,334395.2216
688028.SH,2025-05-22,21.89,22.27,21.35,21.47,22.0,-0.53,-2.4091,26633.41,57931.541,1.7665,0.85,32.9052,1.6591,326339.3367
688028.SH,2025-05-23,21.43,21.83,21.01,21.02,21.47,-0.45,-2.0959,22019.75,47069.571,1.4605,0.72,32.2155,1.6243,319499.4345
688028.SH,2025-05-26,20.99,21.34,20.96,21.31,21.02,0.29,1.3796,15364.36,32496.467,1.0191,0.54,32.66,1.6467,323907.3715
688028.SH,2025-05-27,21.18,22.14,21.08,21.52,21.31,0.21,0.9855,39861.18,86476.533,2.6439,1.6,32.9818,1.6629,327099.3259
688028.SH,2025-05-28,21.37,21.72,20.91,21.02,21.52,-0.5,-2.3234,26532.71,56094.055,1.7598,0.97,32.2155,1.6243,319499.4345
688028.SH,2025-05-29,20.92,21.44,20.92,21.43,21.02,0.41,1.9505,19379.26,41305.518,1.2854,0.74,32.8439,1.656,325731.3454
688028.SH,2025-05-30,21.4,21.45,20.77,20.82,21.43,-0.61,-2.8465,23220.62,48541.044,1.5401,0.94,31.909,1.6089,316459.4779
688028.SH,2025-06-03,20.68,21.13,20.56,21.0,20.82,0.18,0.8646,16104.88,33744.128,1.0682,0.65,32.1849,1.6228,319195.4388
688028.SH,2025-06-04,21.08,21.76,21.0,21.29,21.0,0.29,1.381,20340.05,43464.918,1.3491,0.81,32.6293,1.6452,323603.3758
688028.SH,2025-06-05,21.46,21.6,21.15,21.55,21.29,0.26,1.2212,18725.7,40151.299,1.242,0.89,33.0278,1.6653,327555.3193
688028.SH,2025-06-06,21.46,21.54,21.23,21.39,21.55,-0.16,-0.7425,13671.2,29150.519,0.9068,0.7,32.7826,1.6529,325123.3541
688028.SH,2025-06-09,21.39,21.54,21.36,21.46,21.39,0.07,0.3273,15255.81,32721.29,1.0119,0.83,32.8899,1.6583,326187.3389
688028.SH,2025-06-10,21.46,21.52,20.69,20.92,21.46,-0.54,-2.5163,22760.92,47803.901,1.5097,1.35,32.0623,1.6166,317979.4562
688028.SH,2025-06-11,20.97,21.24,20.85,21.01,20.92,0.09,0.4302,14393.55,30370.387,0.9547,0.79,32.2002,1.6235,319347.4366
688028.SH,2025-06-12,21.15,21.15,20.84,21.03,21.01,0.02,0.0952,9147.03,19230.094,0.6067,0.54,32.2309,1.6251,319651.4323
688028.SH,2025-06-13,21.16,21.16,20.45,20.58,21.03,-0.45,-2.1398,17773.06,36759.356,1.1788,1.18,31.5412,1.5903,312811.53
688028.SH,2025-06-16,20.58,20.98,20.42,20.9,20.58,0.32,1.5549,14231.27,29613.614,0.9439,0.9,32.0316,1.615,317675.4605
688028.SH,2025-06-17,20.8,20.87,20.45,20.59,20.68,-0.09,-0.4352,7942.31,16364.259,0.5268,0.51,31.5565,1.6184,312963.5279
688028.SH,2025-06-18,20.46,20.69,20.21,20.65,20.59,0.06,0.2914,14438.87,29506.321,0.9577,1.14,31.6485,1.6231,313875.5148
