ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,volume_ratio,turnover_rate,turnover_rate_f
688017.SH,2025-03-18,171.0,172.3,168.57,169.71,170.33,-0.62,-0.364,37928.25,645155.299,0.54,2.2474,3.7982
688017.SH,2025-03-19,169.5,172.0,163.5,167.58,169.71,-2.13,-1.2551,54473.71,913851.771,0.86,3.2278,5.4551
688017.SH,2025-03-20,166.1,176.97,163.0,166.39,167.58,-1.19,-0.7101,81182.66,1374280.918,1.27,4.8104,8.1298
688017.SH,2025-03-21,165.06,166.39,155.0,155.17,166.39,-11.22,-6.7432,84111.48,1328136.42,1.26,4.984,8.4231
688017.SH,2025-03-24,155.98,158.0,152.8,157.6,155.17,2.43,1.566,46917.88,729834.234,0.75,2.7801,4.6984
688017.SH,2025-03-25,157.65,163.26,155.0,157.0,157.6,-0.6,-0.3807,51026.33,813642.114,0.84,3.0235,5.1099
688017.SH,2025-03-26,155.0,161.7,154.88,155.45,157.0,-1.55,-0.9873,38574.49,608461.543,0.61,2.2857,3.8629
688017.SH,2025-03-27,153.03,157.98,152.43,153.5,155.45,-1.95,-1.2544,33268.28,516354.287,0.55,1.9713,3.3315
688017.SH,2025-03-28,152.68,156.38,151.95,153.2,153.5,-0.3,-0.1954,24648.39,379419.516,0.49,1.4605,2.4683
688017.SH,2025-03-31,151.0,151.2,141.92,149.1,153.2,-4.1,-2.6762,65508.65,953724.499,1.68,3.8817,6.5601
688017.SH,2025-04-01,149.88,150.0,144.01,144.45,149.1,-4.65,-3.1187,37954.02,556822.248,0.89,2.2489,3.8008
688017.SH,2025-04-02,144.0,147.76,144.0,146.9,144.45,2.45,1.6961,27999.12,409962.001,0.7,1.6591,2.8039
688017.SH,2025-04-03,144.88,149.85,144.88,145.9,146.9,-1.0,-0.6807,24728.62,364194.632,0.65,1.4653,2.4764
688017.SH,2025-04-07,135.17,136.59,116.72,117.2,145.9,-28.7,-19.671,80333.16,1005960.339,2.22,4.7601,8.0447
688017.SH,2025-04-08,119.19,124.4,115.12,119.44,117.2,2.24,1.9113,64567.82,773768.043,1.36,3.8259,6.4659
688017.SH,2025-04-09,115.81,126.2,111.0,125.57,119.44,6.13,5.1323,76481.27,920437.472,1.62,4.5319,7.659
688017.SH,2025-04-10,129.22,136.86,129.22,131.52,125.57,5.95,4.7384,71617.45,954951.958,1.31,4.2436,7.1719
688017.SH,2025-04-11,129.7,136.65,129.03,134.85,131.52,3.33,2.5319,53601.1,718273.951,0.84,3.1761,5.3677
688017.SH,2025-04-14,136.87,140.0,135.37,135.86,134.85,1.01,0.749,39260.92,539155.529,0.57,2.3264,3.9317
688017.SH,2025-04-15,136.0,137.6,133.2,135.08,135.86,-0.78,-0.5741,31673.25,427800.139,0.52,1.8768,3.1718
688017.SH,2025-04-16,134.75,137.08,132.37,135.46,135.08,0.38,0.2813,39025.74,525219.391,0.72,2.3124,3.9081
688017.SH,2025-04-17,134.12,137.31,133.68,133.68,135.46,-1.78,-1.314,24828.21,336432.022,0.53,1.4712,2.4863
688017.SH,2025-04-18,133.18,135.78,132.6,133.43,133.68,-0.25,-0.187,15981.21,213512.754,0.42,0.947,1.6004
688017.SH,2025-04-21,133.43,144.98,131.2,142.98,133.43,9.55,7.1573,54524.48,754222.364,1.81,3.2308,5.4602
688017.SH,2025-04-22,141.55,143.55,139.8,140.01,142.98,-2.97,-2.0772,35963.74,509032.372,1.08,2.131,3.6015
688017.SH,2025-04-23,143.0,147.68,140.9,146.0,140.01,5.99,4.2783,71980.15,1043533.308,2.11,4.2651,7.2082
688017.SH,2025-04-24,145.18,146.6,142.06,142.66,146.0,-3.34,-2.2877,40346.35,580419.71,0.99,2.3907,4.0403
688017.SH,2025-04-25,142.74,145.65,140.01,143.06,142.66,0.4,0.2804,34347.34,491371.465,0.78,2.0352,3.4396
688017.SH,2025-04-28,142.5,143.95,139.4,140.88,143.06,-2.18,-1.5238,26820.11,378077.201,0.57,1.5892,2.6858
688017.SH,2025-04-29,139.87,143.5,139.87,140.63,140.88,-0.25,-0.1775,27623.68,390987.229,0.66,1.6368,2.7663
688017.SH,2025-04-30,142.01,149.0,141.63,147.45,140.63,6.82,4.8496,46417.71,675818.951,1.15,2.7505,4.6483
688017.SH,2025-05-06,150.0,150.5,147.2,148.58,147.45,1.13,0.7664,42123.16,626553.144,1.2,2.496,4.2183
688017.SH,2025-05-07,150.21,151.6,144.51,146.07,148.58,-2.51,-1.6893,43985.42,649692.795,1.24,2.6063,4.4048
688017.SH,2025-05-08,146.0,149.67,144.65,146.9,146.07,0.83,0.5682,30400.91,447532.333,0.81,1.8014,3.0444
688017.SH,2025-05-09,146.63,146.89,140.7,141.99,146.9,-4.91,-3.3424,31620.47,451162.855,0.83,1.8737,3.1665
688017.SH,2025-05-12,143.9,148.49,143.89,146.6,141.99,4.61,3.2467,38588.62,563893.757,0.99,2.2865,3.8643
688017.SH,2025-05-13,148.43,148.88,144.01,146.06,146.6,-0.54,-0.3683,34809.09,509821.622,0.93,2.0626,3.4858
688017.SH,2025-05-14,147.9,148.54,144.36,145.48,146.06,-0.58,-0.3971,40392.79,591813.069,1.13,2.3935,4.045
688017.SH,2025-05-15,145.9,145.99,139.51,140.02,145.48,-5.46,-3.7531,29424.52,415383.518,0.84,1.7435,2.9466
688017.SH,2025-05-16,139.8,143.39,139.0,140.68,140.02,0.66,0.4714,26908.01,382046.689,0.77,1.5944,2.6946
688017.SH,2025-05-19,140.0,140.0,134.5,136.22,140.68,-4.46,-3.1703,29993.74,409181.847,0.88,1.7773,3.0036
688017.SH,2025-05-20,136.22,137.68,134.63,136.02,136.22,-0.2,-0.1468,22331.24,304456.227,0.69,1.3232,2.2363
688017.SH,2025-05-21,136.0,136.89,133.5,134.45,136.02,-1.57,-1.1542,25164.63,338318.633,0.84,1.4911,2.52
688017.SH,2025-05-22,134.2,136.33,132.33,132.6,134.45,-1.85,-1.376,23681.56,317876.132,0.88,1.4032,2.3715
688017.SH,2025-05-23,132.32,133.65,128.4,128.55,132.6,-4.05,-3.0543,42447.55,556177.463,1.66,2.5152,4.2508
688017.SH,2025-05-26,128.55,129.5,127.21,128.79,128.55,0.24,0.1867,24066.11,309085.018,0.84,1.426,2.41
688017.SH,2025-05-27,122.01,122.39,117.5,117.99,128.79,-10.8,-8.3857,73532.01,876762.815,2.67,4.3571,7.3636
688017.SH,2025-05-28,118.0,118.0,114.86,115.55,117.99,-2.44,-2.068,49812.32,577086.935,1.32,2.9516,4.9883
688017.SH,2025-05-29,115.5,118.19,115.18,118.02,115.55,2.47,2.1376,41482.53,486151.45,0.97,2.458,4.1541
688017.SH,2025-05-30,117.2,117.4,115.18,116.0,118.02,-2.02,-1.7116,25489.34,296712.085,0.55,1.5104,2.5525
688017.SH,2025-06-03,115.82,119.44,115.33,117.48,116.0,1.48,1.2759,30750.48,362681.26,0.72,1.8221,3.0794
688017.SH,2025-06-04,118.5,127.97,117.61,122.9,117.48,5.42,4.6136,68370.1,838004.413,1.55,4.0512,6.8467
688017.SH,2025-06-05,122.93,134.58,120.61,130.29,122.9,7.39,6.013,81192.14,1035661.765,1.88,4.811,8.1307
688017.SH,2025-06-06,127.71,128.8,125.72,126.09,130.29,-4.2,-3.2236,50603.66,642305.132,1.02,2.9985,5.0675
688017.SH,2025-06-09,125.55,126.2,122.34,123.93,126.09,-2.16,-1.7131,39988.45,495948.938,0.78,2.3695,4.0045
688017.SH,2025-06-10,123.96,124.61,119.4,122.1,123.93,-1.83,-1.4766,41034.09,499099.156,0.76,2.4314,4.1092
688017.SH,2025-06-11,122.45,122.95,120.89,121.31,122.1,-0.79,-0.647,24552.3,299281.037,0.44,1.4548,2.4587
688017.SH,2025-06-12,121.0,122.49,119.8,120.8,121.31,-0.51,-0.4204,22433.04,271962.519,0.47,1.3293,2.2465
688017.SH,2025-06-13,119.64,122.8,117.88,118.62,120.8,-2.18,-1.8046,27508.3,329507.893,0.77,1.63,2.7547
688017.SH,2025-06-16,117.67,120.42,117.41,119.68,118.62,1.06,0.8936,21124.84,252137.366,0.68,1.2517,2.1155
688017.SH,2025-06-17,119.67,120.93,118.96,120.63,119.68,0.95,0.7938,20886.73,250320.057,0.76,1.2376,2.0916
688017.SH,2025-06-18,120.93,122.5,120.0,121.5,120.63,0.87,0.7212,28805.05,349488.186,1.24,1.7068,2.8846
688017.SH,2025-06-19,120.72,124.79,120.72,121.48,121.4,0.08,0.0659,41313.11,509174.953,1.71,2.448,4.1372
688017.SH,2025-06-20,121.48,121.57,116.07,116.32,121.48,-5.16,-4.2476,36254.57,427123.376,1.3,2.1482,3.6306
688017.SH,2025-06-23,113.59,118.47,113.59,118.42,116.32,2.1,1.8054,21959.65,256653.098,0.74,1.3012,2.1991
688017.SH,2025-06-24,118.6,127.57,118.6,125.7,118.42,7.28,6.1476,62351.47,772453.262,2.09,3.6946,6.244
688017.SH,2025-06-25,125.47,127.03,124.44,126.93,125.7,1.23,0.9785,45520.37,572864.335,1.19,2.6973,4.5585
688017.SH,2025-06-26,126.9,128.33,124.09,124.11,126.93,-2.82,-2.2217,34749.02,438508.46,0.84,2.059,3.4798
688017.SH,2025-06-27,124.65,125.7,123.23,124.1,124.11,-0.01,-0.0081,24140.58,300511.239,0.6,1.4304,2.4175
688017.SH,2025-06-30,124.8,126.37,123.58,124.89,124.1,0.79,0.6366,27684.42,346153.401,0.73,1.6404,2.7724
688017.SH,2025-07-01,124.28,124.97,122.22,123.14,124.89,-1.75,-1.4012,22443.51,276694.229,0.58,1.3299,2.2475
688017.SH,2025-07-02,122.2,123.13,119.0,120.05,123.14,-3.09,-2.5093,25425.54,305891.013,0.82,1.5066,2.5462
688017.SH,2025-07-03,119.91,121.17,118.9,120.1,120.05,0.05,0.0416,17729.38,212380.751,0.66,1.0505,1.7754
688017.SH,2025-07-04,121.0,121.66,117.82,119.06,120.1,-1.04,-0.8659,24074.09,287398.829,1.03,1.4265,2.4108
688017.SH,2025-07-07,117.0,117.0,114.23,115.12,119.06,-3.94,-3.3093,42861.76,494410.388,1.83,2.3395,3.7497
688017.SH,2025-07-08,115.32,119.29,114.66,118.79,115.12,3.67,3.188,35343.33,415912.091,1.33,1.9291,3.092
688017.SH,2025-07-09,122.0,123.88,117.66,118.09,118.79,-0.7,-0.5893,48848.49,590926.175,1.68,2.6662,4.2734
688017.SH,2025-07-10,116.74,119.47,116.67,118.86,118.09,0.77,0.652,28769.62,339091.077,0.85,1.5703,2.5169
688017.SH,2025-07-11,118.08,123.85,117.88,121.89,118.86,3.03,2.5492,53533.1,649293.954,1.49,2.9219,4.6833
688017.SH,2025-07-14,123.49,126.0,121.99,124.72,121.89,2.83,2.3218,54537.09,677249.157,1.3,2.9767,4.7711
688017.SH,2025-07-15,125.0,125.27,122.25,124.4,124.72,-0.32,-0.2566,40596.84,502460.992,0.92,2.2158,3.5515
688017.SH,2025-07-16,124.5,129.2,123.74,126.39,124.4,1.99,1.5997,57714.24,730993.85,1.28,3.1501,5.049
688017.SH,2025-07-17,125.0,130.88,124.61,129.01,126.39,2.62,2.0729,63789.16,819461.39,1.36,3.4817,5.5805
688017.SH,2025-07-18,130.3,130.97,127.6,128.89,129.01,-0.12,-0.093,39427.96,507695.449,0.73,2.152,3.4493
688017.SH,2025-07-21,132.1,138.0,130.78,134.67,128.89,5.78,4.4844,82439.32,1109577.228,1.61,4.4997,7.2121
688017.SH,2025-07-22,133.0,133.6,130.0,130.4,134.67,-4.27,-3.1707,59281.27,778161.76,1.04,3.2357,5.1861
688017.SH,2025-07-23,128.8,130.75,128.03,128.8,130.4,-1.6,-1.227,42124.08,544561.596,0.7,2.2992,3.6852
688017.SH,2025-07-24,128.88,131.67,128.88,130.29,128.8,1.49,1.1568,38988.43,509077.837,0.68,2.128,3.4108
688017.SH,2025-07-25,130.8,130.87,128.3,130.45,130.29,0.16,0.1228,32765.0,424467.33,0.62,1.7884,2.8391
688017.SH,2025-07-28,132.35,133.88,129.66,129.83,130.45,-0.62,-0.4753,38738.11,507822.732,0.76,2.1144,3.3567
688017.SH,2025-07-29,129.0,131.68,128.33,130.4,129.83,0.57,0.439,34905.6,453603.549,0.82,1.9052,3.0246
688017.SH,2025-07-30,129.99,130.2,126.54,127.8,130.4,-2.6,-1.9939,38541.86,495303.217,1.03,2.1037,3.3397
688017.SH,2025-07-31,127.75,134.48,127.38,129.66,127.8,1.86,1.4554,68720.4,905182.424,1.87,3.7509,5.9546
688017.SH,2025-08-01,129.4,131.44,126.17,127.51,129.66,-2.15,-1.6582,40985.44,525241.406,0.96,2.237,3.5514
688017.SH,2025-08-04,127.6,134.22,127.15,133.98,127.51,6.47,5.0741,71890.35,948221.199,1.62,3.9239,6.2293
688017.SH,2025-08-05,133.98,134.58,132.04,133.99,133.98,0.01,0.0075,43613.84,581716.372,0.86,2.3805,3.7791
688017.SH,2025-08-06,134.63,142.0,133.07,140.13,133.99,6.14,4.5824,104098.28,1440425.788,1.97,5.6818,9.0201
688017.SH,2025-08-07,141.5,141.5,136.54,138.6,140.13,-1.53,-1.0918,60933.37,841816.314,0.93,3.3258,5.2799
688017.SH,2025-08-08,138.52,138.57,133.8,134.2,138.6,-4.4,-3.1746,45184.26,611307.114,0.7,2.4662,3.9152
688017.SH,2025-08-11,134.55,138.48,134.21,137.0,134.2,2.8,2.0864,47218.94,644742.638,0.72,2.5773,4.0915
688017.SH,2025-08-12,136.11,137.5,134.3,137.11,137.0,0.11,0.0803,37341.7,507117.359,0.62,2.0382,3.2357
688017.SH,2025-08-13,137.59,138.79,135.28,138.51,137.11,1.4,1.0211,50319.85,690739.707,0.85,2.7448,4.3558
688017.SH,2025-08-14,138.3,140.7,134.5,137.64,138.51,-0.87,-0.6281,71724.48,989427.85,1.49,3.9123,6.2086
688017.SH,2025-08-15,137.52,149.47,137.02,148.31,137.64,10.67,7.7521,118812.37,1718336.978,2.36,6.4808,10.2847
688017.SH,2025-08-18,149.66,151.77,145.51,147.46,148.31,-0.85,-0.5731,97263.52,1439180.737,1.49,5.3054,8.4193
688017.SH,2025-08-19,147.48,154.44,145.68,151.18,147.46,3.72,2.5227,99141.61,1486591.184,1.32,5.4078,8.5819
688017.SH,2025-08-20,150.7,150.7,145.47,149.01,151.18,-2.17,-1.4354,74628.5,1104513.594,0.85,4.0707,6.46
688017.SH,2025-08-21,149.88,150.86,145.08,145.96,149.01,-3.05,-2.0468,58885.4,867932.321,0.64,3.212,5.0972
688017.SH,2025-08-22,146.66,150.21,146.21,150.01,145.96,4.05,2.7747,70469.08,1048704.135,0.79,3.8438,6.1
688017.SH,2025-08-25,152.0,159.5,151.55,154.7,150.01,4.69,3.1265,104707.24,1626131.599,1.31,5.7114,9.0637
688017.SH,2025-08-26,151.98,154.2,151.0,151.75,154.7,-2.95,-1.9069,51492.61,784976.005,0.63,2.8087,4.3866
688017.SH,2025-08-27,152.0,159.55,148.61,148.66,151.75,-3.09,-2.0362,100962.26,1560592.613,1.4,5.5071,8.6008
688017.SH,2025-08-28,147.85,151.15,145.66,150.89,148.66,2.23,1.5001,83434.8,1239212.372,1.08,4.5511,7.1077
688017.SH,2025-08-29,150.5,153.36,146.02,150.76,150.89,-0.13,-0.0862,71921.11,1076278.2,0.87,3.923,6.1268
688017.SH,2025-09-01,151.81,154.69,147.77,151.35,150.76,0.59,0.3914,74560.48,1124842.671,0.9,4.067,6.3517
688017.SH,2025-09-02,151.29,165.0,144.17,159.69,151.35,8.34,5.5104,165694.38,2550348.531,2.17,9.038,14.1152
688017.SH,2025-09-03,162.0,163.5,152.98,154.45,159.69,-5.24,-3.2814,96510.25,1517453.181,0.97,5.2643,8.2216
688017.SH,2025-09-04,155.0,156.11,142.0,144.05,154.45,-10.4,-6.7336,107220.54,1584861.016,1.09,5.8485,9.134
688017.SH,2025-09-05,143.41,147.42,142.08,147.15,144.05,3.1,2.152,72807.41,1059173.997,0.71,3.9714,6.2024
688017.SH,2025-09-08,147.65,171.0,147.58,168.7,147.15,21.55,14.6449,179175.43,2953321.142,1.73,9.7734,14.9614
688017.SH,2025-09-09,167.0,167.0,161.68,162.5,168.7,-6.2,-3.6752,96750.87,1577963.286,0.78,5.2774,8.0788
688017.SH,2025-09-10,162.49,166.8,160.53,161.48,162.5,-1.02,-0.6277,81414.99,1329375.088,0.74,4.4409,6.7982
688017.SH,2025-09-11,161.79,166.57,159.69,165.88,161.48,4.4,2.7248,99141.79,1625541.941,0.92,5.4078,8.2785
688017.SH,2025-09-12,168.8,173.0,163.98,166.03,165.88,0.15,0.0904,102291.14,1721812.798,0.97,5.5796,8.5414
688017.SH,2025-09-15,165.85,178.0,164.84,171.8,166.03,5.77,3.4753,123406.44,2141262.355,1.1,6.7314,10.3046
688017.SH,2025-09-16,175.0,182.88,171.38,180.39,171.8,8.59,5.0,132726.73,2354033.141,1.32,7.2398,11.0688
688017.SH,2025-09-17,180.0,186.69,176.0,179.38,180.39,-1.01,-0.5599,130276.48,2352971.976,1.21,7.1061,10.8644
688017.SH,2025-09-18,182.87,192.68,174.6,182.19,179.38,2.81,1.5665,169568.02,3133363.941,1.44,9.2493,14.1412
688017.SH,2025-09-19,177.0,178.0,169.0,169.92,182.19,-12.27,-6.7347,112286.92,1931317.2,0.85,6.1248,9.3642
688017.SH,2025-09-22,170.98,172.8,169.58,172.39,169.92,2.47,1.4536,66979.29,1147143.017,0.5,3.6535,5.5858
688017.SH,2025-09-23,172.88,174.68,166.0,170.54,172.39,-1.85,-1.0731,72200.76,1228267.489,0.59,3.9383,6.0212
688017.SH,2025-09-24,168.99,178.88,167.81,178.02,170.54,7.48,4.3861,88635.05,1546758.042,0.8,4.8347,7.3917
688017.SH,2025-09-25,178.88,180.86,176.01,177.51,178.02,-0.51,-0.2865,64058.33,1142991.459,0.63,3.4942,5.3422
688017.SH,2025-09-26,175.0,177.06,171.35,171.79,177.51,-5.72,-3.2224,46316.54,805536.494,0.57,2.5264,3.8626
688017.SH,2025-09-29,171.71,180.96,171.05,178.7,171.79,6.91,4.0224,67203.19,1192143.492,0.99,3.6657,5.6044
688017.SH,2025-09-30,179.0,181.88,178.07,180.78,178.7,2.08,1.164,57835.39,1040997.916,0.85,3.1547,4.8232
688017.SH,2025-10-09,180.4,183.94,172.02,180.12,180.78,-0.66,-0.3651,70537.49,1270288.805,1.09,3.8476,5.8825
688017.SH,2025-10-10,179.0,185.27,170.42,173.0,180.12,-7.12,-3.9529,71812.72,1266461.774,1.17,3.9171,5.9888
688017.SH,2025-10-13,160.0,166.5,160.0,164.89,173.0,-8.11,-4.6879,71095.24,1162133.236,1.13,3.878,5.929
688017.SH,2025-10-14,167.86,167.86,152.2,153.27,164.89,-11.62,-7.0471,71406.27,1133593.181,1.05,3.895,5.9549
688017.SH,2025-10-15,153.99,162.82,151.8,160.95,153.27,7.68,5.0108,58419.72,920745.727,0.85,3.1866,4.8719
688017.SH,2025-10-16,157.09,158.64,156.0,156.65,160.95,-4.3,-2.6716,32039.68,503735.233,0.47,1.7476,2.672
688017.SH,2025-10-17,156.0,158.26,151.95,152.6,156.65,-4.05,-2.5854,38358.29,594035.849,0.63,2.0923,3.1989
688017.SH,2025-10-20,155.65,159.36,152.99,155.68,152.6,3.08,2.0183,46288.59,723100.866,0.85,2.5249,3.8603
688017.SH,2025-10-21,156.92,157.81,153.58,156.4,155.68,0.72,0.4625,46831.13,730019.68,0.95,2.5545,3.9055
688017.SH,2025-10-22,154.0,157.77,153.0,155.7,156.4,-0.7,-0.4476,32879.98,511193.053,0.74,1.7935,2.742
688017.SH,2025-10-23,155.0,155.0,150.6,154.51,155.7,-1.19,-0.7643,31369.12,478484.282,0.8,1.7111,2.616
688017.SH,2025-10-24,156.1,160.0,156.1,159.5,154.51,4.99,3.2296,41505.64,656575.591,1.06,2.264,3.4614
688017.SH,2025-10-27,161.95,162.88,157.26,160.36,159.5,0.86,0.5392,47831.18,764904.851,1.2,2.609,3.9889
688017.SH,2025-10-28,160.2,163.0,157.7,159.92,160.36,-0.44,-0.2744,52576.21,843389.632,1.31,2.8678,4.3846
688017.SH,2025-10-29,159.82,161.91,158.1,161.91,159.92,1.99,1.2444,39634.51,633754.04,0.96,2.1619,3.3053
688017.SH,2025-10-30,161.9,164.09,159.0,159.92,161.91,-1.99,-1.2291,45329.8,729431.084,1.06,2.4726,3.7803
688017.SH,2025-10-31,161.84,167.7,160.66,163.24,159.92,3.32,2.076,64238.73,1056866.208,1.42,3.504,5.3572
688017.SH,2025-11-03,164.88,165.82,158.51,159.5,163.24,-3.74,-2.2911,47838.04,774328.714,0.96,2.6094,3.9895
688017.SH,2025-11-04,159.41,159.44,153.58,154.6,159.5,-4.9,-3.0721,40183.63,625538.326,0.8,2.1919,3.3511
688017.SH,2025-11-05,150.06,153.61,149.09,150.5,154.6,-4.1,-2.652,33500.78,506836.058,0.71,1.8273,2.7938
688017.SH,2025-11-06,153.48,163.68,153.04,160.9,150.5,10.4,6.9103,66975.93,1061683.21,1.45,3.6533,5.5855
688017.SH,2025-11-07,163.8,163.8,156.5,156.53,160.9,-4.37,-2.716,40122.03,634740.902,0.79,2.1885,3.346
688017.SH,2025-11-10,156.6,158.53,151.58,152.52,156.53,-4.01,-2.5618,35231.11,540530.105,0.77,1.9217,2.9381
688017.SH,2025-11-11,154.31,154.86,149.22,150.05,152.52,-2.47,-1.6195,30483.73,462183.566,0.71,1.6628,2.5422
688017.SH,2025-11-12,151.2,152.82,145.88,146.92,150.05,-3.13,-2.086,38575.93,573754.486,0.93,2.1042,3.2171
688017.SH,2025-11-13,146.08,149.29,145.0,147.8,146.92,0.88,0.599,27100.78,400004.253,0.64,1.4783,2.2601
688017.SH,2025-11-14,145.98,147.2,143.46,143.79,147.8,-4.01,-2.7131,25293.27,367258.483,0.74,1.3797,2.1093
688017.SH,2025-11-17,143.5,146.51,143.01,144.77,143.79,0.98,0.6815,19599.64,284254.204,0.63,1.0691,1.6345
688017.SH,2025-11-18,144.48,147.0,143.22,146.12,144.77,1.35,0.9325,23383.54,340714.848,0.83,1.2755,1.9501
688017.SH,2025-11-19,145.8,147.38,143.57,143.88,146.12,-2.24,-1.533,20535.6,297776.517,0.77,1.1201,1.7126
688017.SH,2025-11-20,145.79,146.48,141.9,141.92,143.88,-1.96,-1.3622,22275.94,319878.744,0.96,1.2151,1.8577
688017.SH,2025-11-21,140.3,146.46,139.62,143.35,141.92,1.43,1.0076,42801.31,613657.585,1.93,2.3347,3.5694
688017.SH,2025-11-24,143.81,148.0,140.5,145.51,143.35,2.16,1.5068,36053.16,519310.285,1.4,1.9666,3.0067
688017.SH,2025-11-25,147.0,147.71,143.53,143.71,145.51,-1.8,-1.237,42573.37,619582.563,1.47,2.3222,3.5504
688017.SH,2025-11-26,142.8,146.68,141.9,145.31,143.71,1.6,1.1134,33433.77,485260.795,1.02,1.8237,2.7882
688017.SH,2025-11-27,145.01,147.55,144.2,144.8,145.31,-0.51,-0.351,27959.64,407693.571,0.79,1.5251,2.3317
688017.SH,2025-11-28,144.4,147.35,143.0,146.93,144.8,2.13,1.471,32613.73,475005.953,0.89,1.779,2.7198
688017.SH,2025-12-01,146.71,149.9,146.53,149.9,146.93,2.97,2.0214,35684.79,529618.461,1.03,1.9465,2.9759
688017.SH,2025-12-02,149.97,149.97,144.12,144.39,149.9,-5.51,-3.6758,34518.87,504531.019,1.0,1.8829,2.8787
688017.SH,2025-12-03,144.92,145.98,142.86,145.45,144.39,1.06,0.7341,19869.36,285857.045,0.6,1.0838,1.657
688017.SH,2025-12-04,150.0,157.66,149.32,153.21,145.45,7.76,5.3352,93297.52,1429965.349,3.1,5.089,7.7806
688017.SH,2025-12-05,152.0,157.5,151.43,157.49,153.21,4.28,2.7936,60830.22,944534.89,1.41,3.3181,5.073
688017.SH,2025-12-08,157.32,159.8,155.07,158.92,157.49,1.43,0.908,58745.64,926072.651,1.2,3.2044,4.8991
688017.SH,2025-12-09,157.11,160.77,156.61,157.79,158.92,-1.13,-0.711,39424.23,625333.051,0.74,2.1505,3.2878
688017.SH,2025-12-10,156.61,158.94,156.13,158.27,157.79,0.48,0.3042,32530.9,512490.126,0.6,1.7744,2.7129
688017.SH,2025-12-11,158.19,158.9,153.8,153.84,158.27,-4.43,-2.799,40635.61,633183.616,0.71,2.2165,3.3888
688017.SH,2025-12-12,153.29,155.0,150.79,153.5,153.84,-0.34,-0.221,51119.9,781812.194,1.1,2.7884,4.2632
688017.SH,2025-12-15,153.0,157.77,152.2,153.67,153.5,0.17,0.1107,42062.12,656366.202,0.95,2.2943,3.5078
688017.SH,2025-12-16,152.99,155.35,149.9,150.68,153.67,-2.99,-1.9457,26722.6,405223.24,0.65,1.4576,2.2285
688017.SH,2025-12-17,151.0,155.0,150.03,154.66,150.68,3.98,2.6414,29266.69,447009.752,0.76,1.5964,2.4407
688017.SH,2025-12-18,152.17,156.22,151.48,151.76,154.66,-2.9,-1.8751,26082.51,400212.27,0.69,1.4227,2.1752
688017.SH,2025-12-19,152.9,156.28,152.9,154.14,151.76,2.38,1.5683,28150.9,435608.737,0.8,1.5355,2.3477
688017.SH,2025-12-22,157.27,160.85,155.15,159.35,154.14,5.21,3.38,52834.05,835792.041,1.73,2.8819,4.4061
688017.SH,2025-12-23,159.24,159.24,155.6,156.35,159.35,-3.0,-1.8826,33407.95,525159.897,1.02,1.8223,2.7861
688017.SH,2025-12-24,156.38,159.96,155.6,159.75,156.35,3.4,2.1746,34221.73,540888.178,1.01,1.8667,2.8539
688017.SH,2025-12-25,160.89,170.0,159.82,167.24,159.75,7.49,4.6886,72028.71,1191681.63,2.06,3.9289,6.0069
688017.SH,2025-12-26,167.2,172.0,165.2,169.48,167.24,2.24,1.3394,61369.79,1032276.575,1.39,3.3475,5.118
688017.SH,2025-12-29,168.42,179.45,168.11,175.01,169.48,5.53,3.2629,83248.97,1451660.766,1.64,4.5409,6.9426
688017.SH,2025-12-30,172.02,200.0,171.5,191.1,175.01,16.09,9.1938,149692.73,2760467.222,2.63,8.1652,12.4837
688017.SH,2025-12-31,191.07,196.52,185.21,192.1,191.1,1.0,0.5233,112156.56,2145182.213,1.4,6.1177,9.3533
688017.SH,2026-01-05,187.5,196.0,187.03,191.06,192.1,-1.04,-0.5414,100185.97,1917090.78,1.05,5.4648,8.355
688017.SH,2026-01-06,191.36,203.77,191.36,199.8,191.06,8.74,4.5745,112850.29,2219699.366,1.11,6.1556,9.4112
688017.SH,2026-01-07,195.0,198.66,189.18,190.88,199.8,-8.92,-4.4645,108176.58,2087339.2,0.97,5.9006,9.0214
688017.SH,2026-01-08,189.0,194.66,188.0,191.0,190.88,0.12,0.0629,69907.9,1340199.411,0.6,3.8132,5.83
688017.SH,2026-01-09,190.0,199.77,190.0,195.7,191.0,4.7,2.4607,87825.44,1720297.801,0.87,4.7906,7.3242
688017.SH,2026-01-12,196.08,199.88,191.83,198.0,195.7,2.3,1.1753,94856.33,1861843.822,0.99,5.1741,7.9106
688017.SH,2026-01-13,197.88,215.24,195.0,205.0,198.0,7.0,3.5354,143387.71,2975491.459,1.51,7.8213,11.9579
688017.SH,2026-01-14,203.0,220.66,198.6,200.0,205.0,-5.0,-2.439,145357.15,3024784.175,1.44,7.9287,12.1221
688017.SH,2026-01-15,199.6,205.8,195.08,200.87,200.0,0.87,0.435,99746.3,1988296.026,0.92,5.4408,8.3184
688017.SH,2026-01-16,201.03,228.66,201.03,220.5,200.87,19.63,9.7725,156545.63,3395532.602,1.37,8.539,13.0552
688017.SH,2026-01-19,223.0,224.92,213.8,214.35,220.5,-6.15,-2.7891,117041.39,2555126.275,0.91,6.3842,9.7607
688017.SH,2026-01-20,214.42,223.3,212.61,216.44,214.35,2.09,0.975,91895.86,1993758.519,0.69,5.0126,7.6637
