ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688316.SH,2025-05-13,57.77,63.0,57.77,58.5,57.25,1.25,2.1834,52288.77,313872.718,14.5472,1.82,,43.6103,279628.1748
688316.SH,2025-05-14,59.34,60.5,58.02,59.12,58.5,0.62,1.0598,39722.57,234989.919,11.0512,1.24,,44.0725,282591.7555
688316.SH,2025-05-15,59.29,59.8,57.04,57.2,59.12,-1.92,-3.2476,31117.18,181144.861,8.6571,0.94,,42.6412,273414.2154
688316.SH,2025-05-16,56.59,57.77,55.75,56.95,57.2,-0.25,-0.4371,25701.7,145861.243,7.1504,0.76,,42.4548,272219.2232
688316.SH,2025-05-19,57.2,57.28,54.57,55.3,56.95,-1.65,-2.8973,20561.76,113662.515,5.7205,0.6,,41.2248,264332.2746
688316.SH,2025-05-20,54.87,57.09,54.34,56.6,55.3,1.3,2.3508,22464.15,125728.012,6.2497,0.66,,42.1939,270546.2341
688316.SH,2025-05-21,56.24,56.6,54.05,54.85,56.6,-1.75,-3.0919,20432.56,112067.075,5.6845,0.73,,40.8893,262181.2887
688316.SH,2025-05-22,52.49,54.17,52.0,53.23,54.85,-1.62,-2.9535,22828.56,121634.685,6.3511,0.95,,39.6817,254437.7392
688316.SH,2025-05-23,53.1,53.37,51.17,51.2,53.23,-2.03,-3.8136,21933.21,114459.1,6.102,0.98,,38.1684,244734.4026
688316.SH,2025-05-26,51.2,52.25,51.2,52.14,51.2,0.94,1.8359,11046.49,57287.619,3.0732,0.51,,38.8691,249227.5732
688316.SH,2025-05-27,52.0,52.47,50.55,50.71,52.14,-1.43,-2.7426,12284.56,62827.165,3.4177,0.62,,37.8031,242392.2178
688316.SH,2025-05-28,50.8,52.2,50.0,50.44,50.71,-0.27,-0.5324,13873.83,70639.411,3.8598,0.78,,37.6018,241101.6263
688316.SH,2025-05-29,50.74,51.66,50.6,51.66,50.44,1.22,2.4187,14438.66,74053.018,4.017,0.88,,38.5113,246933.1882
688316.SH,2025-05-30,51.58,51.58,48.8,49.23,51.66,-2.43,-4.7038,19532.54,96933.797,5.4341,1.33,,36.6998,235317.864
688316.SH,2025-06-03,49.13,50.29,48.82,49.12,49.23,-0.11,-0.2234,12282.1,60757.571,3.417,0.86,,36.6178,234792.0675
688316.SH,2025-06-04,49.12,50.59,49.01,49.19,49.12,0.07,0.1425,14454.63,71874.824,4.0214,1.0,,36.67,235126.6653
688316.SH,2025-06-05,50.6,59.03,50.32,59.03,49.19,9.84,20.0041,77543.89,423963.247,21.5734,5.2,,44.0054,282161.5583
688316.SH,2025-06-06,61.0,70.84,60.0,68.07,59.03,9.04,15.3142,138683.19,908141.087,38.5829,5.02,,50.7445,325372.4762
688316.SH,2025-06-09,64.99,71.4,63.25,68.5,68.07,0.43,0.6317,104028.13,698912.109,28.9415,1.98,,51.0651,327427.8628
688316.SH,2025-06-10,69.15,69.9,64.68,65.41,68.5,-3.09,-4.5109,82870.36,554408.306,23.0553,1.19,,48.7616,312657.7592
688316.SH,2025-06-11,64.1,65.26,61.48,63.71,65.41,-1.7,-2.599,59281.8,376624.71,16.4927,0.71,,47.4943,304531.8122
688316.SH,2025-06-12,63.71,65.85,62.37,62.68,63.71,-1.03,-1.6167,59487.36,380619.818,16.5499,0.64,,46.7264,299608.4444
688316.SH,2025-06-13,61.71,62.0,59.07,59.5,62.68,-3.18,-5.0734,51037.24,307071.464,14.199,0.57,,44.3558,284408.1436
688316.SH,2025-06-16,59.45,68.88,59.1,66.34,59.5,6.84,11.4958,86664.25,556127.347,24.1108,1.21,,49.4549,317103.1302
688316.SH,2025-06-17,65.01,66.66,64.0,65.12,66.34,-1.22,-1.839,53945.25,351029.885,15.008,0.79,,48.5454,311271.5683
688316.SH,2025-06-18,64.0,64.86,62.65,63.26,65.12,-1.86,-2.8563,37381.03,237818.387,10.3997,0.6,,47.1588,302380.8263
688316.SH,2025-06-19,63.8,65.86,60.5,60.7,63.26,-2.56,-4.0468,44932.52,283626.924,12.5006,0.78,,45.2504,290144.1062
688316.SH,2025-06-20,60.0,65.0,59.17,62.2,60.7,1.5,2.4712,52675.41,326695.257,14.6548,0.96,,46.3686,297314.0594
688316.SH,2025-06-23,60.0,62.2,60.0,61.88,62.2,-0.32,-0.5145,33918.37,208347.6,9.4364,0.62,,46.13,295784.4693
688316.SH,2025-06-24,61.67,66.36,61.5,65.34,61.88,3.46,5.5915,56951.77,366603.243,15.8445,1.28,,48.7094,312323.1614
688316.SH,2025-06-25,66.0,67.88,63.5,67.3,65.34,1.96,2.9997,65439.57,428930.49,18.2059,1.45,,50.1705,321691.9002
688316.SH,2025-06-26,66.3,68.97,65.5,65.65,67.3,-1.65,-2.4517,62792.2,421168.552,17.4693,1.24,,48.9405,313804.9517
688316.SH,2025-06-27,63.74,66.26,63.03,63.57,65.65,-2.08,-3.1683,48771.47,313761.602,13.5687,0.9,,47.3899,303862.6166
688316.SH,2025-06-30,63.02,64.3,63.02,63.37,63.57,-0.2,-0.3146,33044.36,209853.689,9.1932,0.62,,47.2408,302906.6229
688316.SH,2025-07-01,65.8,66.79,61.77,61.92,63.37,-1.45,-2.2881,40945.46,261560.97,8.5661,0.77,,46.1599,295975.6681
688316.SH,2025-07-02,61.79,62.98,60.17,62.74,61.92,0.82,1.3243,29405.61,181683.696,6.1518,0.59,,46.7712,299895.2425
688316.SH,2025-07-03,62.89,62.93,61.32,61.96,62.74,-0.78,-1.2432,23965.8,148442.056,5.0138,0.56,,46.1897,296166.8668
688316.SH,2025-07-04,61.96,63.49,60.95,60.97,61.96,-0.99,-1.5978,27641.85,172954.669,5.7829,0.78,,45.4517,291434.6977
688316.SH,2025-07-07,59.62,60.96,58.08,60.18,60.97,-0.79,-1.2957,21833.27,130300.015,4.5677,0.7,,44.8627,287658.5224
688316.SH,2025-07-08,60.98,64.77,59.7,63.2,60.18,3.02,5.0183,42428.47,262904.576,8.8763,1.48,,47.1141,302094.0282
688316.SH,2025-07-09,62.69,64.12,62.19,62.5,63.2,-0.7,-1.1076,32411.89,204470.659,6.7808,1.12,,46.5922,298748.05
688316.SH,2025-07-10,62.99,63.0,61.28,61.8,62.5,-0.7,-1.12,18777.48,116407.667,3.9284,0.63,,46.0704,295402.0718
688316.SH,2025-07-11,61.99,65.9,60.8,63.74,61.8,1.94,3.1392,34349.52,217926.973,7.1861,1.2,,47.5166,304675.2113
688316.SH,2025-07-14,63.2,65.8,63.2,64.82,63.74,1.08,1.6944,32630.28,211157.351,6.8265,1.09,,48.3217,309837.5776
688316.SH,2025-07-15,64.83,70.17,64.0,68.63,64.82,3.81,5.8778,70490.24,476179.392,14.747,2.19,,51.162,328049.2587
688316.SH,2025-07-16,69.2,73.93,66.23,66.26,68.63,-2.37,-3.4533,70506.62,491905.025,14.7504,1.87,,49.3952,316720.7327
688316.SH,2025-07-17,65.26,69.5,65.26,67.1,66.26,0.84,1.2677,45067.98,303772.477,9.4285,0.99,,50.0214,320735.9065
688316.SH,2025-07-18,67.8,77.6,66.2,72.4,67.1,5.3,7.8987,86705.31,615807.465,18.1393,1.71,,53.9724,346069.7411
688316.SH,2025-07-21,70.8,74.87,70.68,71.75,72.4,-0.65,-0.8978,62832.89,455210.281,13.145,1.03,,53.4879,342962.7614
688316.SH,2025-07-22,70.1,71.88,67.7,71.42,71.75,-0.33,-0.4599,59341.8,413596.846,12.4147,0.88,,53.2419,341385.3717
688316.SH,2025-07-23,69.65,85.7,69.2,82.2,71.42,10.78,15.0938,117210.76,924310.209,24.5212,1.81,,61.2781,392913.4354
688316.SH,2025-07-24,79.89,82.97,77.13,79.89,82.2,-2.31,-2.8102,89475.42,709484.806,18.7188,1.21,,59.5561,381871.7074
688316.SH,2025-07-25,80.78,85.0,78.1,80.1,79.89,0.21,0.2629,74643.21,605685.509,15.6158,0.9,,59.7126,382875.5009
688316.SH,2025-07-28,79.79,81.8,76.41,81.8,80.1,1.7,2.1223,55114.6,437598.03,11.5303,0.68,,60.9799,391001.4478
688316.SH,2025-07-29,81.72,82.88,78.82,80.1,81.8,-1.7,-2.0782,37914.27,305084.018,7.9319,0.48,,59.7126,382875.5009
688316.SH,2025-07-30,79.0,80.7,76.8,77.05,80.1,-3.05,-3.8077,32157.56,252406.448,6.7276,0.43,,57.4389,368296.596
688316.SH,2025-07-31,77.22,82.98,77.22,79.17,77.05,2.12,2.7515,55387.18,444374.482,11.5874,0.96,,59.0193,378430.1299
688316.SH,2025-08-01,79.36,80.68,75.68,80.68,79.17,1.51,1.9073,49515.04,387435.744,10.3589,0.97,,60.145,385647.8828
688316.SH,2025-08-04,78.78,80.4,78.33,79.76,80.68,-0.92,-1.1403,25344.17,201099.184,5.3022,0.55,,59.4591,381250.3115
688316.SH,2025-08-05,79.95,80.25,78.0,78.91,79.76,-0.85,-1.0657,20449.84,161168.381,4.2782,0.51,,58.8255,377187.338
688316.SH,2025-08-06,79.3,81.88,78.35,80.0,78.91,1.09,1.3813,31377.71,251840.255,6.5644,0.86,,59.6381,382397.504
688316.SH,2025-08-07,79.98,81.87,79.5,80.71,80.0,0.71,0.8875,34648.47,280419.318,7.2487,0.95,,60.1674,385791.2818
688316.SH,2025-08-08,81.0,81.0,75.98,75.98,80.71,-4.73,-5.8605,41488.85,322160.202,8.6797,1.29,,56.6412,363182.0294
688316.SH,2025-08-11,75.0,78.48,74.5,76.55,75.98,0.57,0.7502,36430.73,278690.51,7.6215,1.19,,57.0662,365906.6116
688316.SH,2025-08-12,76.3,79.99,73.21,76.68,76.55,0.13,0.1698,50858.05,387046.307,10.6398,1.55,,57.2808,367282.8532
688316.SH,2025-08-13,75.15,84.8,75.1,79.07,76.68,2.39,3.1168,78867.4,633000.499,16.4996,2.02,,59.0662,378730.506
688316.SH,2025-08-14,77.45,78.86,75.88,75.95,79.07,-3.12,-3.9459,50453.23,389050.506,10.5334,1.04,,54.0906,363786.2898
688316.SH,2025-08-15,74.8,77.19,74.8,76.5,75.95,0.55,0.7242,29820.11,228338.555,6.2257,0.58,,54.4823,366420.6869
688316.SH,2025-08-18,76.0,78.72,76.0,77.77,76.5,1.27,1.6601,37207.06,289461.104,7.768,0.75,,55.3867,372503.7492
688316.SH,2025-08-19,77.98,81.42,77.01,78.11,77.77,0.34,0.4372,39536.46,311880.754,8.2543,0.8,,55.6289,374132.2856
688316.SH,2025-08-20,77.0,78.37,74.9,78.23,78.11,0.12,0.1536,35859.65,274366.473,7.4866,0.76,,55.7143,374707.0632
