ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000688.SH,2024-10-10,954.1719,1014.3568,1016.5726,940.0934,997.8521,-43.6802,-4.3774,48801027.0,170515757.299
000688.SH,2024-10-11,898.8987,939.5709,946.5228,889.1119,954.1719,-55.2732,-5.7928,38192169.0,120852430.132
000688.SH,2024-10-14,925.9552,904.1439,931.8146,873.5175,898.8987,27.0565,3.01,36151683.0,118134952.287
000688.SH,2024-10-15,898.8269,920.9864,942.2544,898.8269,925.9552,-27.1283,-2.9298,33495189.0,111598830.662
000688.SH,2024-10-16,875.689,874.2746,896.3101,872.1602,898.8269,-23.1379,-2.5742,25707766.0,79628161.711
000688.SH,2024-10-17,879.0962,897.1997,901.1216,878.7444,875.689,3.4072,0.3891,28830410.0,92939835.922
000688.SH,2024-10-18,978.661,879.9517,1008.0669,876.6834,879.0962,99.5648,11.3258,49514598.0,173380119.162
000688.SH,2024-10-21,1000.3748,999.5352,1063.8488,977.8752,978.661,21.7138,2.2187,58186607.0,218349269.053
000688.SH,2024-10-22,985.8337,988.7013,1002.9578,969.8551,1000.3748,-14.5411,-1.4536,46255097.0,157574282.233
000688.SH,2024-10-23,979.1514,976.2489,1003.9576,971.6948,985.8337,-6.6823,-0.6778,43236685.0,141111569.674
000688.SH,2024-10-24,977.6005,968.9927,988.0396,968.4885,979.1514,-1.5509,-0.1584,31944262.0,108835412.146
000688.SH,2024-10-25,991.2156,981.4055,1016.0814,974.4841,977.6005,13.6151,1.3927,40210711.0,131637406.17
000688.SH,2024-10-28,986.5596,988.4337,991.1273,976.5153,991.2156,-4.656,-0.4697,36836545.0,115390611.1
000688.SH,2024-10-29,975.3716,988.4994,1006.8575,975.0276,986.5596,-11.188,-1.134,41061591.0,136569008.178
000688.SH,2024-10-30,958.8217,967.8407,976.4016,949.3326,975.3716,-16.5499,-1.6968,35542724.0,119155248.926
000688.SH,2024-10-31,969.4476,960.6823,978.1775,947.5833,958.8217,10.6259,1.1082,41639866.0,140093294.442
000688.SH,2024-11-01,939.7644,960.2104,967.8377,939.7644,969.4476,-29.6832,-3.0619,39771151.0,123726271.754
000688.SH,2024-11-04,954.6673,938.1907,955.9005,937.9693,939.7644,14.9029,1.5858,29295116.0,95391921.309
000688.SH,2024-11-05,996.1688,954.1406,997.8942,950.3924,954.6673,41.5015,4.3472,44245568.0,150901911.666
000688.SH,2024-11-06,998.0947,1002.0629,1017.1237,986.4328,996.1688,1.9259,0.1933,47729913.0,162903152.06
000688.SH,2024-11-07,1028.4392,986.5019,1038.0266,984.5579,998.0947,30.3445,3.0402,43727199.0,144682129.998
000688.SH,2024-11-08,1025.6365,1053.4518,1070.9527,1025.4264,1028.4392,-2.8027,-0.2725,56444883.0,194343124.227
000688.SH,2024-11-11,1073.8353,1033.547,1074.5151,1028.0986,1025.6365,48.1988,4.6994,64938764.0,221900127.933
000688.SH,2024-11-12,1050.5373,1070.6441,1080.5699,1040.9131,1073.8353,-23.298,-2.1696,59573924.0,204250787.058
000688.SH,2024-11-13,1061.366,1042.1952,1062.6462,1039.5828,1050.5373,10.8287,1.0308,44872097.0,156786810.516
000688.SH,2024-11-14,1027.316,1056.2096,1065.1964,1024.5504,1061.366,-34.05,-3.2081,39579052.0,141030816.999
000688.SH,2024-11-15,986.8755,1024.599,1030.2696,986.8598,1027.316,-40.4405,-3.9365,38743327.0,132762402.728
000688.SH,2024-11-18,968.7133,989.403,1001.9864,962.833,986.8755,-18.1622,-1.8404,35938901.0,116308119.733
000688.SH,2024-11-19,998.0149,973.9966,999.9637,960.0116,968.7133,29.3016,3.0248,32059518.0,105527919.765
000688.SH,2024-11-20,1002.5392,992.6728,1008.556,988.263,998.0149,4.5243,0.4533,35204756.0,114391877.484
000688.SH,2024-11-21,1011.463,1002.9749,1019.9987,999.5607,1002.5392,8.9238,0.8901,33040487.0,116565018.558
000688.SH,2024-11-22,969.3527,1011.6443,1018.5067,968.9612,1011.463,-42.1103,-4.1633,36093663.0,122679726.874
000688.SH,2024-11-25,957.9209,970.8167,974.291,941.2148,969.3527,-11.4318,-1.1793,28722240.0,98272857.588
000688.SH,2024-11-26,951.5932,955.579,967.9156,950.509,957.9209,-6.3277,-0.6606,24624105.0,77954852.1
000688.SH,2024-11-27,985.9746,947.9453,987.9824,940.8742,951.5932,34.3814,3.613,29623561.0,100891674.238
000688.SH,2024-11-28,983.6834,985.7874,1003.4227,981.3696,985.9746,-2.2912,-0.2324,28504955.0,99280471.161
000688.SH,2024-11-29,1007.3914,980.4273,1024.5346,978.3922,983.6834,23.708,2.4101,33890707.0,119104319.159
000688.SH,2024-12-02,1015.7865,1008.7094,1022.594,1002.0579,1007.3914,8.3951,0.8334,36643713.0,119816515.955
000688.SH,2024-12-03,1005.2649,1017.0668,1021.7034,997.1124,1015.7865,-10.5216,-1.0358,33287414.0,104632431.114
000688.SH,2024-12-04,999.3577,1020.0818,1023.0614,995.2017,1005.2649,-5.9072,-0.5876,34291372.0,110881745.26
000688.SH,2024-12-05,1001.8442,993.168,1006.5747,992.8936,999.3577,2.4865,0.2488,30789936.0,100216648.744
000688.SH,2024-12-06,1014.4463,1004.7699,1024.8436,994.6306,1001.8442,12.6021,1.2579,37273325.0,117330572.861
000688.SH,2024-12-09,1003.3821,1012.8753,1016.9431,995.4104,1014.4463,-11.0642,-1.0907,32129434.0,103544056.298
000688.SH,2024-12-10,1010.9107,1051.5275,1051.901,1008.4967,1003.3821,7.5286,0.7503,41846050.0,144074101.289
000688.SH,2024-12-11,1007.1881,1007.5473,1016.8283,1004.355,1010.9107,-3.7226,-0.3682,37497161.0,124868253.914
000688.SH,2024-12-12,1010.8952,1008.1361,1014.5567,999.0606,1007.1881,3.7071,0.3681,34806827.0,120419160.417
000688.SH,2024-12-13,989.7763,1003.9936,1009.3528,988.7314,1010.8952,-21.1189,-2.0891,43854121.0,150194968.954
000688.SH,2024-12-16,975.2684,990.5744,992.3581,971.0991,989.7763,-14.5079,-1.4658,31026433.0,110322609.986
000688.SH,2024-12-17,967.2764,974.0447,980.5675,965.494,975.2684,-7.992,-0.8195,27355681.0,88947874.109
