ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,volume_ratio,turnover_rate,turnover_rate_f
688322.SH,2024-06-24,27.29,27.71,25.87,25.95,27.33,-1.38,-5.0494,35246.69,94239.556,1.03,1.3797,2.0801
688322.SH,2024-06-25,26.14,26.14,25.06,25.35,25.95,-0.6,-2.3121,25351.61,64917.608,0.75,0.9924,1.4961
688322.SH,2024-06-26,25.21,26.78,24.86,26.6,25.35,1.25,4.931,29699.63,76868.064,0.92,1.1626,1.7527
688322.SH,2024-06-27,26.42,26.6,25.82,25.91,26.6,-0.69,-2.594,23718.64,62080.02,0.75,0.9285,1.3998
688322.SH,2024-06-28,26.24,27.48,26.05,26.71,25.91,0.8,3.0876,41619.26,112161.149,1.48,1.6292,2.4562
688322.SH,2024-07-01,26.45,26.64,25.3,26.03,26.71,-0.68,-2.5459,32446.01,83829.972,1.04,1.2701,1.9148
688322.SH,2024-07-02,25.92,26.4,25.59,25.93,26.03,-0.1,-0.3842,21302.59,55218.532,0.7,0.8339,1.2572
688322.SH,2024-07-03,26.16,26.36,25.6,25.96,25.93,0.03,0.1157,20008.93,51972.126,0.67,0.7832,1.1808
688322.SH,2024-07-04,26.7,26.96,25.54,25.62,25.96,-0.34,-1.3097,28971.44,76172.974,1.04,1.1341,1.7097
688322.SH,2024-07-05,25.62,25.78,24.91,25.56,25.62,-0.06,-0.2342,23669.58,59855.098,0.82,0.9265,1.3969
688322.SH,2024-07-08,25.71,25.71,24.48,24.63,25.56,-0.93,-3.6385,29670.8,73646.967,1.17,1.1542,1.7346
688322.SH,2024-07-09,24.61,25.66,24.33,25.51,24.63,0.88,3.5729,30311.81,76053.915,1.23,1.1792,1.7721
688322.SH,2024-07-10,25.46,26.13,25.31,25.73,25.51,0.22,0.8624,26560.55,68563.152,1.0,1.0332,1.5528
688322.SH,2024-07-11,26.21,26.6,25.77,26.2,25.73,0.47,1.8267,31480.97,82316.859,1.13,1.2246,1.8405
688322.SH,2024-07-12,26.05,26.05,25.77,25.88,26.2,-0.32,-1.2214,20589.37,53271.692,0.73,0.8009,1.2037
688322.SH,2024-07-15,25.78,25.98,25.2,25.32,25.88,-0.56,-2.1638,18377.45,46902.417,0.66,0.7149,1.0744
688322.SH,2024-07-16,25.32,26.02,25.13,25.81,25.32,0.49,1.9352,21000.84,53757.397,0.82,0.8169,1.2278
688322.SH,2024-07-17,25.75,25.87,25.3,25.34,25.81,-0.47,-1.821,19870.84,50667.136,0.84,0.773,1.1617
688322.SH,2024-07-18,25.06,25.17,24.51,24.86,25.34,-0.48,-1.8942,23573.96,58467.801,1.06,0.917,1.3782
688322.SH,2024-07-19,24.86,25.45,24.74,25.1,24.86,0.24,0.9654,26118.19,65653.672,1.26,1.016,1.5269
688322.SH,2024-07-22,25.0,25.65,24.99,25.44,25.1,0.34,1.3546,21134.2,53665.256,0.97,0.8221,1.2356
688322.SH,2024-07-23,25.56,25.8,24.3,24.3,25.44,-1.14,-4.4811,27661.13,69076.834,1.24,1.076,1.6172
688322.SH,2024-07-24,24.24,24.52,23.78,23.78,24.3,-0.52,-2.1399,19102.59,46094.105,0.81,0.7431,1.1168
688322.SH,2024-07-25,23.54,24.2,23.33,23.79,23.78,0.01,0.0421,17387.52,41245.14,0.74,0.6764,1.0165
688322.SH,2024-07-26,23.91,24.43,23.78,24.17,23.79,0.38,1.5973,13137.75,31735.528,0.59,0.5111,0.7681
688322.SH,2024-07-29,24.38,24.54,23.87,23.9,24.17,-0.27,-1.1171,14101.99,34094.593,0.72,0.5486,0.8244
688322.SH,2024-07-30,24.0,24.79,23.63,24.47,23.9,0.57,2.3849,24433.15,59351.443,1.34,0.9505,1.4284
688322.SH,2024-07-31,24.43,27.2,24.26,27.0,24.47,2.53,10.3392,63830.24,167137.723,3.62,2.483,3.7317
688322.SH,2024-08-01,27.1,27.88,26.68,26.89,27.0,-0.11,-0.4074,44570.55,121060.541,1.68,1.7338,2.6057
688322.SH,2024-08-02,26.68,26.79,25.39,25.48,26.89,-1.41,-5.2436,45487.0,118117.249,1.42,1.7695,2.6593
688322.SH,2024-08-05,25.11,25.45,23.91,23.91,25.48,-1.57,-6.1617,51468.09,126695.642,1.34,2.0021,3.009
688322.SH,2024-08-06,24.58,24.8,24.13,24.77,23.91,0.86,3.5968,28719.56,70218.142,0.62,1.1172,1.679
688322.SH,2024-08-07,24.79,25.49,24.77,24.88,24.77,0.11,0.4441,29610.6,74287.983,0.63,1.1519,1.7311
688322.SH,2024-08-08,24.71,24.9,24.03,24.42,24.88,-0.46,-1.8489,23992.67,58654.221,0.6,0.9333,1.4027
688322.SH,2024-08-09,24.53,24.88,24.09,24.1,24.42,-0.32,-1.3104,15531.58,37976.758,0.43,0.6042,0.908
688322.SH,2024-08-12,24.1,24.31,23.08,23.9,24.1,-0.2,-0.8299,21917.63,52232.814,0.73,0.8526,1.2814
688322.SH,2024-08-13,24.0,24.45,23.81,24.23,23.9,0.33,1.3808,14768.17,35590.256,0.62,0.5745,0.8634
688322.SH,2024-08-14,24.38,24.75,24.14,24.38,24.23,0.15,0.6191,17002.52,41559.839,0.8,0.6614,0.994
688322.SH,2024-08-15,24.11,25.75,24.11,25.04,24.38,0.66,2.7071,41527.33,104464.923,2.23,1.6154,2.4278
688322.SH,2024-08-16,25.21,25.73,24.99,25.34,25.04,0.3,1.1981,25383.04,64483.747,1.15,0.9874,1.484
688322.SH,2024-08-19,25.2,25.53,24.87,24.96,25.34,-0.38,-1.4996,18675.77,46915.986,0.77,0.7265,1.0918
688322.SH,2024-08-20,25.01,25.74,24.74,24.98,24.96,0.02,0.0801,26564.01,66695.17,1.13,1.0334,1.553
688322.SH,2024-08-21,25.0,25.57,24.53,24.97,24.98,-0.01,-0.04,30891.06,77346.619,1.2,1.2017,1.806
688322.SH,2024-08-22,24.74,25.28,24.33,24.48,24.97,-0.49,-1.9624,31531.3,77879.173,1.1,1.2266,1.8434
688322.SH,2024-08-23,24.3,24.99,24.23,24.79,24.48,0.31,1.2663,25314.59,62514.159,0.95,0.9848,1.48
688322.SH,2024-08-26,24.65,24.93,23.7,24.55,24.79,-0.24,-0.9681,31703.03,77586.693,1.19,1.2333,1.8535
688322.SH,2024-08-27,24.34,24.7,23.98,24.03,24.55,-0.52,-2.1181,27167.61,65768.786,0.93,1.0568,1.5883
688322.SH,2024-08-28,24.03,24.61,23.74,24.24,24.03,0.21,0.8739,23273.45,56295.012,0.79,0.9054,1.3606
688322.SH,2024-08-29,24.01,25.24,24.01,24.88,24.24,0.64,2.6403,34642.49,85986.892,1.25,1.3476,2.0253
688322.SH,2024-08-30,24.76,25.58,24.76,25.17,24.88,0.29,1.1656,41142.4,104337.878,1.45,1.6005,2.4053
688322.SH,2024-09-02,25.26,25.3,23.84,24.0,25.17,-1.17,-4.6484,47549.81,115957.017,1.51,1.8497,2.7799
688322.SH,2024-09-03,24.2,24.96,23.5,24.38,24.0,0.38,1.5833,41822.48,101697.299,1.2,1.6269,2.4451
688322.SH,2024-09-04,24.0,24.49,23.67,24.26,24.38,-0.12,-0.4922,29499.16,71085.707,0.78,1.1475,1.7246
688322.SH,2024-09-05,24.23,24.8,24.18,24.47,24.26,0.21,0.8656,22659.39,55347.275,0.58,0.8815,1.3247
688322.SH,2024-09-06,24.39,24.48,23.21,23.31,24.47,-1.16,-4.7405,35567.57,84258.35,0.97,1.3836,2.0794
688322.SH,2024-09-09,23.25,23.58,22.82,22.93,23.31,-0.38,-1.6302,23858.64,55111.313,0.67,0.9281,1.3948
688322.SH,2024-09-10,23.0,23.68,22.56,23.41,22.93,0.48,2.0933,24462.34,56271.469,0.8,0.9516,1.4301
688322.SH,2024-09-11,23.47,23.66,23.06,23.57,23.41,0.16,0.6835,23075.96,53809.361,0.85,0.8977,1.3491
688322.SH,2024-09-12,23.52,23.88,23.01,23.01,23.57,-0.56,-2.3759,18541.75,43422.002,0.72,0.7213,1.084
688322.SH,2024-09-13,23.0,23.14,21.96,21.97,23.01,-1.04,-4.5198,29593.3,66263.825,1.18,1.1512,1.7301
688322.SH,2024-09-18,22.14,22.49,21.87,22.14,21.97,0.17,0.7738,19491.99,43043.904,0.82,0.7583,1.1396
688322.SH,2024-09-19,22.31,22.79,21.85,22.17,22.14,0.03,0.1355,21368.76,47581.912,0.93,0.8313,1.2493
688322.SH,2024-09-20,22.41,22.42,21.71,21.95,22.17,-0.22,-0.9923,15736.61,34682.586,0.7,0.6122,0.92
688322.SH,2024-09-23,21.85,22.3,21.38,21.53,21.95,-0.42,-1.9134,23103.33,50222.983,1.1,0.8987,1.3507
688322.SH,2024-09-24,21.74,22.38,21.16,22.28,21.53,0.75,3.4835,47824.92,104694.406,2.19,1.8604,2.796
688322.SH,2024-09-25,22.57,22.96,22.27,22.28,22.28,0.0,0.0,44345.75,100370.6,1.74,1.7251,2.5926
688322.SH,2024-09-26,22.16,23.64,22.15,23.58,22.28,1.3,5.8348,45095.17,103247.85,1.48,1.7542,2.6364
688322.SH,2024-09-27,24.2,25.28,24.1,25.18,23.58,1.6,6.7854,34382.68,84738.857,0.98,1.3375,2.0101
688322.SH,2024-09-30,26.7,29.28,26.28,29.25,25.18,4.07,16.1636,108774.66,301725.823,2.79,4.2314,6.3593
688322.SH,2024-10-08,34.55,34.9,31.0,33.85,29.25,4.6,15.7265,142141.28,472148.341,2.53,5.5294,8.31
688322.SH,2024-10-09,32.27,33.35,30.13,30.13,33.85,-3.72,-10.9897,114209.58,365893.968,1.52,4.4428,6.677
688322.SH,2024-10-10,31.0,31.87,29.72,29.82,30.13,-0.31,-1.0289,80464.0,246991.089,0.9,3.1301,4.7042
688322.SH,2024-10-11,29.32,29.75,26.85,27.2,29.82,-2.62,-8.786,80045.39,223507.724,0.83,3.1138,4.6797
688322.SH,2024-10-14,27.11,28.1,26.03,28.05,27.2,0.85,3.125,66129.91,179602.268,0.63,2.5725,3.8661
688322.SH,2024-10-15,28.61,29.51,28.02,28.06,28.05,0.01,0.0357,75597.86,217499.706,0.78,2.9408,4.4197
688322.SH,2024-10-16,27.44,28.28,27.1,27.37,28.06,-0.69,-2.459,51285.16,141661.975,0.62,1.995,2.9983
688322.SH,2024-10-17,27.37,28.24,27.37,27.75,27.37,0.38,1.3884,54420.67,151901.25,0.77,2.117,3.1816
688322.SH,2024-10-18,28.0,31.27,27.73,30.2,27.75,2.45,8.8288,109378.72,322313.82,1.67,4.2549,6.3946
688322.SH,2024-10-21,30.3,32.68,30.11,31.55,30.2,1.35,4.4702,100497.08,316760.021,1.41,3.9094,5.8754
688322.SH,2024-10-22,32.04,32.96,31.15,32.26,31.55,0.71,2.2504,78200.89,250756.077,1.0,3.0421,4.5719
