ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688113.SH,2025-05-13,34.53,34.9,33.88,34.03,34.5,-0.47,-1.3623,6568.54,22533.663,1.02,0.58,26.5614,2.3311,219144.8933
688113.SH,2025-05-14,33.89,34.49,33.52,33.93,34.03,-0.1,-0.2939,8130.6,27534.559,1.2626,0.88,26.4834,2.3243,218500.9177
688113.SH,2025-05-15,33.93,34.3,33.5,33.81,33.93,-0.12,-0.3537,5959.42,20146.576,0.9254,0.73,26.3897,2.3161,217728.147
688113.SH,2025-05-16,33.8,35.3,33.63,35.19,33.81,1.38,4.0816,10070.84,35090.92,1.5639,1.32,27.4668,2.4106,226615.0101
688113.SH,2025-05-19,34.92,35.47,34.25,35.15,35.19,-0.04,-0.1137,8815.41,30732.773,1.3689,1.12,27.4356,2.4079,226357.4199
688113.SH,2025-05-20,35.25,35.49,34.83,35.49,35.15,0.34,0.9673,7217.95,25396.668,1.1208,0.91,27.701,2.4311,228546.9369
688113.SH,2025-05-21,35.55,35.55,34.46,35.06,35.49,-0.43,-1.2116,6260.34,21862.819,0.9721,0.78,27.3654,2.4017,225777.8419
688113.SH,2025-05-22,34.74,35.17,33.8,33.89,35.06,-1.17,-3.3371,8045.61,27584.07,1.2494,1.05,26.4521,2.3215,218243.3275
688113.SH,2025-05-23,33.64,34.5,33.42,33.82,33.89,-0.07,-0.2066,5684.69,19351.824,0.8827,0.7,26.3975,2.3167,217792.5445
688113.SH,2025-05-26,33.84,34.35,33.72,34.3,33.82,0.48,1.4193,4985.98,16996.016,0.7742,0.69,26.7722,2.3496,220883.6274
688113.SH,2025-05-27,34.03,34.54,33.75,34.36,34.3,0.06,0.1749,5641.1,19274.504,0.876,0.88,26.819,2.3537,221270.0127
688113.SH,2025-05-28,34.44,34.58,33.93,34.12,34.36,-0.24,-0.6985,4314.44,14760.817,0.67,0.7,26.6317,2.3373,219724.4713
688113.SH,2025-05-29,34.12,34.74,33.9,34.47,34.12,0.35,1.0258,4180.11,14408.162,0.6491,0.73,26.9048,2.3613,221978.3859
688113.SH,2025-05-30,34.6,34.6,33.5,33.85,34.47,-0.62,-1.7987,6840.49,23142.572,1.0622,1.38,26.4209,2.3188,217985.7372
688113.SH,2025-06-03,33.34,34.49,33.33,33.98,33.85,0.13,0.384,4808.54,16392.145,0.7467,0.93,26.5224,2.3277,218822.9055
688113.SH,2025-06-04,33.41,34.34,33.41,33.94,33.98,-0.04,-0.1177,4055.21,13814.985,0.6297,0.79,26.4912,2.325,218565.3152
688113.SH,2025-06-05,33.49,33.96,33.18,33.89,33.76,0.13,0.3851,4443.58,14927.338,0.69,0.92,26.4521,2.3507,218243.3275
688113.SH,2025-06-06,33.89,34.3,33.57,34.12,33.89,0.23,0.6787,4962.33,16863.576,0.7706,1.02,26.6317,2.3666,219724.4713
688113.SH,2025-06-09,34.26,34.77,33.94,34.22,34.12,0.1,0.2931,5671.06,19461.693,0.8806,1.13,26.7097,2.3736,220368.4469
688113.SH,2025-06-10,34.42,34.59,33.77,34.25,34.22,0.03,0.0877,6239.11,21298.896,0.9688,1.3,26.7331,2.3757,220561.6396
688113.SH,2025-06-11,34.0,34.42,33.75,33.92,34.25,-0.33,-0.9635,4364.09,14878.739,0.6777,0.86,26.4756,2.3528,218436.5201
688113.SH,2025-06-12,34.04,34.14,33.49,33.81,33.92,-0.11,-0.3243,3959.16,13391.127,0.6148,0.77,26.3897,2.3451,217728.147
688113.SH,2025-06-13,33.92,34.01,32.94,33.4,33.81,-0.41,-1.2127,4168.8,13918.756,0.6474,0.83,26.0697,2.3167,215087.8471
688113.SH,2025-06-16,33.7,34.12,33.17,33.6,33.4,0.2,0.5988,4980.95,16824.544,0.7735,1.02,26.2258,2.3306,216375.7982
688113.SH,2025-06-17,33.79,33.95,33.49,33.92,33.6,0.32,0.9524,4556.64,15366.569,0.7076,0.96,26.4756,2.3528,218436.5201
688113.SH,2025-06-18,33.59,34.33,33.59,34.33,33.92,0.41,1.2087,4093.73,13928.735,0.6357,0.93,26.7956,2.3812,221076.82
688113.SH,2025-06-19,34.33,34.8,33.5,33.5,34.33,-0.83,-2.4177,5878.3,20052.863,0.9128,1.35,26.1477,2.3236,215731.8227
688113.SH,2025-06-20,33.8,34.31,33.27,33.27,33.5,-0.23,-0.6866,6633.71,22375.389,1.0301,1.4,25.9682,2.3077,214250.6788
688113.SH,2025-06-23,33.11,34.39,33.11,34.1,33.27,0.83,2.4947,5747.55,19431.516,0.8925,1.1,26.616,2.3652,219595.6762
688113.SH,2025-06-24,34.1,35.8,34.07,35.54,34.1,1.44,4.2229,11038.36,38789.529,1.7141,2.05,27.74,2.4651,228868.9247
688113.SH,2025-06-25,35.65,36.49,35.38,36.43,35.54,0.89,2.5042,9724.27,34986.556,1.51,1.46,28.4347,2.5269,234600.3074
688113.SH,2025-06-26,36.55,36.55,35.51,35.65,36.43,-0.78,-2.1411,7501.3,26900.709,1.1648,0.96,27.8259,2.4728,229577.2978
688113.SH,2025-06-27,36.1,36.88,35.7,36.1,35.65,0.45,1.2623,7587.87,27478.203,1.1783,0.93,28.1771,2.504,232475.188
688113.SH,2025-06-30,36.26,36.35,35.72,36.19,36.1,0.09,0.2493,9170.6,33051.12,1.4241,1.1,28.2474,2.5102,233054.766
688113.SH,2025-07-01,36.22,36.76,35.67,36.64,36.19,0.45,1.2434,10571.9,38367.638,1.6417,1.17,28.5986,2.5414,235952.6562
688113.SH,2025-07-02,36.06,36.6,35.79,35.98,36.64,-0.66,-1.8013,8009.18,28878.445,1.2437,0.9,28.0834,2.4957,231702.4173
688113.SH,2025-07-03,36.16,36.33,35.67,36.03,35.98,0.05,0.139,6025.69,21646.796,0.9357,0.7,28.1225,2.4991,232024.4051
688113.SH,2025-07-04,35.9,36.07,35.03,35.24,36.03,-0.79,-2.1926,6223.21,22045.645,0.9664,0.75,27.5058,2.4443,226936.9979
688113.SH,2025-07-07,35.42,35.5,34.7,35.01,35.24,-0.23,-0.6527,7215.87,25292.144,1.1205,0.9,27.3263,2.4284,225455.8541
688113.SH,2025-07-08,35.1,35.79,34.88,35.6,35.01,0.59,1.6852,5156.58,18215.313,0.8007,0.68,27.7868,2.4693,229255.31
