ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688311.SH,2025-05-13,41.85,41.85,38.3,39.13,41.51,-2.38,-5.7336,50550.77,199924.183,3.0105,1.25,,4.1039,657045.7016
688311.SH,2025-05-14,38.89,39.93,37.5,38.02,39.13,-1.11,-2.8367,35838.31,137463.447,2.1343,0.8,,3.9875,638407.2981
688311.SH,2025-05-15,37.77,38.28,36.8,36.98,38.02,-1.04,-2.7354,22709.26,84256.48,1.3524,0.52,,3.8784,620944.2894
688311.SH,2025-05-16,37.1,37.54,36.5,36.59,36.98,-0.39,-1.0546,16545.3,61065.881,0.9853,0.39,,3.8375,614395.6612
688311.SH,2025-05-19,36.68,37.46,36.21,36.4,36.59,-0.19,-0.5193,23233.33,85215.524,1.3836,0.65,,3.8176,611205.3038
688311.SH,2025-05-20,36.41,36.6,35.5,36.31,36.4,-0.09,-0.2473,22120.56,79852.417,1.3174,0.74,,3.8082,609694.0819
688311.SH,2025-05-21,36.2,36.55,35.5,36.1,36.31,-0.21,-0.5784,19276.46,69378.513,1.148,0.8,,3.7861,606167.8975
688311.SH,2025-05-22,35.61,36.86,35.52,35.77,36.1,-0.33,-0.9141,25639.92,92638.206,1.527,1.23,,3.7515,600626.7505
688311.SH,2025-05-23,35.6,36.59,35.2,35.55,35.77,-0.22,-0.615,21388.79,76692.927,1.2738,1.0,,3.7285,596932.6525
688311.SH,2025-05-26,35.6,37.29,35.0,36.62,35.55,1.07,3.0098,27334.4,99166.265,1.6279,1.22,,3.8407,614899.4018
688311.SH,2025-05-27,36.55,38.5,36.55,38.13,36.62,1.51,4.1234,41774.87,157969.196,2.4879,1.8,,3.999,640254.3471
688311.SH,2025-05-28,38.0,38.68,37.51,38.19,38.13,0.06,0.1574,24105.64,91893.635,1.4356,0.89,,4.0053,641261.8284
688311.SH,2025-05-29,37.98,39.5,37.6,38.4,38.19,0.21,0.5499,24123.17,93329.715,1.4366,0.86,,4.0274,644788.0128
688311.SH,2025-05-30,38.01,38.8,37.7,38.27,38.4,-0.13,-0.3385,21496.49,82123.078,1.2802,0.77,,4.0137,642605.1367
688311.SH,2025-06-03,38.08,39.38,37.87,38.7,38.27,0.43,1.1236,25622.77,99278.113,1.526,0.92,,4.0588,649825.4192
688311.SH,2025-06-04,39.06,39.3,37.3,37.57,38.7,-1.13,-2.9199,24647.13,93568.454,1.4678,0.9,,3.9403,630851.1886
688311.SH,2025-06-05,37.45,38.26,37.16,37.69,37.57,0.12,0.3194,16962.44,64010.058,1.0102,0.71,,3.9529,632866.1511
688311.SH,2025-06-06,37.8,39.44,37.6,39.09,37.69,1.4,3.7145,36240.48,141067.257,2.1583,1.61,,4.0997,656374.0474
688311.SH,2025-06-09,39.54,40.65,38.2,40.49,39.09,1.4,3.5815,44092.78,173860.948,2.6259,1.76,,4.2466,679881.9437
688311.SH,2025-06-10,40.49,41.91,39.03,40.86,40.49,0.37,0.9138,57135.79,232265.219,3.4027,1.94,,4.2854,686094.7449
688311.SH,2025-06-11,40.5,40.98,39.13,40.5,40.86,-0.36,-0.8811,34432.79,137766.563,2.0506,0.96,,4.2476,680049.8573
688311.SH,2025-06-12,40.28,40.28,38.58,38.79,40.5,-1.71,-4.2222,30714.42,120591.912,1.8292,0.81,,4.0683,651336.6411
688311.SH,2025-06-13,38.91,39.39,37.89,39.1,38.79,0.31,0.7992,23920.03,92544.363,1.4245,0.59,,4.1008,656541.961
688311.SH,2025-06-16,38.87,39.8,38.6,38.78,39.1,-0.32,-0.8184,22601.24,88336.727,1.346,0.59,,4.0672,651168.7275
688311.SH,2025-06-17,38.85,39.6,38.32,39.29,38.78,0.51,1.3151,17704.75,69001.024,1.0544,0.52,,4.1207,659732.3183
688311.SH,2025-06-18,39.3,40.34,39.08,39.51,39.29,0.22,0.5599,21334.48,84535.122,1.2706,0.82,,4.1438,663426.4163
688311.SH,2025-06-19,39.5,39.79,38.7,39.26,39.51,-0.25,-0.6328,16545.66,64750.805,0.9854,0.71,,4.1176,659228.5777
688311.SH,2025-06-20,39.26,39.5,38.27,38.56,39.26,-0.7,-1.783,16504.82,64210.838,0.9829,0.81,,4.0441,647474.6295
688311.SH,2025-06-23,38.98,38.99,38.07,38.3,38.56,-0.26,-0.6743,18033.8,69425.012,1.074,0.95,,4.0169,643108.8774
688311.SH,2025-06-24,38.3,39.76,38.25,39.3,38.3,1.0,2.611,26069.77,102228.336,1.5526,1.45,,4.1217,659900.2319
688311.SH,2025-06-25,39.23,41.99,39.02,41.84,39.3,2.54,6.4631,48608.0,199441.298,2.8948,2.47,,4.3881,702550.2723
688311.SH,2025-06-26,42.0,43.32,41.06,41.46,41.84,-0.38,-0.9082,39702.07,166988.539,2.3644,1.58,,4.3483,696169.5576
688311.SH,2025-06-27,41.71,42.13,40.96,41.46,41.46,0.0,0.0,20952.67,87077.92,1.2478,0.7,,4.3483,696169.5576
688311.SH,2025-06-30,41.12,43.5,41.1,43.05,41.46,1.59,3.835,43420.92,185399.917,2.5859,1.42,,4.515,722867.8112
688311.SH,2025-07-01,42.54,43.18,40.78,40.96,43.05,-2.09,-4.8548,44742.49,185289.293,2.6646,1.25,,4.2958,687773.8803
688311.SH,2025-07-02,40.9,40.9,39.49,39.66,40.96,-1.3,-3.1738,27156.56,108940.032,1.6173,0.69,,4.1595,665949.4702
688311.SH,2025-07-03,39.2,40.6,39.2,39.65,39.66,-0.01,-0.0252,20132.44,80297.129,1.199,0.57,,4.1584,665781.5555
688311.SH,2025-07-04,39.22,39.65,37.96,38.6,39.65,-1.05,-2.6482,30203.1,116877.434,1.7987,0.97,,4.0483,648150.5181
688311.SH,2025-07-07,38.49,38.89,37.8,37.97,38.6,-0.63,-1.6321,17691.77,67409.857,1.0536,0.53,,3.9822,637571.8957
688311.SH,2025-07-08,37.97,39.7,37.7,39.49,37.97,1.52,4.0032,24584.05,95278.905,1.4641,0.88,,4.1416,663094.9213
688311.SH,2025-07-09,38.5,39.6,36.47,36.88,39.49,-2.61,-6.6093,82788.66,310769.921,4.9304,3.46,,3.8679,619269.1997
688311.SH,2025-07-10,37.08,37.83,36.11,36.88,36.88,0.0,0.0,40606.29,149008.293,2.4183,1.16,,3.8679,619269.1997
688311.SH,2025-07-11,36.9,37.75,36.65,37.13,36.88,0.25,0.6779,26536.74,98979.365,1.5804,0.68,,3.8941,623467.0657
688311.SH,2025-07-14,37.15,37.98,36.7,37.42,37.13,0.29,0.781,21177.25,79378.457,1.2612,0.55,,3.9245,628336.5904
688311.SH,2025-07-15,37.53,37.74,37.12,37.52,37.42,0.1,0.2672,13824.58,51691.367,0.8233,0.35,,3.935,630015.7368
688311.SH,2025-07-16,37.38,38.09,37.31,37.39,37.52,-0.13,-0.3465,18813.84,70944.706,1.1204,0.51,,3.9214,627832.8464
688311.SH,2025-07-17,37.36,38.52,37.23,38.5,37.39,1.11,2.9687,23187.36,88249.531,1.3809,0.96,,4.0378,646471.3717
688311.SH,2025-07-18,38.48,38.76,38.15,38.48,38.5,-0.02,-0.0519,17421.91,67085.383,1.0375,0.84,,4.0357,646135.5424
688311.SH,2025-07-21,38.5,40.17,38.2,38.74,38.48,0.26,0.6757,19612.9,76634.768,1.168,1.04,,4.063,650501.3231
688311.SH,2025-07-22,38.73,39.99,38.36,38.8,38.74,0.06,0.1549,25264.38,99420.595,1.5046,1.36,,4.0693,651508.811
688311.SH,2025-07-23,38.53,39.01,37.24,37.45,38.8,-1.35,-3.4794,32083.63,121312.199,1.9107,1.54,,3.9277,628840.3343
688311.SH,2025-07-24,37.4,37.65,36.41,37.06,37.45,-0.39,-1.0414,46512.42,172214.409,2.77,1.98,,3.8868,622291.6633
688311.SH,2025-07-25,37.09,37.54,36.66,37.48,37.06,0.42,1.1333,19964.79,74159.484,1.189,0.71,,3.9308,629344.0782
688311.SH,2025-07-28,37.49,38.35,37.41,38.2,37.48,0.72,1.921,35876.0,135995.274,2.1366,1.25,,4.0064,641433.9324
688311.SH,2025-07-29,38.07,38.26,37.45,37.82,38.2,-0.38,-0.9948,29741.62,112165.092,1.7712,0.93,,3.9665,635053.176
688311.SH,2025-07-30,38.0,38.46,36.81,37.21,37.82,-0.61,-1.6129,28035.14,105082.249,1.6696,0.85,,3.9025,624810.3829
688311.SH,2025-07-31,37.21,38.8,36.93,37.19,37.21,-0.02,-0.0537,50136.75,190540.733,2.9858,1.57,,3.9004,624474.5536
688311.SH,2025-08-01,37.01,37.9,36.53,37.14,37.19,-0.05,-0.1344,28703.3,106600.32,1.7094,0.88,,3.8952,623634.9804
688311.SH,2025-08-04,37.1,40.75,37.01,40.75,37.14,3.61,9.72,101056.34,401637.877,6.0183,2.93,,4.2738,684252.1662
