ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
688065.SH,20260709,58.8383,55.967,3299179.5452,2668370.972
688065.SH,20260708,58.4009,55.551,3274655.692,2648536.12
688065.SH,20260707,60.0217,57.0927,3365538.2068,2722041.748
688065.SH,20260706,63.6235,60.5187,3567499.3508,2885387.588
688065.SH,20260703,63.3405,60.2495,3551630.9752,2872553.272
688065.SH,20260702,63.9065,60.7879,3583367.7264,2898221.904
688065.SH,20260701,63.3663,60.274,3553073.5548,2873720.028
688065.SH,20260630,61.5525,58.5488,3451371.693,2791463.73
688065.SH,20260629,62.6202,59.5643,3511238.7464,2839884.104
688065.SH,20260626,61.2566,58.2673,3434782.0276,2778046.036
688065.SH,20260625,64.1124,60.9837,3594908.3632,2907555.952
688065.SH,20260624,64.5754,61.4242,3620874.796,2928557.56
688065.SH,20260623,65.6045,62.4031,3678577.98,2975227.8
688065.SH,20260622,65.2186,62.036,3656939.286,2957726.46
688065.SH,20260618,56.973,54.1928,3194592.5242,2583781.162
688065.SH,20260617,55.3779,52.6755,3105152.589,2511442.29
688065.SH,20260616,55.9697,53.2384,3138331.9198,2538277.678
688065.SH,20260615,57.732,54.9147,3237148.6224,2618200.464
688065.SH,20260612,58.1694,55.3307,3261672.4756,2638035.316
688065.SH,20260611,57.8864,55.0615,3245804.073,2625201.1755
688065.SH,20260610,56.0726,53.3363,3144102.212,2542944.872
688065.SH,20260609,55.8668,53.1405,3132561.5753,2533610.8234
688065.SH,20260608,56.5871,53.8257,3172953.8038,2566279.9936
688065.SH,20260605,57.5133,54.7067,3224886.669,2608283.2124
688065.SH,20260604,56.8573,54.0827,3188100.8895,2578530.9324
688065.SH,20260603,52.3293,49.7756,2934206.882,2373181.8627
688065.SH,20260602,52.3164,49.7634,2933485.5922,2372598.4846
688065.SH,20260601,51.9691,49.433,2914010.7678,2356847.2776
688065.SH,20260529,51.7375,49.2128,2901027.5515,2346346.4729
688065.SH,20260528,52.8181,50.2406,2961615.8942,2395350.2281
