ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
300316.SZ,20260709,73.2671,156.4299,6482192.31,6096199.23
300316.SZ,20260708,69.8627,149.1614,6180999.536,5812941.488
300316.SZ,20260707,74.0812,158.168,6554216.669,6163934.777
300316.SZ,20260706,71.3429,152.3216,6311952.916,5936097.028
300316.SZ,20260703,75.6057,161.423,6689098.6504,6290784.9832
300316.SZ,20260702,79.6317,170.0188,7045291.844,6625768.052
300316.SZ,20260701,89.5635,191.2237,7923989.0238,7452141.7254
300316.SZ,20260630,89.4006,190.8761,7909584.152,7438594.616
300316.SZ,20260629,83.184,177.6033,7359579.956,6921341.348
300316.SZ,20260626,86.3959,184.4609,7643748.7906,7188588.8698
300316.SZ,20260625,83.5985,178.4881,7396246.9024,6955824.8992
300316.SZ,20260624,84.457,180.321,7472199.8628,7027255.1124
300316.SZ,20260623,82.592,176.3392,7307198.604,6872079.132
300316.SZ,20260622,84.8122,181.0795,7503628.674,7056812.442
300316.SZ,20260618,79.7649,170.3032,7057077.6482,6636852.0506
300316.SZ,20260617,76.775,163.9196,6792551.8206,6388077.8598
300316.SZ,20260616,76.5086,163.3507,6768980.2122,6365909.8626
300316.SZ,20260615,77.1895,164.8044,6829218.767,6422561.411
300316.SZ,20260612,69.6851,148.7822,6165285.1304,5798162.8232
300316.SZ,20260611,71.3873,152.4165,6315881.5029,5939791.8534
300316.SZ,20260610,72.9118,155.6715,6450763.484,6066642.063
300316.SZ,20260609,78.6696,167.9646,6960172.1311,6545717.1264
300316.SZ,20260608,67.7313,144.6108,5992426.6551,5635597.6614
300316.SZ,20260605,72.3642,154.5022,6402310.7335,6021074.5119
300316.SZ,20260604,72.5418,154.8814,6418025.1391,6035853.1771
300316.SZ,20260603,71.6537,152.9853,6339453.1113,5961959.8512
300316.SZ,20260602,69.5667,148.5294,6154808.8459,5788310.5351
300316.SZ,20260601,70.5288,150.5835,6239928.5427,5868361.6382
300316.SZ,20260529,75.2209,160.6014,6655050.7564,6258764.7105
300316.SZ,20260528,81.245,173.4634,7188031.0117,6760007.7717
300316.SZ,20260527,79.9277,170.6508,7071482.5038,6650399.3382
300316.SZ,20260526,79.6317,170.0188,7045291.8279,6625768.2295
300316.SZ,20260525,83.4801,178.2353,7385770.6151,6945972.6421
300316.SZ,20260522,81.5411,174.0954,7214221.6877,6784638.8804
300316.SZ,20260521,77.5743,165.6261,6863266.6301,6454582.0244
300316.SZ,20260520,84.1461,179.6574,7444699.6359,7001392.6366
300316.SZ,20260519,77.1303,164.678,6823980.6162,6417635.3614
300316.SZ,20260518,75.8425,161.9287,6710051.1758,6310490.0387
