ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688065.SH,20260430,20260331,上海曜修生物技术合伙企业(有限合伙),116655640.0,16.1731,19.9966,0.0,一般企业
688065.SH,20260430,20260331,山西潞安矿业(集团)有限责任公司,52007550.0,7.2103,8.9149,0.0,一般企业
688065.SH,20260430,20260331,CathayIndustrialBiotechLtd.,48543681.0,6.7301,8.3211,0.0,一般企业
688065.SH,20260430,20260331,山西科技创新城投资开发有限公司,40139958.0,5.565,6.8806,0.0,投资公司
688065.SH,20260430,20260331,HBMHealthcareInvestments(Cayman)Ltd.,29645878.0,4.1101,5.0818,-5500000.0,一般企业
688065.SH,20260430,20260331,四川天府银行股份有限公司营业部,19232425.0,2.6663,3.2967,-898484.0,金融机构—银行
688065.SH,20260430,20260331,天津四通陇彤缘企业管理合伙企业(有限合伙),14306330.0,1.9834,2.4523,-2151867.0,一般企业
688065.SH,20260430,20260331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,12457411.0,1.7271,2.1354,-1461168.0,开放式投资基金
688065.SH,20260430,20260331,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,1.7192,2.1256,0.0,风险投资公司
688065.SH,20260430,20260331,新余高新区裕宜安投资合伙企业(有限合伙),9758501.0,1.3529,1.6728,,投资公司
688065.SH,20260424,20251231,上海曜修生物技术合伙企业(有限合伙),116655640.0,16.1731,19.9966,0.0,一般企业
688065.SH,20260424,20251231,山西潞安矿业(集团)有限责任公司,52007550.0,7.2103,8.9149,0.0,一般企业
688065.SH,20260424,20251231,CathayIndustrialBiotechLtd.,48543681.0,6.7301,8.3211,0.0,一般企业
688065.SH,20260424,20251231,山西科技创新城投资开发有限公司,40139958.0,5.565,6.8806,0.0,投资公司
688065.SH,20260424,20251231,HBMHealthcareInvestments(Cayman)Ltd.,35145878.0,4.8726,6.0245,0.0,一般企业
688065.SH,20260424,20251231,四川天府银行股份有限公司营业部,20130909.0,2.7909,3.4507,0.0,金融机构—银行
688065.SH,20260424,20251231,天津四通陇彤缘企业管理合伙企业(有限合伙),16458197.0,2.2817,2.8212,-2627039.0,一般企业
688065.SH,20260424,20251231,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,13918579.0,1.9296,2.3859,1172504.0,开放式投资基金
688065.SH,20260424,20251231,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,13148929.0,1.8229,2.2539,115814.0,开放式投资基金
688065.SH,20260424,20251231,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,1.7192,2.1256,0.0,风险投资公司
688065.SH,20251031,20250930,上海曜修生物技术合伙企业(有限合伙),116655640.0,16.1731,19.9966,0.0,一般企业
688065.SH,20251031,20250930,山西潞安矿业(集团)有限责任公司,52007550.0,7.2103,8.9149,0.0,一般企业
688065.SH,20251031,20250930,HBMHealthcareInvestments(Cayman)Ltd.,35145878.0,4.8726,6.0245,-475558.0,一般企业
688065.SH,20251031,20250930,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,1.7192,2.1256,0.0,风险投资公司
688065.SH,20250816,20250630,CathayIndustrialBiotechLtd.,48543681.0,6.7301,8.3211,0.0,一般企业
688065.SH,20250816,20250630,HBMHealthcareInvestments(Cayman)Ltd.,35621436.0,4.9385,6.1061,0.0,一般企业
688065.SH,20250816,20250630,四川天府银行股份有限公司营业部,20130909.0,2.7909,3.4507,0.0,金融机构—银行
688065.SH,20250816,20250630,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,14922075.0,2.0688,2.5579,3190414.0,开放式投资基金
688065.SH,20250816,20250630,上海曜修生物技术合伙企业(有限合伙),116655640.0,16.1731,19.9966,0.0,一般企业
688065.SH,20250430,20250331,上海曜修生物技术合伙企业(有限合伙),116655640.0,16.1731,19.9966,0.0,一般企业
688065.SH,20250430,20250331,山西潞安矿业(集团)有限责任公司,52007550.0,7.2103,8.9149,0.0,一般企业
688065.SH,20250430,20250331,CathayIndustrialBiotechLtd.,48543681.0,6.7301,8.3211,0.0,一般企业
688065.SH,20250430,20250331,山西科技创新城投资开发有限公司,40139958.0,5.565,6.8806,0.0,投资公司
688065.SH,20250430,20250331,HBMHealthcareInvestments(Cayman)Ltd.,35621436.0,4.9385,6.1061,0.0,一般企业
688065.SH,20250430,20250331,天津四通陇彤缘企业管理合伙企业(有限合伙),21303563.0,2.9535,3.6518,-660000.0,一般企业
688065.SH,20250430,20250331,四川天府银行股份有限公司营业部,20130909.0,2.7909,3.4507,0.0,金融机构—银行
688065.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,16393224.0,2.2727,2.8101,-2871044.0,开放式投资基金
688065.SH,20250430,20250331,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,1.7192,2.1256,0.0,风险投资公司
688065.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,11731661.0,1.6264,2.011,-474122.0,开放式投资基金
688065.SH,20241026,20241021,CathayIndustrialBiotechLtd.,165199321.0,28.3177,28.3177,0.0,一般企业
688065.SH,20241026,20241021,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,2.1256,2.1256,0.0,风险投资公司
688065.SH,20241026,20241021,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,24954024.0,4.2775,4.2775,5045001.0,开放式投资基金
688065.SH,20241026,20241021,天津四通陇彤缘企业管理合伙企业(有限合伙),23351256.0,4.0027,4.0028,-2648350.0,一般企业
688065.SH,20241031,20240930,山西潞安矿业(集团)有限责任公司,52007550.0,8.9148,8.9149,0.0,一般企业
688065.SH,20241031,20240930,HBMHealthcareInvestments(Cayman)Ltd.,35621436.0,6.106,6.1061,0.0,一般企业
688065.SH,20241031,20240930,江苏鼎建企业管理有限公司,24750909.0,4.2426,4.2427,0.0,一般企业
688065.SH,20241031,20240930,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,22539779.0,3.8636,3.8637,2630756.0,开放式投资基金
688065.SH,20241031,20240930,杭州延福股权投资基金管理有限公司-无锡迪维投资合伙企业(有限合伙),13838769.0,2.3721,2.3722,-269862.0,投资公司
688065.SH,20241031,20240930,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,2.1256,2.1256,0.0,风险投资公司
