ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
300395.SZ,20260709,127.2259,117.024,5638423.1475,5497029.0375
300395.SZ,20260708,121.6268,111.8739,5390279.9563,5255108.5055
300395.SZ,20260707,125.921,115.8238,5580593.1665,5440649.2525
300395.SZ,20260706,129.0527,118.7044,5719385.1209,5575960.7365
300395.SZ,20260703,135.2569,124.411,5994340.3942,5844020.987
300395.SZ,20260702,139.0292,127.8808,6161521.612,6007009.82
300395.SZ,20260701,149.6699,137.6683,6633098.8207,6466761.3395
300395.SZ,20260630,158.638,145.9172,7030548.5083,6854244.2255
300395.SZ,20260629,155.4113,142.9494,6887550.7371,6714832.3935
300395.SZ,20260626,166.0283,152.715,7358076.4916,7173558.826
300395.SZ,20260625,158.4244,145.7208,7021085.4205,6845018.4425
300395.SZ,20260624,158.3414,145.6445,7017405.3308,6841430.638
300395.SZ,20260623,151.0697,138.9558,6695134.6185,6527241.4725
300395.SZ,20260622,163.9998,150.8492,7268177.1575,7085913.8875
300395.SZ,20260618,161.0342,148.1213,7136745.3825,6957778.0125
300395.SZ,20260617,160.0022,147.172,7091007.1248,6913186.728
300395.SZ,20260616,155.9333,143.4295,6910682.7295,6737384.3075
300395.SZ,20260615,151.0341,138.9231,6693557.4372,6525703.842
300395.SZ,20260612,141.1526,129.8339,6255626.7629,6098755.1065
300395.SZ,20260611,147.0957,135.3005,6519015.8168,6355539.3504
300395.SZ,20260610,143.9047,132.3654,6377595.2317,6217665.15
300395.SZ,20260609,143.9284,132.3872,6378646.6859,6218690.237
300395.SZ,20260608,133.3114,122.6215,5908120.9475,5759963.808
300395.SZ,20260605,141.4373,130.0958,6268243.9987,6111056.1028
300395.SZ,20260604,144.8181,133.2055,6418076.2171,6257130.9992
300395.SZ,20260603,141.1526,129.8339,6255626.5487,6098755.0589
300395.SZ,20260602,141.7575,130.3904,6282438.6299,6124894.7772
300395.SZ,20260601,138.1276,127.0515,6121566.1428,5968056.4674
300395.SZ,20260529,157.6177,144.9787,6985330.1264,6855269.259
300395.SZ,20260528,170.0503,156.4145,7536322.5214,7396002.6473
300395.SZ,20260527,164.2759,151.1031,7280411.3616,7130404.6944
300395.SZ,20260526,174.7523,160.7394,7744707.3229,7585134.2334
300395.SZ,20260525,178.488,164.1756,7910266.1753,7747281.8868
300395.SZ,20260522,165.1597,151.916,7319581.4371,7168767.7039
300395.SZ,20260521,151.3129,139.1796,6705916.9213,6567747.2221
300395.SZ,20260520,157.8769,145.2172,6996820.0152,6852656.5058
300395.SZ,20260519,155.3197,142.865,6883487.9301,6741659.5317
300395.SZ,20260518,162.0368,149.0436,7181180.5038,7033218.4038
300395.SZ,20260515,157.7119,145.0655,6989508.2678,6845495.4107
300395.SZ,20260514,165.5958,152.3171,7338905.341,7187693.4552
300395.SZ,20260513,175.4712,161.4006,7776565.651,7616336.1478
300395.SZ,20260512,174.5991,160.5985,7737917.8432,7578484.6451
300395.SZ,20260511,154.9072,142.4857,6865208.5616,6723756.794
300395.SZ,20260508,151.6193,139.4614,6719495.8808,6581046.3987
300395.SZ,20260507,151.4544,139.3097,6712184.1334,6573885.3036
300395.SZ,20260506,136.653,125.6952,6056215.9361,5931432.7716
300395.SZ,20260430,128.4275,118.1292,5691673.1004,5574401.0301
300395.SZ,20260429,131.4796,120.9367,5826940.4277,5706881.2895
300395.SZ,20260428,126.2002,116.0806,5592964.5102,5477726.2462
300395.SZ,20260427,128.0975,117.8257,5677049.6055,5560078.8399
300395.SZ,20260424,127.3315,117.1211,5643102.2068,5526830.8984
300395.SZ,20260423,183.1513,139.2439,5754867.4888,5637645.7801
300395.SZ,20260422,199.673,151.8048,6274001.5557,6146205.5319
300395.SZ,20260421,186.8246,142.0367,5870288.6445,5750715.906
300395.SZ,20260420,184.348,140.1538,5792470.7612,5674483.1061
300395.SZ,20260417,186.4922,141.7839,5859843.2911,5740483.3154
300395.SZ,20260416,181.0736,137.6644,5689584.0297,5573692.0889
300395.SZ,20260415,177.6828,135.0865,5583041.4244,5469319.665
300395.SZ,20260414,183.0848,139.1934,5752778.4181,5635599.2619
300395.SZ,20260413,181.0071,137.6138,5687494.959,5571645.5708
300395.SZ,20260410,168.1089,127.8077,5282215.2447,5174621.0563
300395.SZ,20260409,162.8566,123.8145,5117178.6601,5012946.1251
300395.SZ,20260408,166.2806,126.4177,5224765.8007,5118341.8081
300395.SZ,20260407,157.8203,119.9856,4958931.5551,4857922.3779
300395.SZ,20260403,155.8423,118.4818,4896781.702,4797038.4639
300395.SZ,20260402,151.8033,115.4111,4769870.6575,4672712.4884
300395.SZ,20260401,157.5709,119.796,4951097.54,4850247.9349
300395.SZ,20260331,151.9197,115.4996,4773526.5312,4676293.8951
300395.SZ,20260330,159.3162,121.1229,5005935.6457,4903969.0355
300395.SZ,20260327,156.5737,119.0378,4919761.4797,4819550.1632
300395.SZ,20260326,156.4407,118.9367,4915583.3383,4815457.1269
300395.SZ,20260325,161.3939,122.7025,5071219.1048,4967922.7266
300395.SZ,20260324,157.8369,119.9982,4959453.8228,4858434.0074
300395.SZ,20260323,153.4322,116.6495,4821052.8895,4722852.1822
300395.SZ,20260320,162.6737,123.6755,5111433.7157,5007318.2003
300395.SZ,20260319,167.9095,127.6561,5275948.0326,5168481.502
300395.SZ,20260318,181.672,138.1193,5708385.6659,5592110.752
300395.SZ,20260317,181.7551,138.1825,5710997.0043,5594668.8996
300395.SZ,20260316,197.213,149.9346,6196705.9401,6070484.3616
300395.SZ,20260313,189.3178,143.9322,5948628.7955,5827460.3353
300395.SZ,20260312,187.4729,142.5295,5890657.0838,5770669.4576
300395.SZ,20260311,187.7056,142.7064,5897968.8312,5777832.271
300395.SZ,20260310,188.653,143.4267,5927738.0886,5806995.1542
300395.SZ,20260309,178.0984,135.4024,5596098.1162,5482110.4032
300395.SZ,20260306,183.3175,139.3703,5760090.1655,5642762.0753
300395.SZ,20260305,188.6197,143.4014,5926693.5532,5805971.8951
300395.SZ,20260304,184.1486,140.0021,5786203.5492,5668343.5518
300395.SZ,20260303,186.8745,142.0746,5871855.4475,5752250.7945
300395.SZ,20260302,215.2472,163.6454,6763366.3654,6625602.4006
300395.SZ,20260227,223.2587,169.7363,7015099.3837,6872207.8335
300395.SZ,20260226,216.1115,164.3025,6790524.2843,6652207.1361
300395.SZ,20260225,205.4074,156.1645,6454183.9029,6322717.7194
300395.SZ,20260224,172.6299,131.2449,5424272.0518,5313784.2882
300395.SZ,20260213,159.4492,121.224,5010113.7871,4908062.0717
300395.SZ,20260212,166.9122,126.8979,5244611.9723,5137783.7302
300395.SZ,20260211,164.5519,125.1035,5170449.9627,5065132.3371
300395.SZ,20260210,159.3162,121.1229,5005935.6457,4903969.0355
300395.SZ,20260209,156.7233,119.1516,4924461.8887,4824154.8289
300395.SZ,20260206,144.8057,110.091,4549995.9672,4457316.4566
300395.SZ,20260205,149.0774,113.3387,4684218.7591,4588805.2456
300395.SZ,20260204,158.3023,120.3521,4974077.3177,4872759.6342
300395.SZ,20260203,157.7538,119.935,4956842.4844,4855875.8597
300395.SZ,20260202,152.917,116.2578,4804862.5916,4706991.6668
300395.SZ,20260130,159.6652,121.3883,5016903.2668,4914713.2556
300395.SZ,20260129,156.0418,118.6335,4903048.9141,4803178.0183
300395.SZ,20260128,163.2721,124.1304,5130235.3519,5025736.8634
300395.SZ,20260127,158.9007,120.807,4992878.9539,4891178.2972
300395.SZ,20260126,154.3298,117.3319,4849255.3438,4750480.1768
300395.SZ,20260123,154.5625,117.5088,4856567.0912,4757642.9902
300395.SZ,20260122,158.1527,120.2383,4969376.9086,4868154.9684
300395.SZ,20260121,157.1554,119.4801,4938040.8482,4837457.1967
300395.SZ,20260120,151.5872,115.2468,4763081.1778,4666061.3045
300395.SZ,20260119,164.3026,124.9139,5162615.9476,5057457.8942
300395.SZ,20260116,160.2304,121.8179,5034660.3677,4932108.6596
300395.SZ,20260115,161.9756,123.1448,5089498.4734,4985829.7601
300395.SZ,20260114,156.075,118.6587,4904093.4495,4804201.2773
300395.SZ,20260113,150.9889,114.7919,4744279.5415,4647642.6414
300395.SZ,20260112,156.956,119.3285,4931773.6361,4831317.6423
300395.SZ,20260109,158.9505,120.8449,4994445.7569,4892713.1858
300395.SZ,20260108,157.3216,119.6065,4943263.5249,4842573.492
300395.SZ,20260107,162.6405,123.6502,5110389.1803,5006294.9413
300395.SZ,20260106,167.1947,127.1127,5253490.5227,5146481.4322
300395.SZ,20260105,170.5024,129.6274,5357421.7896,5248295.7085
300395.SZ,20251231,166.7127,126.7462,5238344.7602,5131644.1759
300395.SZ,20251230,173.3613,131.8009,5447251.8294,5336295.9875
300395.SZ,20251229,178.8796,135.9963,5620644.6968,5506156.9911
300395.SZ,20251226,173.2117,131.6872,5442551.4203,5331691.3217
300395.SZ,20251225,174.3752,132.5718,5479110.1574,5367505.3887
300395.SZ,20251224,181.0902,137.677,5690106.2973,5574203.7185
300395.SZ,20251223,171.5329,130.4109,5389802.3854,5280016.7393
300395.SZ,20251222,161.6266,122.8794,5078530.8523,4975085.54
300395.SZ,20251219,148.2297,112.6942,4657583.1078,4562712.1396
300395.SZ,20251218,153.2494,116.5105,4815307.9451,4717224.2574
