ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
300394.SZ,20260709,146.8121,136.362,29615901.465,29549736.915
300394.SZ,20260708,132.8501,123.3938,26799391.0568,26739518.8408
300394.SZ,20260707,131.9903,122.5952,26625949.8659,26566465.1329
300394.SZ,20260706,128.1564,119.0343,25852554.87,25794797.97
300394.SZ,20260703,135.2401,125.6138,27281535.751,27220586.381
300394.SZ,20260702,135.6024,125.9503,27354621.0327,27293508.3837
300394.SZ,20260701,154.1121,143.1425,31088515.35,31019060.85
300394.SZ,20260630,163.6725,152.0223,33017094.1268,32943331.0108
300394.SZ,20260629,159.6007,148.2404,32195702.8265,32123774.7715
300394.SZ,20260626,171.9567,159.7169,34688238.18,34610741.58
300394.SZ,20260625,184.9183,171.7559,37302945.9447,37219607.8557
300394.SZ,20260624,175.8933,163.3733,35482358.8528,35403088.1168
300394.SZ,20260623,168.2039,156.2312,33931205.5606,33855400.2386
300394.SZ,20260622,176.3475,163.7952,35573988.1612,35494512.7172
300394.SZ,20260618,182.0145,169.0588,36717172.866,36635143.446
300394.SZ,20260617,178.0833,165.4074,35924143.0183,35843885.2973
300394.SZ,20260616,175.5851,163.087,35420181.8221,35341049.9951
300394.SZ,20260615,164.9486,153.2076,33274528.8504,33200190.6024
300394.SZ,20260612,151.9221,141.1083,30646731.1845,30578263.6695
300394.SZ,20260611,159.2492,147.9139,32124799.0006,32053028.0843
300394.SZ,20260610,158.778,147.4762,32029741.3853,31958182.8399
300394.SZ,20260609,171.4623,159.2577,34588505.3902,34511230.2381
300394.SZ,20260608,164.197,152.5095,33122903.9611,33048903.1504
300394.SZ,20260605,176.5144,163.9501,35607647.6917,35536195.5132
300394.SZ,20260604,185.5719,172.3629,37434779.7231,37359661.1254
300394.SZ,20260603,192.111,178.4366,38753898.9254,38676133.3137
300394.SZ,20260602,176.5144,163.9501,35607647.6917,35536195.5132
300394.SZ,20260601,165.6532,153.862,33416647.5755,33349591.9731
300394.SZ,20260529,175.8191,163.3044,35467398.7511,35396228.0035
300394.SZ,20260528,172.8682,160.5635,34872119.9144,34802143.6847
300394.SZ,20260527,165.5489,153.7651,33395610.2344,33328596.8466
300394.SZ,20260526,157.1094,145.9264,31693143.928,31629546.7986
300394.SZ,20260525,153.2431,142.3353,30913203.9862,30851171.9253
300394.SZ,20260522,143.8766,133.6355,29023739.0923,28965498.531
300394.SZ,20260521,130.246,120.9751,26274080.6961,26221357.744
300394.SZ,20260520,138.6584,128.7888,27971092.8771,27914964.6111
300394.SZ,20260519,140.2073,130.2274,28283536.3503,28226781.1188
300394.SZ,20260518,148.6854,138.102,29993794.2646,29933607.1396
300394.SZ,20260515,154.4945,143.4976,31165652.0792,31103113.4427
300394.SZ,20260514,151.4084,140.6312,30543102.6152,30481813.2192
300394.SZ,20260513,146.0743,135.6768,29467081.5766,29407951.381
300394.SZ,20260512,132.2699,122.855,26682360.9453,26628818.7166
300394.SZ,20260511,128.2027,119.0773,25861904.643,25810008.785
300394.SZ,20260508,126.032,117.0611,25424016.284,25372999.1159
300394.SZ,20260507,126.7427,117.7212,25567381.8677,25516077.0147
300394.SZ,20260506,122.1155,113.4234,24633947.2521,24584515.478
300394.SZ,20260430,118.7706,110.3166,23959194.0158,23911116.237
300394.SZ,20260429,120.1572,111.6045,24238912.7361,24190273.6591
300394.SZ,20260428,119.659,111.1417,24138400.9954,24089963.6105
300394.SZ,20260427,124.4677,115.6082,25108456.1677,25058072.2191
300394.SZ,20260424,125.0935,116.1894,25234680.2142,25184042.9778
300394.SZ,20260423,134.918,125.3146,27216552.928,27161816.1815
300394.SZ,20260422,144.6759,134.3779,29184969.964,29126274.4228
300394.SZ,20260421,136.0395,126.3562,27442780.9523,27387589.2258
300394.SZ,20260420,144.3252,144.3252,29114225.118,29055671.8557
300394.SZ,20260417,146.1673,146.1673,29485829.9138,29426529.2962
300394.SZ,20260416,137.0299,137.0299,27642576.8363,27586983.289
300394.SZ,20260415,127.4301,127.4301,25706033.8518,25654334.9955
300394.SZ,20260414,133.2801,133.2801,26886151.1743,26832078.9174
300394.SZ,20260413,135.2687,135.2687,27287297.7741,27232418.7486
300394.SZ,20260410,138.3132,138.3132,27901456.328,27845342.1335
300394.SZ,20260409,133.6886,133.6886,26968557.2588,26914319.2703
300394.SZ,20260408,129.8734,129.8734,26198915.5267,26146225.4082
300394.SZ,20260407,183.6372,134.6411,24672070.7168,24622451.3221
300394.SZ,20260403,193.1848,141.6413,25954806.9369,25902607.759
300394.SZ,20260402,186.785,136.9491,25094984.9615,25044515.0201
300394.SZ,20260401,192.8781,141.4165,25913603.8947,25861487.5825
300394.SZ,20260331,174.5179,127.9549,23446863.2726,23399707.9618
300394.SZ,20260330,183.319,134.4078,24629312.8428,24579779.4409
300394.SZ,20260327,183.7761,134.743,24690728.6982,24641071.7794
300394.SZ,20260326,188.058,137.8824,25266016.4575,25215202.545
300394.SZ,20260325,184.0654,134.9551,24729599.4927,24679864.3987
300394.SZ,20260324,172.8456,126.7288,23222190.0801,23175486.6222
300394.SZ,20260323,172.7183,126.6355,23205086.9305,23158417.8697
300394.SZ,20260320,180.5357,132.3671,24255375.7992,24206594.4432
300394.SZ,20260319,178.2154,130.6659,23943632.0269,23895477.6364
300394.SZ,20260318,175.5016,128.6761,23579023.974,23531602.8674
300394.SZ,20260317,162.0192,118.791,21767644.948,21723866.808
300394.SZ,20260316,180.0555,132.015,24190850.2802,24142198.6952
300394.SZ,20260313,188.058,137.8824,25266016.4575,25215202.545
300394.SZ,20260312,193.289,141.7177,25968800.423,25916573.1019
300394.SZ,20260311,191.5299,140.428,25732465.9921,25680713.9766
300394.SZ,20260310,197.0154,144.4499,26469456.2568,26416222.0385
300394.SZ,20260309,177.6194,130.2289,23863558.1901,23815564.8407
300394.SZ,20260306,186.8313,136.983,25101204.2886,25050721.8392
300394.SZ,20260305,193.7287,142.0401,26027884.0307,25975537.8833
300394.SZ,20260304,194.1685,142.3625,26086967.6384,26034502.6646
300394.SZ,20260303,193.5898,141.9383,26009226.0493,25956917.426
300394.SZ,20260302,202.524,148.4888,27209556.185,27154833.51
300394.SZ,20260227,213.3446,156.4223,28663323.9012,28605677.4718
300394.SZ,20260226,209.4793,153.5883,28144010.086,28087408.078
300394.SZ,20260225,197.6114,144.8869,26549530.0935,26496134.8343
300394.SZ,20260224,203.1085,148.9173,27288075.19,27233194.601
300394.SZ,20260213,180.2927,132.1889,24222724.3318,24174008.643
300394.SZ,20260212,190.9512,140.0037,25654724.403,25603128.738
300394.SZ,20260211,166.9377,122.3972,22428448.4554,22383341.3361
300394.SZ,20260210,166.5731,122.1299,22379471.2542,22334462.6358
300394.SZ,20260209,172.3769,126.3852,23159219.3929,23112642.5789
300394.SZ,20260206,146.3786,107.3234,19666289.7946,19626737.8086
300394.SZ,20260205,145.7595,106.8695,19583106.2943,19543721.6033
300394.SZ,20260204,154.3002,113.1315,20730572.1494,20688879.7251
300394.SZ,20260203,156.2328,114.5485,20990229.057,20948014.422
300394.SZ,20260202,137.9999,101.1802,18540591.5845,18503303.5537
300394.SZ,20260130,143.7516,105.3973,19313342.9801,19274500.8254
300394.SZ,20260129,129.6154,95.0328,17414115.9584,17379093.4464
300394.SZ,20260128,127.052,93.1534,17069720.7187,17035390.8394
300394.SZ,20260127,121.5491,89.1187,16330398.2063,16297555.2203
300394.SZ,20260126,113.3845,83.1325,15233464.3841,15202827.5037
300394.SZ,20260123,109.4556,80.2518,14705598.9942,14676023.7336
300394.SZ,20260122,115.7165,84.8422,15546762.9882,15515496.0152
300394.SZ,20260121,109.2068,80.0694,14672170.1108,14642662.081
300394.SZ,20260120,106.817,78.3172,14351097.3479,14322235.0456
300394.SZ,20260119,111.8048,81.9743,15021229.8459,14991019.8023
300394.SZ,20260116,114.5707,84.0022,15392834.6418,15361877.2428
300394.SZ,20260115,112.071,82.1694,15056990.9769,15026709.012
300394.SZ,20260114,110.8096,81.2446,14887514.3127,14857573.1919
300394.SZ,20260113,109.9416,80.6082,14770901.929,14741195.334
300394.SZ,20260112,117.1226,85.8732,15735675.0497,15704028.145
300394.SZ,20260109,115.1494,84.4265,15470576.2309,15439462.4814
300394.SZ,20260108,112.9795,82.8355,15179045.2718,15148517.8367
300394.SZ,20260107,116.9895,85.7756,15717794.4842,15686183.5401
300394.SZ,20260106,116.7464,85.5974,15685143.0168,15653597.7399
300394.SZ,20260105,117.8111,86.378,15828187.5408,15796354.579
300394.SZ,20251231,117.4813,86.1362,15783874.835,15752130.993
300394.SZ,20251230,122.9437,90.1412,16517755.4361,16484535.6453
300394.SZ,20251229,123.1173,90.2684,16541077.9128,16507811.2169
300394.SZ,20251226,123.4297,90.4975,16583058.3709,16549707.2458
300394.SZ,20251225,124.2919,91.1297,16698893.3387,16665309.2513
300394.SZ,20251224,129.0773,94.6383,17341816.2805,17306939.1745
300394.SZ,20251223,128.6201,94.3031,17280400.4251,17245646.836
300394.SZ,20251222,129.0368,94.6086,17336374.3693,17301508.2078
300394.SZ,20251219,123.8463,90.803,16639032.3151,16605568.6176
300394.SZ,20251218,126.6122,92.8309,17010637.111,16976426.0581
300394.SZ,20251217,126.0162,92.394,16930563.2742,16896513.2623
300394.SZ,20251216,115.323,84.5537,15493898.7076,15462738.053
300394.SZ,20251215,121.2945,88.932,16296191.9071,16263417.7153
300394.SZ,20251212,124.5002,91.2824,16726880.3108,16693239.9372
300394.SZ,20251211,127.1157,93.2,17078272.2935,17043925.2156
300394.SZ,20251210,136.1887,99.8523,18297260.4106,18260461.7569
300394.SZ,20251209,138.9604,101.8845,18669642.6224,18632095.0498
300394.SZ,20251208,137.0798,100.5057,18416982.4578,18379943.0243
300394.SZ,20251205,115.0047,84.3204,15451140.8336,15420066.1718
300394.SZ,20251204,108.2751,79.3863,14547006.1524,14517749.8468
300394.SZ,20251203,100.3651,73.5868,13484278.6294,13457159.6352
300394.SZ,20251202,93.7281,68.7206,12592582.6024,12567256.9484
300394.SZ,20251201,91.6103,67.1678,12308048.3863,12283294.9752
300394.SZ,20251128,91.4251,67.0321,12283171.0778,12258467.6988
300394.SZ,20251127,89.7413,65.7975,12056943.0535,12032694.6545
300394.SZ,20251126,90.8176,66.5866,12201542.4092,12177003.1983
300394.SZ,20251125,85.4825,62.675,11484764.9577,11461667.2984
300394.SZ,20251124,83.4457,61.1816,11211114.5641,11188567.2585
300394.SZ,20251121,85.8297,62.9295,11531409.9112,11508218.4415
300394.SZ,20251120,92.6287,67.9145,12444873.5831,12419844.9951
300394.SZ,20251119,88.6535,64.9999,11910788.866,11886834.4059
300394.SZ,20251118,88.3005,64.7411,11863366.4967,11839507.4104
300394.SZ,20251117,87.3168,64.0199,11731205.7952,11707612.5047
300394.SZ,20251114,89.9612,65.9587,12086484.8574,12062177.0451
300394.SZ,20251113,94.1679,69.043,12651666.2101,12626221.7298
300394.SZ,20251112,94.897,69.5776,12749620.6124,12723979.1304
300394.SZ,20251111,95.8112,70.2479,12872452.3232,12846563.8074
300394.SZ,20251110,104.1552,76.3657,13993486.038,13965342.948
300394.SZ,20251107,101.262,74.2444,13604778.0925,13577416.755
300394.SZ,20251106,89.8744,65.8951,12074823.619,12050539.2594
300394.SZ,20251105,87.6929,64.2956,11781737.8281,11758042.9098
300394.SZ,20251104,89.0759,65.3096,11967540.2261,11943471.6301
300394.SZ,20251103,89.7239,65.7848,12054610.8058,12030367.0973
300394.SZ,20251031,91.4309,67.0363,12283948.4937,12259243.5512
300394.SZ,20251030,99.5377,72.9801,13373108.157,13346212.744
300394.SZ,20251029,112.5455,95.1847,15120739.08,15090328.9077
300394.SZ,20251028,109.4266,92.5469,14701711.9147,14672144.4716
300394.SZ,20251027,109.9763,93.0118,14775566.4243,14745850.4483
300394.SZ,20251024,102.9979,87.1099,13838002.8598,13810172.4708
300394.SZ,20251023,96.7486,81.8246,12998393.6975,12972251.8939
300394.SZ,20251022,103.3162,87.3791,13880760.7338,13852844.352
300394.SZ,20251021,96.4882,81.6044,12963409.9824,12937338.5366
300394.SZ,20251020,91.4078,77.3076,12280838.8301,12256140.1416
300394.SZ,20251017,84.8229,71.7384,11396139.5462,11373220.1264
300394.SZ,20251016,87.23,73.7743,11719544.5568,11695974.719
300394.SZ,20251015,86.906,73.5002,11676009.2669,11652526.9853
300394.SZ,20251014,86.1884,72.8934,11579609.6964,11556321.2895
300394.SZ,20251013,90.7771,76.7742,12196100.498,12171572.2316
300394.SZ,20251010,91.5409,77.4201,12298719.3956,12273984.7465
300394.SZ,20251009,94.897,80.2586,12749620.6124,12723979.1304
300394.SZ,20250930,97.0958,82.1182,13045038.651,13018803.0371
300394.SZ,20250929,101.8927,86.1752,13689516.4246,13661984.6651
300394.SZ,20250926,100.5966,85.079,13515375.265,13488193.7306
300394.SZ,20250925,105.544,89.2632,14180065.8518,14151547.5206
300394.SZ,20250924,105.6076,89.317,14188617.4266,14160081.8969
300394.SZ,20250923,109.8259,92.8846,14755353.6112,14725678.2863
300394.SZ,20250922,107.3898,90.8243,14428061.5211,14399044.4318
300394.SZ,20250919,108.7728,91.9939,14613863.919,14584473.152
300394.SZ,20250918,104.0858,88.0299,13984157.0473,13956032.7194
300394.SZ,20250917,105.353,89.1017,14154411.1274,14125944.3919
300394.SZ,20250916,103.1715,87.2567,13861325.3365,13833448.0424
300394.SZ,20250915,104.7628,88.6025,14075114.7066,14046807.4485
300394.SZ,20250912,107.4245,90.8537,14432726.0164,14403699.5461
300394.SZ,20250911,114.9179,97.1912,15439479.5953,15408428.386
300394.SZ,20250910,101.2099,85.5977,13597781.3495,13570434.0835
300394.SZ,20250909,97.171,82.1818,13055145.0576,13028889.1181
300394.SZ,20250908,100.1337,84.6875,13453181.9938,13426125.5397
300394.SZ,20250905,108.09,91.4165,14522128.8439,14492922.5705
300394.SZ,20250904,100.4866,84.986,13500604.3631,13473452.5353
300394.SZ,20250903,118.8006,100.4749,15961125.6581,15929025.337
300394.SZ,20250902,115.2535,97.475,15484569.7169,15453427.8243
300394.SZ,20250901,128.5507,108.721,17271071.4345,17236336.6074
300394.SZ,20250829,114.8774,97.1569,15434037.684,15402997.4193
300394.SZ,20250828,104.161,88.0936,13994263.4539,13966118.8004
300394.SZ,20250827,86.8018,73.4121,11662015.7809,11638561.6424
300394.SZ,20250826,83.7755,70.8526,11255427.2699,11232790.8445
300394.SZ,20250825,74.8471,71.7113,10055874.5501,10035650.6
300394.SZ,20250822,71.1149,68.1354,9554441.3004,9535225.8117
300394.SZ,20250821,69.2806,66.378,9308000.4629,9289280.6056
300394.SZ,20250820,72.573,69.5325,9750350.1049,9730740.6127
300394.SZ,20250819,70.5825,67.6254,9482919.0384,9463847.3922
300394.SZ,20250818,64.2811,61.588,8636313.1331,8618944.145
300394.SZ,20250815,62.4179,59.8029,8385985.2162,8369119.677
300394.SZ,20250814,63.7604,61.0891,8566345.7029,8549117.4303
300394.SZ,20250813,67.8166,64.9754,9111314.2425,9092989.9522
300394.SZ,20250812,61.8277,59.2374,8306688.7953,8289982.7337
300394.SZ,20250811,59.9529,57.4411,8054806.0467,8038606.561
300394.SZ,20250808,58.2112,55.7724,7820803.8635,7805074.9931
300394.SZ,20250807,59.0213,56.5485,7929642.0882,7913694.327
300394.SZ,20250806,59.6173,57.1196,8009715.925,7993607.1227
300394.SZ,20250805,59.7157,57.2138,8022931.9951,8006796.6132
300394.SZ,20250804,60.4447,57.9124,8120886.3974,8104554.0137
300394.SZ,20250801,62.4237,59.8084,8386762.6321,8369895.5294
300394.SZ,20250731,61.1218,58.561,8211844.0566,8195328.7428
300394.SZ,20250730,58.8419,56.3767,7905542.1956,7889642.9031
300394.SZ,20250729,58.4889,56.0385,7858119.8262,7842315.9076
300394.SZ,20250728,51.3832,49.2305,6903453.1121,6889569.1788
300394.SZ,20250725,49.873,47.7835,6700547.5645,6687071.7063
300394.SZ,20250724,50.3243,48.2159,6761186.004,6747588.1923
300394.SZ,20250723,52.2338,50.0455,7017733.2481,7003619.4794
300394.SZ,20250722,51.8519,49.6796,6966423.7993,6952413.222
300394.SZ,20250721,51.4758,49.3192,6915891.7663,6901982.817
300394.SZ,20250718,52.6563,50.4502,7074484.6081,7060256.7035
300394.SZ,20250717,53.6862,51.437,7212864.6367,7198358.428
300394.SZ,20250716,52.2049,50.0177,7013846.1686,6999740.2175
300394.SZ,20250715,55.0634,52.7565,7397889.6188,7383011.2957
300394.SZ,20250714,49.1786,47.1182,6607257.6576,6593969.4201
300394.SZ,20250711,48.9182,46.8688,6572273.9425,6559056.0628
300394.SZ,20250710,50.6252,48.5042,6801611.6304,6787932.5164
300394.SZ,20250709,48.5363,46.5029,6520964.4937,6507849.8054
300394.SZ,20250708,47.6394,45.6435,6400465.0306,6387592.6857
300394.SZ,20250707,42.2812,40.5098,5680577.9155,5669153.3772
