ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688082.SH,20260428,20260331,"ACMRESEARCH,INC.",352890660.0,73.4936,74.2957,-4801648.0,一般企业
688082.SH,20260428,20260331,上海浦东新兴产业投资有限公司,17534167.0,3.6516,3.6916,12918783.0,风险投资公司
688082.SH,20260428,20260331,香港中央结算有限公司,5132883.0,1.0689,1.0807,-43341.0,一般企业
688082.SH,20260428,20260331,中国农业银行股份有限公司-东方人工智能主题混合型证券投资基金,4800705.0,0.9998,1.0107,3647692.0,开放式投资基金
688082.SH,20260428,20260331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,3321254.0,0.6916,0.6992,-414510.0,开放式投资基金
688082.SH,20260428,20260331,上海浦东海望私募基金管理有限公司-上海浦东海望文化科技产业私募基金合伙企业(有限合伙),2583756.0,0.538,0.544,,一般企业
688082.SH,20260428,20260331,广发证券股份有限公司-国泰中证半导体材料设备主题交易型开放式指数证券投资基金,2189605.0,0.456,0.461,,开放式投资基金
688082.SH,20260428,20260331,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,2014005.0,0.4194,0.424,-167384.0,开放式投资基金
688082.SH,20260428,20260331,长江证券股份有限公司-华夏上证科创板半导体材料设备主题交易型开放式指数证券投资基金,1913838.0,0.3985,0.4029,,开放式投资基金
688082.SH,20260428,20260331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,1809609.0,0.3768,0.381,-632502.0,开放式投资基金
688082.SH,20260227,20251231,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,3735764.0,0.778,0.8561,615635.0,开放式投资基金
688082.SH,20260227,20251231,香港中央结算有限公司,5176224.0,1.078,1.1862,118647.0,一般企业
688082.SH,20260227,20251231,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,2442111.0,0.5085,0.5596,275998.0,开放式投资基金
688082.SH,20260227,20251231,中国农业银行股份有限公司-东方人工智能主题混合型证券投资基金,1153013.0,0.2401,0.2642,-1121824.0,开放式投资基金
688082.SH,20260227,20251231,上海浦东新兴产业投资有限公司,4615384.0,0.9612,1.0577,0.0,风险投资公司
688082.SH,20260227,20251231,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,1602174.0,0.3336,0.3672,74114.0,开放式投资基金
688082.SH,20260227,20251231,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,2181389.0,0.4543,0.4999,183047.0,开放式投资基金
688082.SH,20260227,20251231,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,1138709.0,0.2371,0.2609,53028.0,开放式投资基金
688082.SH,20251030,20250930,"ACMRESEARCH,INC.",357692308.0,74.5359,82.0193,0.0,一般企业
688082.SH,20251030,20250930,香港中央结算有限公司,5057577.0,1.0538,1.1597,-978711.0,一般企业
688082.SH,20251030,20250930,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,3120129.0,0.6501,0.7154,-1773530.0,开放式投资基金
688082.SH,20251030,20250930,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,1998342.0,0.4164,0.4582,-98622.0,开放式投资基金
688082.SH,20251030,20250930,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,1528060.0,0.3184,0.3504,-67851.0,开放式投资基金
688082.SH,20251030,20250930,中国建设银行股份有限公司-易方达沪深300交易型开放式指数发起式证券投资基金,1085681.0,0.2262,0.2489,,开放式投资基金
688082.SH,20251030,20250930,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,2166113.0,0.4513,0.4967,-1486324.0,开放式投资基金
688082.SH,20251030,20250930,上海浦东新兴产业投资有限公司,4615384.0,0.9617,1.0583,0.0,风险投资公司
688082.SH,20250807,20250630,香港中央结算有限公司,6036288.0,1.3678,1.3841,-482494.0,一般企业
688082.SH,20250807,20250630,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,4893659.0,1.1089,1.1221,-59454.0,开放式投资基金
688082.SH,20250807,20250630,上海浦东新兴产业投资有限公司,4615384.0,1.0458,1.0583,0.0,风险投资公司
688082.SH,20250807,20250630,中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,1595911.0,0.3616,0.3659,91901.0,开放式投资基金
688082.SH,20250807,20250630,"ACMRESEARCH,INC.",357692308.0,81.0558,82.0193,0.0,一般企业
688082.SH,20250430,20250331,香港中央结算有限公司,6518782.0,1.4772,1.4948,2798723.0,一般企业
688082.SH,20250430,20250331,中国工商银行股份有限公司-诺安成长混合型证券投资基金,4136807.0,0.9374,0.9486,-445988.0,开放式投资基金
688082.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,4953113.0,1.1224,1.1358,-1204381.0,开放式投资基金
688082.SH,20250430,20250331,中国农业银行股份有限公司-东方人工智能主题混合型证券投资基金,3616346.0,0.8194,0.8292,-533334.0,开放式投资基金
688082.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,3530321.0,0.7999,0.8095,-142165.0,开放式投资基金
688082.SH,20250430,20250331,上海浦东新兴产业投资有限公司,4615384.0,1.0458,1.0583,0.0,风险投资公司
688082.SH,20250430,20250331,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,1416383.0,0.3209,0.3248,47895.0,开放式投资基金
688082.SH,20250227,20241231,"ACMRESEARCH,INC.",357692308.0,81.527,82.5018,,一般企业
688082.SH,20241031,20240930,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,1831675.0,0.4199,2.4144,46163.0,开放式投资基金
688082.SH,20241031,20240930,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,1352269.0,0.31,1.7825,52806.0,开放式投资基金
688082.SH,20240817,20240807,海風投資有限公司,1076923.0,0.2469,1.4195,0.0,投资公司
