ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
688234.SH,20260709,,,7592518.0395,6732282.237
688234.SH,20260708,,,7048776.0825,6250146.495
688234.SH,20260707,,,7075430.1,6273780.6
688234.SH,20260706,,,6852990.2085,6076543.251
688234.SH,20260703,,,7056045.36,6256592.16
688234.SH,20260702,,,7408847.628,6569421.768
688234.SH,20260701,,,7860512.07,6969912.42
688234.SH,20260630,,,8408615.5935,7455915.561
688234.SH,20260629,,,8494393.068,7531974.408
688234.SH,20260626,,,8172121.7655,7246216.593
688234.SH,20260625,,,8349007.518,7403061.108
688234.SH,20260624,,,8514262.4265,7549592.559
688234.SH,20260623,,,7917212.4345,7020188.607
688234.SH,20260622,,,7656972.3,6789433.8
688234.SH,20260618,,,7230508.02,6411288.12
688234.SH,20260617,,,7252800.471,6431054.826
688234.SH,20260616,,,6818582.295,6046033.77
688234.SH,20260615,,,6540895.8945,5799809.367
688234.SH,20260612,,,5994730.845,5315525.07
688234.SH,20260611,,,6102801.3246,5411351.1771
688234.SH,20260610,,,6062577.9854,5375685.1604
688234.SH,20260609,,,6642181.7641,5889619.5691
688234.SH,20260608,,,5897807.6805,5229583.4055
688234.SH,20260605,,,6345110.5966,5626206.6991
688234.SH,20260604,,,6741043.947,5977280.622
688234.SH,20260603,,,6611166.1772,5862118.0622
688234.SH,20260602,,,6542350.344,5801099.094
688234.SH,20260601,,,6589842.9613,5843210.7763
688234.SH,20260529,,,7128738.7822,6321049.4572
688234.SH,20260528,,,7925936.2871,7027924.1246
688234.SH,20260527,,,8092645.0663,7175744.7238
688234.SH,20260526,,,7463125.5776,6617550.0776
688234.SH,20260525,,,7768919.8789,6888697.7464
688234.SH,20260522,,,7450525.4955,6606377.5905
688234.SH,20260521,,,6765759.4928,5999195.8853
688234.SH,20260520,,,7516433.6174,6664818.2924
688234.SH,20260519,,,7209185.4605,6392381.4905
688234.SH,20260518,,,7261524.2633,6438790.2833
688234.SH,20260515,,,7695742.4787,6823811.3787
688234.SH,20260514,,,8190053.3936,7262116.6436
688234.SH,20260513,,,7105961.7107,6300853.0382
688234.SH,20260512,,,6300525.6905,5586673.283
688234.SH,20260511,,,6069847.2636,5382130.8261
688234.SH,20260508,,,5265865.0991,4669240.2041
688234.SH,20260507,,,5385081.2609,4774949.1209
688234.SH,20260506,,,5314326.9535,4712211.3085
688234.SH,20260430,,,4894647.2944,4340081.5444
688234.SH,20260429,,,5099156.32,4521419.605
688234.SH,20260428,,,5070079.2073,4495636.9423
688234.SH,20260427,,,5219341.7189,4627987.9439
