ts_code,trade_date,pe,pe_ttm,total_mv,circ_mv
300604.SZ,20260709,178.2151,150.8482,23727256.1636,18306231.669
300604.SZ,20260708,151.1588,127.9467,20125027.2733,15527012.8611
300604.SZ,20260707,145.0166,122.7477,19307261.6799,14896084.1814
300604.SZ,20260706,144.8593,122.6146,19286325.8656,14879931.624
300604.SZ,20260703,144.2446,122.0943,19204485.8644,14816789.8089
300604.SZ,20260702,143.649,121.5901,19125183.5376,14755605.8795
300604.SZ,20260701,158.9974,134.5816,21168645.8933,16332193.3716
300604.SZ,20260630,162.6904,137.7075,21660320.3192,16711533.7338
300604.SZ,20260629,161.013,136.2877,21437004.9671,16539239.7887
300604.SZ,20260626,150.0533,127.011,19977842.1549,15413455.4882
300604.SZ,20260625,147.7136,125.0306,19666342.6154,15173125.0136
300604.SZ,20260624,146.4556,123.9658,19498856.1013,15043904.5547
300604.SZ,20260623,133.1372,112.6925,17725656.0752,13675831.8939
300604.SZ,20260622,127.9384,108.2921,17033505.3673,13141818.5583
300604.SZ,20260618,125.8465,106.5214,16754995.5957,12926940.5984
300604.SZ,20260617,125.8037,106.4851,16749285.8282,12922535.3554
300604.SZ,20260616,114.5532,96.9623,15251423.4806,11766893.2974
300604.SZ,20260615,110.2885,93.3524,14683618.821,11328816.3631
300604.SZ,20260612,106.3191,89.9926,14155148.1156,10921086.6577
300604.SZ,20260611,110.9508,93.9131,14771803.0084,11396852.8925
300604.SZ,20260610,108.0441,91.4527,14384807.6538,11098275.3172
300604.SZ,20260609,101.3682,85.802,13495987.1756,10412525.8368
300604.SZ,20260608,95.4928,80.8288,12713749.0246,9809007.5574
300604.SZ,20260605,98.5091,83.3819,13115336.0072,10118842.9758
300604.SZ,20260604,106.4287,90.0854,14169739.7437,10932344.5007
300604.SZ,20260603,102.0925,86.415,13592418.805,10486925.4949
300604.SZ,20260602,98.9332,83.7409,13171799.2639,10162405.9335
300604.SZ,20260601,97.0367,82.1356,12919300.6555,9967596.3023
300604.SZ,20260529,100.4437,85.0195,13372909.9645,10317568.3784
300604.SZ,20260528,104.3702,88.343,13895670.9024,10720892.8408
300604.SZ,20260527,104.9277,88.8149,13969897.8803,10778160.9987
300604.SZ,20260526,112.0277,94.8246,14915181.6151,11507473.4369
300604.SZ,20260525,118.1747,100.0277,15733581.6272,12138891.588
300604.SZ,20260522,112.4661,95.1957,14973548.1276,11552504.8089
300604.SZ,20260521,111.8705,94.6915,14894245.8009,11491320.8795
300604.SZ,20260520,115.106,97.4302,15325016.0398,11823671.9839
300604.SZ,20260519,106.7623,90.3677,14214149.0467,10966607.5012
300604.SZ,20260518,99.6718,84.3661,13270134.149,10238274.0059
300604.SZ,20260515,99.829,84.4992,13291069.9633,10254426.5633
300604.SZ,20260514,99.5288,84.2451,13251101.5906,10223589.8628
300604.SZ,20260513,108.6445,91.9609,14464744.3992,11159948.718
300604.SZ,20260512,101.535,85.9431,13518191.8271,10429657.337
300604.SZ,20260511,104.0748,88.0929,13856336.9484,10690545.6118
300604.SZ,20260508,86.7298,73.4114,11547053.1934,8908869.5884
300604.SZ,20260507,88.5357,74.9401,11787497.8481,9094379.2623
300604.SZ,20260506,83.9612,71.0681,11178455.9787,8624486.6847
300604.SZ,20260430,83.0082,70.2614,11051572.2559,8526592.3977
300604.SZ,20260429,83.0559,70.3017,11057916.442,8531487.1121
300604.SZ,20260428,85.4432,72.3224,11375760.1676,8776712.301
300604.SZ,20260427,83.3989,70.5921,11103594.5822,8566729.0554
300604.SZ,20260424,218.6537,103.7194,10023814.1012,7733648.673
300604.SZ,20260423,215.3462,102.1505,9872188.0525,7616665.0
300604.SZ,20260422,210.7655,99.9776,9662195.4912,7454649.9551
300604.SZ,20260421,205.23,97.3518,9408428.0456,7258861.3811
300604.SZ,20260420,210.0736,99.6494,9630474.5605,7430176.3833
300604.SZ,20260417,208.5513,98.9273,9560688.513,7376334.5255
300604.SZ,20260416,213.2427,101.1526,9775756.4231,7542265.3419
300604.SZ,20260415,195.4183,92.6975,8958625.2483,6911826.1336
300604.SZ,20260414,193.4947,91.7851,8870441.0609,6843789.6042
300604.SZ,20260413,187.2257,88.8114,8583049.4288,6622059.0441
300604.SZ,20260410,191.0452,90.6232,8758148.9663,6757153.1602
300604.SZ,20260409,185.7172,88.0958,8513897.7999,6568706.6577
300604.SZ,20260408,180.6107,85.6735,8279797.3313,6388091.6982
300604.SZ,20260407,164.6545,78.1046,7548312.6694,5823731.1336
300604.SZ,20260403,159.1467,75.4919,7295814.061,5628921.5025
300604.SZ,20260402,160.2538,76.0171,7346567.5501,5668079.2173
300604.SZ,20260401,172.2659,81.7151,7897242.9071,6092940.4229
300604.SZ,20260331,167.5192,79.4635,7679637.3225,5925051.7207
300604.SZ,20260330,173.6636,82.3781,7961319.1871,6142377.0378
300604.SZ,20260327,170.3423,80.8026,7809058.7197,6024903.8934
300604.SZ,20260326,167.2935,79.3564,7669293.2006,5917026.7537
300604.SZ,20260325,171.791,81.4899,7875474.0502,6076099.7701
300604.SZ,20260324,167.335,79.3761,7671196.4085,5918495.12
300604.SZ,20260323,161.9104,76.8029,7422510.5838,5726628.5895
300604.SZ,20260320,171.0714,81.1485,7842485.1143,6050648.0875
300604.SZ,20260319,172.0816,81.6277,7888796.5051,6086378.3342
300604.SZ,20260318,178.0322,84.4504,8161589.6291,6296844.1713
300604.SZ,20260317,168.2761,79.8225,7714335.7862,5951778.0896
300604.SZ,20260316,171.0161,81.1223,7839947.5038,6048690.2657
300604.SZ,20260313,171.8741,81.5292,7879280.4659,6079036.5027
300604.SZ,20260312,172.4138,81.7853,7904022.1678,6098125.2647
300604.SZ,20260311,178.475,84.6604,8181890.5128,6312506.7452
300604.SZ,20260310,183.5676,87.0761,8415350.6747,6492626.3453
300604.SZ,20260309,175.6105,83.3016,8050569.1717,6211189.4702
300604.SZ,20260306,178.4474,84.6473,8180621.7075,6311527.8343
300604.SZ,20260305,181.0767,85.8945,8301158.2042,6404524.367
300604.SZ,20260304,178.6549,84.7458,8190137.7467,6318869.6659
300604.SZ,20260303,178.3782,84.6145,8177449.6945,6309080.5572
300604.SZ,20260302,194.0157,92.0322,8894324.6483,6862165.1987
300604.SZ,20260227,199.9662,94.8549,9167117.7723,7072631.0358
300604.SZ,20260226,205.0865,97.2837,9401846.7395,7253729.5467
300604.SZ,20260225,193.7112,91.8878,8880367.7908,6851397.1791
300604.SZ,20260224,182.7373,86.6823,8377286.5179,6463259.0192
300604.SZ,20260213,180.7169,85.7239,8284663.7362,6391798.5257
300604.SZ,20260212,178.7933,84.8114,8196481.7729,6323764.2202
300604.SZ,20260211,178.3782,84.6145,8177449.6945,6309080.5572
300604.SZ,20260210,177.4095,84.155,8133041.5115,6274818.6767
300604.SZ,20260209,181.2012,85.9536,8306867.8277,6408929.4659
300604.SZ,20260206,174.4065,82.7305,7995376.1442,6168606.8473
300604.SZ,20260205,177.4787,84.1878,8136213.5246,6277265.9539
300604.SZ,20260204,179.4022,85.1003,8224395.4879,6345300.2593
300604.SZ,20260203,178.7241,84.7786,8193309.7598,6321316.943
300604.SZ,20260202,166.9061,79.1726,7651529.9275,5903322.0015
300604.SZ,20260130,176.4823,83.7152,8090536.5363,6242025.1626
300604.SZ,20260129,173.8391,82.4614,7969365.6371,6148539.1745
300604.SZ,20260128,183.623,87.1024,8417888.2852,6494584.167
300604.SZ,20260127,181.3396,86.0193,8313211.8539,6413824.0202
300604.SZ,20260126,180.1357,85.4482,8258018.8264,6371788.1114
300604.SZ,20260123,193.8773,91.9666,8887980.6221,6857859.0644
300604.SZ,20260122,186.4875,88.4612,8549209.6263,6596467.4341
300604.SZ,20260121,191.8015,90.9819,8792820.23,6784434.4491
300604.SZ,20260120,188.8954,89.6034,8659595.6811,6681639.9878
300604.SZ,20260119,191.3172,90.7522,8770616.1386,6767302.0389
300604.SZ,20260116,191.6631,90.9163,8786476.2039,6779539.4748
300604.SZ,20260115,190.0025,90.1285,8710347.8902,6720799.7826
300604.SZ,20260114,178.5857,84.713,8186965.7337,6316964.3987
300604.SZ,20260113,169.9505,80.6168,7791098.5025,6011517.9992
300604.SZ,20260112,178.046,84.4569,8162224.0317,6297873.9987
300604.SZ,20260109,171.0438,81.1354,7841216.309,6050188.2966
300604.SZ,20260108,171.113,81.1682,7844388.3221,6052635.7838
300604.SZ,20260107,174.2266,82.6452,7987128.9103,6162772.7067
300604.SZ,20260106,154.0639,73.0809,7062804.3017,5449574.9439
300604.SZ,20260105,146.688,69.5821,6724667.7084,5188672.811
300604.SZ,20251231,140.1978,66.5034,6427132.8824,4959098.514
300604.SZ,20251230,146.2729,69.3852,6705635.63,5173987.888
300604.SZ,20251229,146.7019,69.5887,6725302.111,5189162.3084
300604.SZ,20251226,145.3457,68.9454,6663130.6548,5141191.5598
300604.SZ,20251225,147.034,69.7462,6740527.7738,5200910.2469
300604.SZ,20251224,136.7105,64.8492,6267263.4237,4835745.1604
300604.SZ,20251223,134.3579,63.7333,6159414.9793,4752530.5964
300604.SZ,20251222,130.8706,62.0791,5999545.5206,4629177.2428
300604.SZ,20251219,120.7408,57.274,5535162.8072,4270865.1204
300604.SZ,20251218,122.4568,58.0879,5613828.7313,4331562.8023
300604.SZ,20251217,124.5188,59.066,5708354.7208,4404497.9201
300604.SZ,20251216,121.1698,57.4775,5554829.2882,4286039.5409
300604.SZ,20251215,122.8858,58.2914,5633495.2123,4346737.2228
300604.SZ,20251212,129.3899,61.3767,5931664.4409,4576801.0173
300604.SZ,20251211,123.4117,58.5409,5657602.5117,4365338.1253
300604.SZ,20251210,124.5464,59.0792,5709623.526,4405476.915
300604.SZ,20251209,120.5609,57.1886,5526915.5732,4264501.6537
300604.SZ,20251208,121.5296,57.6481,5571323.7561,4298766.4742
300604.SZ,20251205,118.499,56.2105,5432389.5837,4191566.5359
300604.SZ,20251204,121.0868,57.4381,5551022.8725,4283102.5563
300604.SZ,20251203,113.2127,53.703,5190047.7851,4004578.5157
300604.SZ,20251202,108.8813,51.6483,4991479.767,3851365.8186
300604.SZ,20251201,109.8915,52.1275,5037791.1578,3887099.1313
300604.SZ,20251128,106.7086,50.6177,4891878.5566,3774514.7213
300604.SZ,20251127,105.048,49.83,4815750.2429,3715775.0291
300604.SZ,20251126,106.5564,50.5455,4884900.1278,3769130.2495
300604.SZ,20251125,104.7989,49.7118,4804330.9958,3706964.0753
300604.SZ,20251124,101.879,48.3268,4670472.0443,3603680.1165
300604.SZ,20251121,101.8513,48.3136,4669203.239,3602701.1216
300604.SZ,20251120,107.0407,50.7753,4907104.2193,3786262.6597
300604.SZ,20251119,108.563,51.4973,4976888.5068,3840107.3776
300604.SZ,20251118,109.4625,51.924,5018124.6767,3871924.7109
300604.SZ,20251117,106.5564,50.5455,4884900.1278,3769130.2495
300604.SZ,20251114,108.7844,51.6024,4987038.9487,3847939.3365
300604.SZ,20251113,111.1231,52.7117,5094252.9904,3930664.4031
300604.SZ,20251112,110.1544,52.2522,5049844.8074,3896399.5826
300604.SZ,20251111,110.3758,52.3573,5059995.2493,3904231.5416
300604.SZ,20251110,113.6971,53.9327,5212251.8766,4021710.926
300604.SZ,20251107,114.0642,54.1069,5229083.7931,4027240.2385
300604.SZ,20251106,114.5043,54.3156,5249258.7004,4042778.1801
300604.SZ,20251105,109.8559,52.1107,5036161.2418,3878658.6719
300604.SZ,20251104,111.8225,53.0435,5126317.8589,3948093.8484
300604.SZ,20251103,113.3491,53.7677,5196299.5687,4001991.0834
300604.SZ,20251031,114.9719,54.5374,5270694.5394,4059287.243
300604.SZ,20251030,121.023,57.4078,5548099.5152,4272933.94
300604.SZ,20251029,127.2392,86.9861,5833070.0812,4492407.3651
300604.SZ,20251028,121.2293,82.8775,5557556.503,4280217.3501
300604.SZ,20251027,124.8875,85.3784,5725260.4202,4409376.4897
300604.SZ,20251024,121.8757,83.3194,5587188.3981,4303038.7019
300604.SZ,20251023,114.7381,78.4398,5259976.6199,4051032.7115
300604.SZ,20251022,117.3098,80.198,5377873.7346,4141832.5578
300604.SZ,20251021,116.7185,79.7937,5350763.7029,4120953.4487
300604.SZ,20251020,112.8402,77.1424,5172972.3321,3984025.3384
300604.SZ,20251017,113.9129,77.8757,5222148.6687,4021899.071
300604.SZ,20251016,116.8973,79.9159,5358959.759,4127265.7375
300604.SZ,20251015,116.5947,79.7091,5345089.5102,4116583.4027
300604.SZ,20251014,115.4257,78.9099,5291499.9126,4075310.7453
300604.SZ,20251013,126.8817,86.7417,5816677.969,4479782.7876
300604.SZ,20251010,130.3061,89.0828,5973663.9667,4600687.3956
300604.SZ,20251009,131.3925,89.8255,6023470.7691,4639046.689
300604.SZ,20250930,137.0036,93.6615,6280700.8375,4837155.4444
300604.SZ,20250929,143.1923,97.8923,6564410.4718,5055657.7481
300604.SZ,20250926,131.475,89.8819,6027253.5642,4641960.053
300604.SZ,20250925,130.086,88.9323,5963576.513,4592918.4248
300604.SZ,20250924,132.4652,90.5588,6072647.1057,4676920.4216
300604.SZ,20250923,110.3923,75.4688,5060749.4101,3897595.5382
300604.SZ,20250922,91.9913,62.8891,4217186.0974,3247915.3551
300604.SZ,20250919,88.003,60.1626,4034350.9997,3107102.7593
300604.SZ,20250918,89.2407,61.0088,4091092.9266,3150803.2201
300604.SZ,20250917,89.0482,60.8771,4082266.4047,3144005.3706
300604.SZ,20250916,82.1306,56.148,3765142.0801,2899768.3511
300604.SZ,20250915,82.3232,56.2796,3773968.602,2906566.2006
300604.SZ,20250912,84.1523,57.5301,3857820.5606,2971145.7703
300604.SZ,20250911,81.278,55.5651,3726053.1971,2869663.5893
300604.SZ,20250910,77.6335,53.0736,3558979.7458,2740990.0104
300604.SZ,20250909,76.6158,52.3778,3512325.2726,2705058.5204
300604.SZ,20250908,80.4528,55.001,3688225.2459,2840529.9488
300604.SZ,20250905,78.4724,53.6471,3597438.1629,2770609.2116
300604.SZ,20250904,74.4842,50.9205,3414603.0653,2629796.6158
300604.SZ,20250903,81.6355,55.8095,3742445.3093,2882288.1668
300604.SZ,20250902,81.0167,55.3864,3714074.3459,2860437.9364
300604.SZ,20250901,85.9539,58.7617,3940411.5875,3034754.2188
300604.SZ,20250829,82.1719,56.1762,3767033.4777,2901225.0331
300604.SZ,20250828,84.3311,57.6523,3866016.6167,2977458.0591
300604.SZ,20250827,81.9518,56.0258,3756946.024,2893456.0623
300604.SZ,20250826,70.0558,47.8931,3211593.0603,2473446.0785
300604.SZ,20250825,70.5647,48.241,3234920.2969,2491411.8234
300604.SZ,20250822,70.3446,48.0906,3224832.8432,2483642.8526
300604.SZ,20250821,67.0578,45.8435,3074151.5041,2367593.8513
300604.SZ,20250820,68.0067,46.4923,3117653.648,2401097.5379
300604.SZ,20250819,66.5902,45.5239,3052715.6651,2351084.7884
300604.SZ,20250818,68.1442,46.5863,3123958.3066,2405953.1446
300604.SZ,20250815,62.7669,42.9102,2877446.1577,2216098.9207
300604.SZ,20250814,61.6667,42.158,2827008.8893,2177254.0667
300604.SZ,20250813,62.3406,42.6187,2857901.7162,2201046.5398
300604.SZ,20250812,61.4742,42.0264,2818182.3674,2170456.2173
300604.SZ,20250811,60.5665,41.4059,2776571.621,2138409.2127
300604.SZ,20250808,60.2502,41.1896,2762070.9064,2127241.3172
300604.SZ,20250807,61.4467,42.0076,2816921.4357,2169485.0959
300604.SZ,20250806,61.1441,41.8007,2803051.1869,2158802.7611
300604.SZ,20250805,60.5665,41.4059,2776571.621,2138409.2127
300604.SZ,20250804,60.6765,41.4811,2781615.3478,2142293.6981
300604.SZ,20250801,60.0714,41.0674,2753874.8503,2120929.0284
300604.SZ,20250731,59.7414,40.8417,2738743.6698,2109275.5722
300604.SZ,20250730,60.9791,49.4462,2795485.5966,2152976.033
300604.SZ,20250729,61.9555,50.238,2840248.6723,2187450.8409
300604.SZ,20250728,62.0106,50.2826,2842770.5357,2189393.0836
300604.SZ,20250725,62.3131,50.5279,2856640.7845,2200075.4184
300604.SZ,20250724,62.0656,50.3272,2845292.3991,2191335.3263
300604.SZ,20250723,61.9143,50.2045,2838357.2747,2185994.1589
300604.SZ,20250722,60.4015,48.9779,2769006.0308,2132582.4846
300604.SZ,20250721,61.0341,49.4908,2798007.4601,2157427.6984
300604.SZ,20250718,61.3092,49.7139,2810616.7771,2167150.2207
300604.SZ,20250717,61.7355,50.0596,2830161.2186,2182220.1302
300604.SZ,20250716,61.0891,49.5354,2800529.3235,2159372.2028
300604.SZ,20250715,60.7866,49.2901,2786659.0747,2148677.4283
300604.SZ,20250714,60.4565,49.0225,2771527.8942,2137010.4015
300604.SZ,20250711,61.0204,49.4797,2797376.9942,2156941.5723
300604.SZ,20250710,60.319,48.9109,2765223.2356,2132149.1404
300604.SZ,20250709,60.5115,49.0671,2774049.7576,2138954.906
300604.SZ,20250708,61.8868,50.1822,2837096.343,2187567.5175
300604.SZ,20250707,61.708,50.0373,2828900.2869,2181247.878
300604.SZ,20250704,61.598,49.948,2823856.5601,2177358.8691
300604.SZ,20250703,61.2679,49.6804,2808725.3796,2165691.8423
300604.SZ,20250702,60.4015,48.9779,2769006.0308,2135065.8971
300604.SZ,20250701,61.9005,50.1934,2837726.8089,2188053.6436
