ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688220.SH,2023-01-03,60.7,62.16,60.43,61.95,60.69,1.26,2.0761,2789.74,17170.694,0.7848,0.99,,3.4347,2591374.0074
688220.SH,2023-01-04,62.29,62.56,61.2,61.62,61.95,-0.33,-0.5327,2498.4,15474.526,0.7029,0.83,,3.4164,2577570.078
688220.SH,2023-01-05,61.74,62.15,61.06,62.09,61.62,0.47,0.7627,2219.63,13744.834,0.6244,0.74,,3.4425,2597230.2198
688220.SH,2023-01-06,62.1,63.4,61.38,62.85,62.09,0.76,1.224,4738.74,29632.134,1.3331,1.71,,3.4846,2629021.0874
688220.SH,2023-01-09,63.38,63.38,62.1,62.3,62.85,-0.55,-0.8751,3403.22,21295.071,0.9574,1.13,,3.4541,2606014.5385
688220.SH,2023-01-10,62.05,63.08,62.05,62.38,62.3,0.08,0.1284,2272.46,14203.759,0.6393,0.73,,3.4585,2609360.9456
688220.SH,2023-01-11,62.48,62.79,61.58,61.59,62.38,-0.79,-1.2664,2059.91,12803.321,0.5795,0.68,,3.4147,2576315.1754
688220.SH,2023-01-12,61.56,62.18,60.81,60.91,61.59,-0.68,-1.1041,3461.78,21198.278,0.9739,1.18,,3.377,2547870.7149
688220.SH,2023-01-13,61.19,61.7,60.66,60.81,60.91,-0.1,-0.1642,3732.79,22739.662,1.0501,1.17,,3.3715,2543687.706
688220.SH,2023-01-16,59.88,60.99,56.96,57.3,60.81,-3.51,-5.7721,54297.54,315915.376,2.4265,18.18,,3.1769,2396864.094
688220.SH,2023-01-17,56.99,57.55,55.96,56.07,57.3,-1.23,-2.1466,41626.12,235759.214,1.8602,3.16,,3.1087,2345413.0846
688220.SH,2023-01-18,55.99,56.33,55.7,56.02,56.07,-0.05,-0.0892,19101.21,106970.493,0.8536,0.91,,3.1059,2343321.5802
688220.SH,2023-01-19,55.75,57.08,55.75,56.5,56.02,0.48,0.8568,27451.45,155282.016,1.2268,1.12,,3.1325,2363400.0229
688220.SH,2023-01-20,56.43,56.6,56.03,56.25,56.5,-0.25,-0.4425,23528.51,132474.973,1.0515,0.8,,3.1187,2352942.5006
688220.SH,2023-01-30,56.48,56.94,56.41,56.83,56.25,0.58,1.0311,25307.6,143566.373,1.131,0.76,,3.1508,2377203.9522
