ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688099.SH,2023-01-03,70.06,72.19,68.69,71.5,70.51,0.99,1.4041,30344.37,214212.686,0.7338,0.97,36.428,6.1361,2956524.142
688099.SH,2023-01-04,72.0,72.85,71.02,72.19,71.5,0.69,0.965,32534.63,233428.629,0.7868,1.11,36.7796,6.1954,2985055.6337
688099.SH,2023-01-05,72.0,73.1,70.44,72.08,72.19,-0.11,-0.1524,42177.99,302206.146,1.02,1.42,36.7235,6.1859,2980507.135
688099.SH,2023-01-06,71.88,72.12,69.36,69.5,72.08,-2.58,-3.5794,55041.13,386902.636,1.3311,1.72,35.4091,5.9645,2873824.166
688099.SH,2023-01-09,69.78,71.89,68.7,68.7,69.5,-0.8,-1.1511,34465.72,240649.202,0.8335,0.9,35.0015,5.8958,2840744.1756
688099.SH,2023-01-10,68.75,71.19,68.11,69.78,68.7,1.08,1.5721,42887.04,299201.402,1.0372,1.1,35.5517,5.9885,2885402.1626
688099.SH,2023-01-11,69.78,71.2,67.65,68.11,69.78,-1.67,-2.3932,36211.11,250260.739,0.8757,0.87,34.7009,5.8452,2816347.6827
688099.SH,2023-01-12,68.01,69.75,67.1,68.97,68.11,0.86,1.2627,28267.39,194551.37,0.6836,0.67,35.139,5.919,2851908.6724
688099.SH,2023-01-13,70.69,71.58,68.78,69.67,68.97,0.7,1.0149,31765.64,221737.817,0.7682,0.81,35.4957,5.9791,2880853.664
688099.SH,2023-01-16,69.47,74.18,69.02,72.79,69.67,3.12,4.4783,62709.3,456093.714,1.5165,1.81,37.0853,6.2468,3009865.6265
688099.SH,2023-01-17,73.88,77.21,73.0,76.48,72.79,3.69,5.0694,87841.78,666879.023,2.1243,2.18,38.9653,6.5635,3162447.0822
688099.SH,2023-01-18,76.46,80.35,76.0,78.05,76.48,1.57,2.0528,54611.15,427976.397,1.3207,1.11,39.7652,6.6983,3227366.5634
688099.SH,2023-01-19,77.95,81.2,77.0,80.79,78.05,2.74,3.5106,51407.1,409831.933,1.2432,0.97,41.1611,6.9334,3340665.5305
688099.SH,2023-01-20,80.53,81.88,79.5,80.8,80.79,0.01,0.0124,30677.84,247578.755,0.7419,0.53,41.1662,6.9343,3341079.0304
688099.SH,2023-01-30,81.7,83.5,80.2,80.28,80.8,-0.52,-0.6436,38338.58,312478.028,0.9272,0.67,40.9013,6.8896,3319577.0366
688099.SH,2023-01-31,79.92,80.8,77.51,77.62,80.28,-2.66,-3.3134,36681.08,287680.421,0.8871,0.7,39.5461,6.6614,3209586.0686
688099.SH,2023-02-01,77.59,79.12,77.2,78.21,77.62,0.59,0.7601,22583.15,176839.318,0.5461,0.53,39.8467,6.712,3233982.5615
688099.SH,2023-02-02,79.23,81.58,78.32,79.8,78.21,1.59,2.033,41843.78,334274.728,1.0119,1.16,40.6567,6.8484,3299729.0424
688099.SH,2023-02-03,79.5,81.18,78.04,80.93,79.8,1.13,1.416,38132.48,303776.244,0.9222,1.12,41.2325,6.9454,3346454.5288
688099.SH,2023-02-06,80.03,80.87,78.02,79.79,80.93,-1.14,-1.4086,22694.05,179977.641,0.5488,0.64,40.6517,6.8476,3299315.5425
688099.SH,2023-02-07,79.2,80.15,77.94,78.26,79.79,-1.53,-1.9175,24637.01,193831.037,0.5958,0.76,39.8721,6.7163,3236050.0609
688099.SH,2023-02-08,78.39,79.89,77.0,77.02,78.26,-1.24,-1.5845,26126.01,203074.221,0.6318,0.87,39.2404,6.6099,3184776.0758
688099.SH,2023-02-09,76.5,82.7,76.11,82.51,77.02,5.49,7.128,40130.51,321732.207,0.9705,1.31,42.0374,7.081,3411787.5099
688099.SH,2023-02-10,82.0,83.88,81.21,83.09,82.51,0.58,0.7029,37207.91,307498.855,0.8998,1.23,42.3329,7.1308,3435770.5029
688099.SH,2023-02-13,82.43,83.8,80.68,80.85,83.09,-2.24,-2.6959,36443.08,298034.226,0.8813,1.21,41.1917,6.9386,3343146.5298
688099.SH,2023-02-14,80.89,85.2,80.8,84.26,80.85,3.41,4.2177,50997.31,426673.288,1.2333,1.55,42.929,7.2312,3484149.9889
688099.SH,2023-02-15,84.99,87.46,81.88,85.27,84.26,1.01,1.1987,39890.77,337456.565,0.9647,1.04,43.4436,7.3179,3525913.4768
688099.SH,2023-02-16,84.99,87.44,82.1,83.0,85.27,-2.27,-2.6621,29048.2,245695.799,0.7025,0.71,42.2871,7.1231,3432049.004
688099.SH,2023-02-17,83.1,84.18,82.4,82.83,83.0,-0.17,-0.2048,26513.38,220911.41,0.6412,0.68,42.2005,7.1085,3425019.506
688099.SH,2023-02-20,82.83,84.48,80.66,83.9,82.83,1.07,1.2918,29783.77,244755.955,0.7203,0.81,42.7456,7.2003,3469263.9932
688099.SH,2023-02-21,83.3,86.48,82.5,83.17,83.9,-0.73,-0.8701,21743.37,183305.716,0.5258,0.62,42.3737,7.1377,3439078.502
688099.SH,2023-02-22,82.0,85.18,81.3,84.76,83.17,1.59,1.9117,25917.45,215581.893,0.6268,0.88,43.1838,7.2741,3504824.9829
688099.SH,2023-02-23,84.45,85.75,82.45,83.37,84.76,-1.39,-1.6399,21057.41,176480.548,0.5092,0.79,42.4756,7.1548,3447348.4996
688099.SH,2023-02-24,83.78,84.95,82.15,83.96,83.37,0.59,0.7077,22299.13,187761.531,0.5393,0.89,42.7762,7.2055,3471744.9925
688099.SH,2023-02-27,82.82,84.3,79.8,80.46,83.96,-3.5,-4.1687,32752.23,265998.874,0.7921,1.36,40.993,6.7958,3327020.0345
688099.SH,2023-02-28,80.46,81.71,78.8,79.61,80.46,-0.85,-1.0564,23057.15,184106.261,0.5576,0.93,40.5599,6.724,3291872.5447
688099.SH,2023-03-01,79.65,80.45,77.5,78.01,79.61,-1.6,-2.0098,32778.0,257202.379,0.7927,1.31,39.7448,6.5888,3225712.5639
688099.SH,2023-03-02,78.01,78.88,76.56,77.05,78.01,-0.96,-1.2306,19649.92,152435.363,0.4752,0.74,39.2779,6.5114,3187824.361
688099.SH,2023-03-03,77.75,78.49,75.37,76.6,77.05,-0.45,-0.584,45440.06,350360.442,1.0989,1.74,39.0485,6.4734,3169206.3083
688099.SH,2023-03-06,76.6,76.6,73.88,75.09,76.6,-1.51,-1.9713,48720.15,364410.512,1.1776,1.59,38.2788,6.4275,3106732.398
688099.SH,2023-03-07,74.46,75.96,73.98,74.01,75.09,-1.08,-1.4383,25636.08,192228.513,0.6196,0.76,37.7282,6.3351,3062049.0715
688099.SH,2023-03-08,73.51,75.1,73.51,74.1,74.01,0.09,0.1216,17498.0,129618.528,0.4229,0.51,37.7741,6.3428,3065772.6821
688099.SH,2023-03-09,74.07,79.69,74.06,78.5,74.1,4.4,5.9379,54326.63,419247.153,1.3131,1.73,40.0171,6.7194,3247815.8643
688099.SH,2023-03-10,78.02,79.4,76.03,78.04,78.5,-0.46,-0.586,29781.63,231755.613,0.7198,0.78,39.9296,6.7047,3240717.1578
688099.SH,2023-03-13,77.38,78.0,74.3,75.3,78.04,-2.74,-3.511,35403.82,267933.841,0.8557,1.01,38.5277,6.4693,3126934.9306
688099.SH,2023-03-14,74.99,75.75,72.66,75.14,75.3,-0.16,-0.2125,52414.01,389744.766,1.2622,1.61,38.4458,6.4294,3120290.7129
688099.SH,2023-03-15,75.9,78.0,73.82,76.26,75.14,1.12,1.4906,41628.83,319422.26,1.0025,1.1,39.0189,6.5252,3166800.2365
688099.SH,2023-03-16,75.81,77.88,73.3,73.94,76.26,-2.32,-3.0422,37250.04,280392.042,0.897,0.87,37.8319,6.3267,3070459.0806
688099.SH,2023-03-17,74.35,76.0,73.51,74.94,73.94,1.0,1.3524,42849.25,320388.063,1.0319,1.09,38.3435,6.4123,3111985.4409
688099.SH,2023-03-20,74.5,81.0,74.46,79.95,74.94,5.01,6.6853,76323.79,599042.681,1.838,1.82,40.9069,6.8409,3320032.506
688099.SH,2023-03-21,79.26,82.05,78.91,80.3,79.95,0.35,0.4378,44845.25,361233.35,1.0799,0.9,41.086,6.8709,3334566.7321
688099.SH,2023-03-22,80.88,84.24,80.39,83.6,80.3,3.3,4.1096,57457.83,478065.248,1.3836,1.18,42.7745,7.1533,3471603.7211
688099.SH,2023-03-23,83.6,91.99,83.6,90.13,83.6,6.53,7.811,103753.4,923936.099,2.4985,2.01,46.1156,7.712,3742770.8538
688099.SH,2023-03-24,92.2,96.18,86.11,88.38,90.13,-1.75,-1.9416,107830.41,964329.387,2.5967,1.66,45.2202,7.5623,3670099.7233
688099.SH,2023-03-27,85.87,91.49,85.12,86.24,88.38,-2.14,-2.4214,84507.95,738368.118,2.035,1.08,44.1252,7.3792,3581233.3123
688099.SH,2023-03-28,85.99,86.49,83.02,83.46,86.24,-2.78,-3.2236,49514.61,417857.274,1.1924,0.62,42.7028,7.1413,3465790.0306
688099.SH,2023-03-29,84.0,87.7,82.63,86.09,83.46,2.63,3.1512,55208.23,471666.241,1.3295,0.68,44.0485,7.3663,3575004.3582
688099.SH,2023-03-30,86.85,88.0,84.25,85.4,86.09,-0.69,-0.8015,46836.09,402627.663,1.1279,0.58,43.6954,7.3073,3546351.1696
688099.SH,2023-03-31,85.55,85.96,83.0,84.12,85.4,-1.28,-1.4988,38367.46,322846.179,0.9239,0.56,43.0405,7.1978,3493197.4284
688099.SH,2023-04-03,84.66,86.15,80.45,81.33,84.12,-2.79,-3.3167,102115.06,839986.843,2.459,1.86,41.613,6.959,3377338.8832
688099.SH,2023-04-04,82.25,88.18,80.88,85.31,81.33,3.98,4.8936,119740.2,1021314.556,2.8835,2.05,43.6494,7.2996,3542613.7972
688099.SH,2023-04-06,88.8,97.0,88.8,93.52,85.31,8.21,9.6237,218883.81,2065648.003,5.271,3.02,47.8501,8.0021,3883545.2153
688099.SH,2023-04-07,93.88,93.88,88.68,91.5,93.52,-2.02,-2.16,132970.45,1209061.346,3.2021,1.26,46.8165,7.8292,3799661.9675
688099.SH,2023-04-10,91.4,93.87,87.96,89.34,91.5,-2.16,-2.3607,106233.37,964374.943,2.5582,0.87,45.7114,7.6444,3709965.0292
688099.SH,2023-04-11,89.0,90.6,86.68,88.09,89.34,-1.25,-1.3991,96601.74,853144.4,2.3263,0.71,45.0718,7.5375,3658057.0788
688099.SH,2023-04-12,89.0,93.97,88.7,91.6,88.09,3.51,3.9846,106410.95,975555.537,2.5625,0.79,46.8677,7.8378,3803814.6035
688099.SH,2023-04-13,92.22,96.0,89.06,89.06,91.6,-2.54,-2.7729,68732.45,631072.732,1.6552,0.52,50.895,7.5043,3698337.6483
688099.SH,2023-04-14,90.19,93.58,86.62,91.74,89.06,2.68,3.0092,75757.78,682187.59,1.8243,0.74,52.4265,7.7301,3809628.2939
