ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688361.SH,2023-05-19,66.0,71.66,65.0,68.35,23.6,44.75,189.6186,445078.46,3006886.057,74.2688,,1862.4835,9.5092,2187200.0
688361.SH,2023-05-22,70.7,73.33,69.12,72.0,68.35,3.65,5.3402,225997.04,1607382.909,37.7114,,1961.9431,10.0171,2304000.0
688361.SH,2023-05-23,71.38,72.2,68.4,70.3,72.0,-1.7,-2.3611,148738.1,1048069.559,24.8194,,1915.6195,9.7805,2249600.0
688361.SH,2023-05-24,70.91,74.02,69.18,71.04,70.3,0.74,1.0526,123811.01,885810.238,20.6599,,1935.7839,9.8835,2273280.0
688361.SH,2023-05-25,70.3,71.7,66.8,68.97,71.04,-2.07,-2.9139,120578.55,832263.424,20.1206,,1879.378,9.5955,2207040.0
688361.SH,2023-05-26,69.0,72.95,68.33,70.9,68.97,1.93,2.7983,97728.75,693061.79,16.3077,0.46,1931.969,9.864,2268800.0
688361.SH,2023-05-29,70.61,73.77,69.06,72.88,70.9,1.98,2.7927,93670.8,672864.769,15.6305,0.65,1985.9224,10.1395,2332160.0
688361.SH,2023-05-30,72.21,73.66,71.14,73.42,72.88,0.54,0.7409,69769.89,505021.807,11.6423,0.6,2000.637,10.2146,2349440.0
688361.SH,2023-05-31,72.4,87.98,72.4,84.84,73.42,11.42,15.5543,120072.85,975571.066,20.0362,1.19,2311.823,11.8034,2714880.0
688361.SH,2023-06-01,83.88,86.89,80.69,82.11,84.84,-2.73,-3.2178,108216.3,893264.532,18.0577,1.08,2237.4327,11.4236,2627520.0
688361.SH,2023-06-02,81.8,83.72,80.99,82.25,82.11,0.14,0.1705,57042.49,469559.752,9.5185,0.58,2241.2475,11.4431,2632000.0
688361.SH,2023-06-05,84.36,87.67,79.63,80.08,82.25,-2.17,-2.6383,87298.86,725815.874,14.5673,0.97,2182.1168,11.1412,2562560.0
688361.SH,2023-06-06,80.5,82.63,79.7,80.08,80.08,0.0,0.0,59627.5,482577.522,9.9498,0.67,2182.1168,11.1412,2562560.0
688361.SH,2023-06-07,80.29,82.78,79.3,80.57,80.08,0.49,0.6119,51002.82,412821.269,8.5107,0.59,2195.4689,11.2094,2578240.0
688361.SH,2023-06-08,80.7,81.69,77.0,77.2,80.57,-3.37,-4.1827,62783.09,498857.433,10.4764,0.86,2103.639,10.7405,2470400.0
688361.SH,2023-06-09,77.28,82.66,77.28,82.06,77.2,4.86,6.2953,64025.69,514346.801,10.6838,1.01,2236.0702,11.4167,2625920.0
688361.SH,2023-06-12,81.24,82.15,80.48,81.39,82.06,-0.67,-0.8165,31027.98,252012.442,5.1775,0.48,2217.8132,11.3234,2604480.0
688361.SH,2023-06-13,81.08,82.59,78.19,82.39,81.39,1.0,1.2287,42848.68,345966.998,7.15,0.8,2245.0624,11.4626,2636480.0
688361.SH,2023-06-14,82.0,84.88,81.1,82.62,82.39,0.23,0.2792,32357.82,268120.67,5.3994,0.64,2251.3298,11.4946,2643840.0
688361.SH,2023-06-15,82.1,84.63,79.8,80.82,82.62,-1.8,-2.1786,37024.12,302968.046,6.1781,0.79,2202.2812,11.2441,2586240.0
688361.SH,2023-06-16,80.0,80.99,78.18,78.99,80.82,-1.83,-2.2643,51857.32,410620.393,8.6533,1.25,2152.4151,10.9895,2527680.0
688361.SH,2023-06-19,79.52,81.45,78.51,80.0,78.99,1.01,1.2786,46549.03,372206.883,7.7675,1.19,2179.9368,11.1301,2560000.0
688361.SH,2023-06-20,79.0,79.5,74.82,77.09,80.0,-2.91,-3.6375,81007.51,620106.718,13.5175,1.92,2100.6416,10.7252,2466880.0
688361.SH,2023-06-21,76.12,76.4,73.01,73.74,77.09,-3.35,-4.3456,36715.8,275375.412,6.1266,0.74,2009.3568,10.2591,2359680.0
688361.SH,2023-06-26,73.5,78.65,73.0,76.88,73.74,3.14,4.2582,41962.34,321382.284,7.0021,0.83,2094.9193,10.696,2460160.0
688361.SH,2023-06-27,76.11,78.76,76.0,77.75,76.88,0.87,1.1316,28123.07,218276.854,4.6928,0.54,2118.6261,10.817,2488000.0
688361.SH,2023-06-28,77.5,82.99,77.46,80.6,77.75,2.85,3.6656,44011.17,353664.279,7.344,0.94,2196.2863,11.2135,2579200.0
688361.SH,2023-06-29,80.17,81.6,79.36,81.0,80.6,0.4,0.4963,23062.94,185681.432,3.8484,0.5,2207.186,11.2692,2592000.0
688361.SH,2023-06-30,80.11,84.8,79.8,83.01,81.0,2.01,2.4815,27366.69,225884.818,4.5666,0.79,2261.9569,11.5488,2656320.0
688361.SH,2023-07-03,83.78,84.68,79.66,79.88,83.01,-3.13,-3.7706,28296.51,230831.207,4.7217,0.86,2176.6669,11.1134,2556160.0
688361.SH,2023-07-04,79.37,85.4,79.37,82.67,79.88,2.79,3.4927,29689.88,245485.736,4.9543,0.98,2252.6922,11.5015,2645440.0
688361.SH,2023-07-05,82.28,82.75,75.0,75.9,82.67,-6.77,-8.1892,44084.56,345428.22,7.3562,1.45,2068.2151,10.5596,2428800.0
688361.SH,2023-07-06,75.89,77.98,74.22,75.2,75.9,-0.7,-0.9223,33359.19,253428.346,5.5665,1.09,2049.1406,10.4623,2406400.0
688361.SH,2023-07-07,74.35,77.26,74.01,77.02,75.2,1.82,2.4202,24048.73,182549.708,4.0129,0.74,2098.7342,10.7155,2464640.0
