ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688278.SH,2023-01-03,39.55,39.55,35.96,36.96,38.93,-1.97,-5.0604,29891.22,111634.666,1.3425,2.25,82.976,11.3819,1503532.8
688278.SH,2023-01-04,36.84,37.09,35.89,36.85,36.96,-0.11,-0.2976,12380.04,45245.337,0.556,0.74,82.729,11.348,1499058.0
688278.SH,2023-01-05,36.84,39.1,36.49,38.03,36.85,1.18,3.2022,19874.31,76040.546,0.8926,1.2,85.3782,11.7114,1547060.4
688278.SH,2023-01-06,38.04,39.56,37.61,39.22,38.03,1.19,3.1291,21849.54,85216.238,0.9813,1.2,88.0497,12.0779,1595469.6
688278.SH,2023-01-09,39.49,39.49,38.53,39.1,39.22,-0.12,-0.306,11793.63,46011.388,0.5297,0.62,87.7803,12.0409,1590588.0
688278.SH,2023-01-10,39.5,41.41,38.8,40.3,39.1,1.2,3.0691,29007.96,116687.142,1.3028,1.51,90.4744,12.4105,1639404.0
688278.SH,2023-01-11,40.49,40.86,39.36,39.37,40.3,-0.93,-2.3077,11790.65,47044.341,0.5296,0.62,88.3865,12.1241,1601571.6
688278.SH,2023-01-12,39.0,39.75,38.48,38.59,39.37,-0.78,-1.9812,9106.8,35300.516,0.409,0.48,86.6354,11.8839,1569841.2
688278.SH,2023-01-13,38.31,39.25,38.24,39.04,38.59,0.45,1.1661,9028.72,35076.709,0.4055,0.54,87.6456,12.0224,1588147.2
688278.SH,2023-01-16,39.12,41.68,39.12,41.13,39.04,2.09,5.3535,30173.84,122556.754,1.3552,2.13,92.3377,12.6661,1673168.4
688278.SH,2023-01-17,41.08,42.12,40.66,41.48,41.13,0.35,0.851,12674.62,52535.599,0.3116,0.71,93.1235,12.7738,1687406.4
688278.SH,2023-01-18,42.24,42.24,40.2,40.2,41.48,-1.28,-3.0858,15878.22,64676.966,0.3903,1.09,90.2499,12.3797,1635336.0
688278.SH,2023-01-19,40.17,44.58,39.87,43.37,40.2,3.17,7.8856,26579.09,114126.059,0.6534,1.73,97.3666,13.3559,1764291.6
688278.SH,2023-01-20,43.25,45.37,43.22,44.93,43.37,1.56,3.597,28387.93,126690.29,0.6978,1.5,100.8688,13.8363,1827752.4
688278.SH,2023-01-30,44.93,45.93,43.5,43.96,44.93,-0.97,-2.1589,24499.56,108965.033,0.6023,1.08,98.6911,13.5376,1788292.8
688278.SH,2023-01-31,43.9,44.71,42.9,44.01,43.96,0.05,0.1137,16303.73,71506.679,0.4008,0.75,98.8034,13.553,1790326.8
688278.SH,2023-02-01,43.68,45.0,43.45,44.0,44.01,-0.01,-0.0227,13170.79,58098.608,0.3238,0.59,98.7809,13.5499,1789920.0
