ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688297.SH,2023-01-03,45.25,47.16,44.95,47.01,44.93,2.08,4.6294,52424.28,242953.028,4.0697,1.43,107.2976,5.5329,3173175.0
688297.SH,2023-01-04,47.0,47.14,46.31,46.9,47.01,-0.11,-0.234,25470.38,118836.174,1.9772,0.61,107.0465,5.52,3165750.0
688297.SH,2023-01-05,46.91,47.09,46.62,46.99,46.9,0.09,0.1919,23326.16,109370.967,1.8108,0.55,107.252,5.5306,3171825.0
688297.SH,2023-01-06,46.78,47.12,46.52,46.59,46.99,-0.4,-0.8512,24204.67,113207.422,1.879,0.61,106.339,5.4835,3144825.0
688297.SH,2023-01-09,46.6,46.89,45.76,46.09,46.59,-0.5,-1.0732,31688.05,146489.23,2.4599,1.02,105.1978,5.4246,3111075.0
688297.SH,2023-01-10,46.08,46.12,45.37,45.65,46.09,-0.44,-0.9547,24510.04,111720.355,1.9027,0.78,104.1935,5.3728,3081375.0
688297.SH,2023-01-11,45.65,45.85,45.06,45.15,45.65,-0.5,-1.0953,26535.77,120604.902,2.0599,1.03,103.0523,5.314,3047625.0
688297.SH,2023-01-12,46.88,47.23,45.26,45.35,45.15,0.2,0.443,42872.13,197230.165,3.3281,1.65,103.5087,5.3375,3061125.0
688297.SH,2023-01-13,45.25,45.94,45.1,45.74,45.35,0.39,0.86,25528.64,116120.023,1.9818,0.85,104.3989,5.3834,3087450.0
688297.SH,2023-01-16,45.0,46.6,44.68,46.25,45.74,0.51,1.115,45417.77,208974.636,3.5257,1.5,105.5629,5.4283,3121875.0
688297.SH,2023-01-17,46.35,47.38,46.15,46.75,46.25,0.5,1.0811,36955.17,173024.586,2.8688,1.12,106.7042,5.487,3155625.0
688297.SH,2023-01-18,46.74,47.46,46.62,47.22,46.75,0.47,1.0053,28006.49,131805.438,2.1741,0.79,107.7769,5.5422,3187350.0
688297.SH,2023-01-19,47.08,48.2,46.8,47.9,47.22,0.68,1.4401,43815.71,208836.387,3.4014,1.23,109.329,5.622,3233250.0
688297.SH,2023-01-20,47.98,48.29,47.53,48.05,47.9,0.15,0.3132,31048.88,148781.496,2.4103,0.86,109.6713,5.6396,3243375.0
688297.SH,2023-01-30,48.75,51.0,48.33,49.78,48.05,1.73,3.6004,108405.49,542094.061,8.4154,2.93,113.62,5.8426,3360150.0
688297.SH,2023-01-31,49.65,50.3,49.5,49.81,49.78,0.03,0.0603,52530.18,262094.045,4.0779,1.06,113.6884,5.8461,3362175.0
688297.SH,2023-02-01,49.9,51.18,49.58,51.07,49.81,1.26,2.5296,71955.84,363450.644,5.5859,1.36,116.5643,5.994,3447225.0
688297.SH,2023-02-02,51.99,51.99,49.67,49.88,51.07,-1.19,-2.3301,67359.42,338111.268,5.2291,1.09,113.8482,5.8544,3366900.0
688297.SH,2023-02-03,49.86,50.88,49.63,50.79,49.88,0.91,1.8244,61583.13,309638.326,4.7806,0.93,115.9252,5.9612,3428325.0
