ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688047.SH,2023-01-03,85.5,89.3,83.88,88.7,85.45,3.25,3.8034,22448.77,195966.307,6.8441,1.43,150.2026,9.1128,3556870.0
688047.SH,2023-01-04,88.8,89.9,86.37,87.78,88.7,-0.92,-1.0372,14524.61,127523.16,4.4282,1.01,148.6447,9.0182,3519978.0
688047.SH,2023-01-05,87.7,88.24,86.41,86.82,87.78,-0.96,-1.0936,13860.84,120909.191,4.2259,0.93,147.0191,8.9196,3481482.0
688047.SH,2023-01-06,86.82,87.89,85.17,85.59,86.82,-1.23,-1.4167,16251.78,140594.02,4.9548,1.05,144.9362,8.7932,3432159.0
688047.SH,2023-01-09,86.0,88.0,85.46,86.28,85.59,0.69,0.8062,11767.08,101856.326,3.5875,0.74,146.1046,8.8641,3459828.0
688047.SH,2023-01-10,86.28,88.28,86.28,86.65,86.28,0.37,0.4288,12142.6,105954.54,3.702,0.77,146.7312,8.9021,3474665.0
688047.SH,2023-01-11,87.45,87.98,83.0,83.9,86.65,-2.75,-3.1737,14509.93,123926.533,4.4238,1.06,142.0744,8.6196,3364390.0
688047.SH,2023-01-12,83.95,85.3,82.5,83.95,83.9,0.05,0.0596,6738.61,56755.299,2.0545,0.49,142.1591,8.6248,3366395.0
688047.SH,2023-01-13,83.95,84.65,83.58,83.77,83.95,-0.18,-0.2144,6283.98,52743.517,1.9158,0.51,141.8543,8.6063,3359177.0
688047.SH,2023-01-16,83.69,89.9,83.69,87.76,83.77,3.99,4.763,25204.66,220686.114,7.6843,2.45,148.6108,9.0162,3519176.0
688047.SH,2023-01-17,88.12,90.9,88.0,90.21,87.76,2.45,2.7917,20824.38,187468.185,6.3489,1.6,152.7596,9.2679,3617421.0
688047.SH,2023-01-18,90.95,91.16,89.31,90.33,90.21,0.12,0.133,9318.98,84102.641,2.8412,0.63,152.9628,9.2802,3622233.0
688047.SH,2023-01-19,90.48,105.5,90.33,101.5,90.33,11.17,12.3658,44153.45,438722.378,13.4614,3.23,171.8778,10.4278,4070150.0
688047.SH,2023-01-20,101.5,104.28,100.06,103.58,101.5,2.08,2.0493,24327.66,249210.295,7.417,1.15,175.4001,10.6415,4153558.0
688047.SH,2023-01-30,101.08,103.0,98.46,99.49,103.58,-4.09,-3.9486,30148.61,301425.957,9.1916,1.22,168.4742,10.2213,3989549.0
688047.SH,2023-01-31,98.8,100.88,94.5,95.0,99.49,-4.49,-4.513,27695.21,266562.285,8.4437,1.08,160.8709,9.76,3809500.0
