ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
688082.SH,2023-01-03,79.2,81.66,77.79,81.15,79.9,1.25,1.5645,18145.16,145342.187,2.4295,1.36,132.1442,6.6589,3518315.8665
688082.SH,2023-01-04,87.01,88.9,81.66,82.95,81.15,1.8,2.2181,39024.56,329028.689,5.225,2.74,135.0753,6.8066,3596356.1445
688082.SH,2023-01-05,81.6,83.75,81.11,82.69,82.95,-0.26,-0.3134,25603.89,211102.394,3.4281,1.33,134.652,6.7853,3585083.6599
688082.SH,2023-01-06,82.95,83.8,81.0,81.46,82.69,-1.23,-1.4875,23424.0,192627.647,3.1362,1.07,132.649,6.6843,3531756.1366
688082.SH,2023-01-09,82.1,84.69,81.67,82.36,81.46,0.9,1.1048,18786.19,155533.01,2.5153,0.78,134.1146,6.7582,3570776.2756
688082.SH,2023-01-10,82.79,84.46,81.99,82.88,82.36,0.52,0.6314,18550.37,154757.317,2.4837,0.74,134.9614,6.8009,3593321.2448
688082.SH,2023-01-11,83.2,86.86,82.57,82.57,82.88,-0.31,-0.374,22270.06,188876.807,2.9817,0.89,134.4566,6.7754,3579880.9747
688082.SH,2023-01-12,82.32,82.32,80.65,81.36,82.57,-1.21,-1.4654,14761.7,120033.815,1.9764,0.68,132.4862,6.6761,3527420.5656
688082.SH,2023-01-13,81.5,82.33,80.96,82.25,81.36,0.89,1.0939,10169.31,83008.951,1.3616,0.52,133.9355,6.7492,3566007.1475
688082.SH,2023-01-16,81.6,86.28,81.22,84.88,82.25,2.63,3.1976,27223.62,230872.939,3.645,1.61,138.2181,6.965,3680032.6648
688082.SH,2023-01-17,84.7,87.36,84.66,85.99,84.88,1.11,1.3077,18479.36,158750.832,2.4742,0.99,140.0257,7.0561,3728157.5029
688082.SH,2023-01-18,86.08,86.52,84.91,85.35,85.99,-0.64,-0.7443,11632.67,99400.089,1.5575,0.63,138.9835,7.0036,3700409.8485
688082.SH,2023-01-19,85.25,87.58,84.8,87.2,85.35,1.85,2.1675,16269.63,140975.667,2.1783,0.99,141.996,7.1554,3780617.912
688082.SH,2023-01-20,87.1,87.59,86.3,86.99,87.2,-0.21,-0.2408,11738.17,101969.814,1.5716,0.7,141.6541,7.1381,3771513.2129
688082.SH,2023-01-30,88.08,88.47,85.3,86.22,86.99,-0.77,-0.8852,16857.64,145746.934,2.2571,0.99,140.4002,7.0749,3738129.3162
688082.SH,2023-01-31,86.33,87.5,84.92,85.62,86.22,-0.6,-0.6959,14926.93,127781.519,1.9986,1.0,139.4232,7.0257,3712115.8902
688082.SH,2023-02-01,85.1,87.27,85.1,86.82,85.62,1.2,1.4015,18774.69,162169.488,2.5137,1.31,141.3772,7.1242,3764142.7422
688082.SH,2023-02-02,87.75,91.21,87.51,89.0,86.82,2.18,2.5109,30117.33,268713.972,4.0324,1.92,144.9271,7.3031,3858658.19
688082.SH,2023-02-03,88.3,89.37,86.61,88.52,89.0,-0.48,-0.5393,16184.97,142267.631,2.167,0.88,144.1455,7.2637,3837847.4492
688082.SH,2023-02-06,88.0,88.88,87.21,88.2,88.52,-0.32,-0.3615,12802.33,112747.92,1.7141,0.66,143.6244,7.2374,3823973.622
688082.SH,2023-02-07,88.3,88.88,86.07,87.06,88.2,-1.14,-1.2925,17011.25,148065.558,2.2776,0.92,141.768,7.1439,3774548.1126
688082.SH,2023-02-08,87.5,88.29,86.0,86.5,87.06,-0.56,-0.6432,12277.03,106571.539,1.6438,0.65,140.8561,7.0979,3750268.915
688082.SH,2023-02-09,86.06,91.65,85.81,91.54,86.5,5.04,5.8266,26576.28,236172.179,3.5583,1.5,149.0633,7.5115,3968781.6934
688082.SH,2023-02-10,90.89,91.5,88.65,89.3,91.54,-2.24,-2.447,18302.98,164372.594,2.4506,1.08,145.4157,7.3277,3871664.903
688082.SH,2023-02-13,88.92,90.76,88.1,90.0,89.3,0.7,0.7839,16867.99,151274.484,2.2585,0.97,146.5555,7.3851,3902013.9
688082.SH,2023-02-14,90.0,91.67,87.9,88.86,90.0,-1.14,-1.2667,20737.2,185399.39,2.7765,1.14,144.6992,7.2916,3852588.3906
688082.SH,2023-02-15,88.8,90.77,88.08,90.58,88.86,1.72,1.9356,34216.39,306315.742,4.5812,1.81,147.5,7.4327,3927160.2118
688082.SH,2023-02-16,90.3,90.7,85.77,87.05,90.58,-3.53,-3.8971,30747.05,272650.83,4.1167,1.32,141.7518,7.143,3774114.5555
688082.SH,2023-02-17,86.46,87.56,83.3,83.3,87.05,-3.75,-4.3079,24770.55,210284.357,3.3165,1.02,135.6453,6.8353,3611530.643
688082.SH,2023-02-20,83.0,85.19,82.5,84.88,83.3,1.58,1.8968,15579.12,130363.817,2.0859,0.61,138.2181,6.965,3680032.6648
688082.SH,2023-02-21,84.78,86.36,84.31,85.19,84.88,0.31,0.3652,12192.77,103893.736,1.6325,0.48,138.7229,6.9904,3693472.9349
688082.SH,2023-02-22,84.55,87.8,84.55,86.39,85.19,1.2,1.4086,16531.57,142925.582,2.2134,0.7,140.677,7.0889,3745499.7869
688082.SH,2023-02-23,86.39,86.93,85.9,86.14,86.39,-0.25,-0.2894,12825.22,110731.391,1.7172,0.64,140.2699,7.0684,3734660.8594
688082.SH,2023-02-24,86.51,87.89,85.4,86.34,86.14,0.2,0.2322,17088.63,147721.717,2.288,1.04,140.5956,7.0848,3743332.0014
688082.SH,2023-02-27,86.0,86.0,81.81,83.1,86.34,-3.24,-3.7526,35429.39,294321.776,4.7436,2.39,53.8957,6.5222,3602859.501
688082.SH,2023-02-28,83.18,83.97,81.82,82.9,83.1,-0.2,-0.2407,16309.94,134888.347,2.1837,0.87,53.766,6.5065,3594188.359
688082.SH,2023-03-01,83.09,83.38,82.33,83.38,82.9,0.48,0.579,12576.65,104241.048,1.6839,0.64,54.0773,6.5441,3614999.0998
688082.SH,2023-03-02,83.43,85.6,83.4,83.77,83.38,0.39,0.4677,15796.8,133165.952,2.115,0.84,54.3303,6.5747,3631907.8267
688082.SH,2023-03-03,85.59,88.4,85.5,87.11,83.77,3.34,3.9871,41731.3,363733.202,5.5874,2.15,56.4965,6.8369,3776715.8981
688082.SH,2023-03-06,87.0,93.2,86.0,91.4,87.11,4.29,4.9248,62634.52,564566.372,8.3861,2.57,59.2788,7.1736,3962711.894
688082.SH,2023-03-07,90.65,91.35,87.82,88.03,91.4,-3.37,-3.6871,30924.91,276987.405,4.1405,1.04,57.0932,6.9091,3816603.1513
688082.SH,2023-03-08,88.38,91.09,88.0,89.5,88.03,1.47,1.6699,26863.54,240721.2,3.5968,0.82,58.0465,7.0245,3880336.045
688082.SH,2023-03-09,89.49,93.65,89.17,91.39,89.5,1.89,2.1117,46662.66,430090.248,6.2477,1.31,59.2723,7.1728,3962278.3369
688082.SH,2023-03-10,90.61,94.39,89.1,89.92,91.39,-1.47,-1.6085,51893.05,473813.068,6.9479,1.24,58.3189,7.0574,3898545.4432
688082.SH,2023-03-13,89.41,91.99,88.22,90.87,89.92,0.95,1.0565,34729.48,312811.851,4.6499,0.79,58.9351,7.132,3939733.3677
688082.SH,2023-03-14,90.13,97.8,89.37,96.16,90.87,5.29,5.8215,58036.37,547322.465,7.7705,1.52,62.366,7.5472,4169085.0736
688082.SH,2023-03-15,96.0,97.8,94.52,94.72,96.16,-1.44,-1.4975,36829.86,353806.662,4.9311,0.84,61.4321,7.4342,4106652.8512
688082.SH,2023-03-16,93.9,97.5,92.51,93.59,94.72,-1.13,-1.193,29880.46,282226.628,4.0007,0.65,60.6992,7.3455,4057660.8989
688082.SH,2023-03-17,95.0,96.97,93.1,94.5,93.59,0.91,0.9723,37546.85,357459.259,5.0271,0.89,61.2894,7.4169,4097114.595
688082.SH,2023-03-20,94.43,99.71,93.1,98.0,94.5,3.5,3.7037,44773.41,435780.214,5.9947,1.14,63.5593,7.6916,4248859.58
688082.SH,2023-03-21,97.03,97.8,95.61,96.95,98.0,-1.05,-1.0714,24000.48,231451.939,3.2134,0.58,62.8784,7.6092,4203336.0845
688082.SH,2023-03-22,97.2,97.76,94.38,95.0,96.95,-1.95,-2.0113,27103.41,260385.018,3.6289,0.78,61.6137,7.4561,4118792.45
688082.SH,2023-03-23,93.17,96.27,91.58,95.76,95.0,0.76,0.8,44812.56,421140.549,5.9999,1.37,62.1066,7.5158,4151742.7896
688082.SH,2023-03-24,95.01,95.79,89.64,89.8,95.76,-5.96,-6.2239,48095.71,440912.824,6.4395,1.35,58.2411,7.048,3893342.758
